SN,Title,Company,Experience,Salary,Description
42,Ground staff//Back office//Freshers//Admin//Front office,Company Name Confidential,0-4 years,430000 - 730000 INR,"Job Description,Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
43,Vacancy for Freshers/Administration/Back office/Ground staff,Company Name Confidential,0-4 years,430000 - 730000 INR,"Job Description Dear Candidate, Greeting for the day! We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome passengers on board and directing them to their seats. Providing Information and safety procedures to the passengers Checking all seat belts and galleys are secure prior to take-off. Making announcements on behalf of the pilot and answering questions during the flight Serving meals and refreshments; Selling duty-free goods and advising passengers of any allowance restrictions in force at their destination; Reassuring passengers and ensuring that they follow safety procedures correctly in emergency situations. Providing first aid facility Ticketing and maintenance Technical help SKILLS *Strong verbal communication skills *Excellent Personality Interview Timings:- 10 am to 6 pm Qualification: Any Under Grad/Graduated(Freshers) POSITION:- Air Ticketing / Ground Staff / Cabin Crew / technical SALARY:- 28K TO 40K + CAB + MEALS ADVANTAGES:- 1. OPPORTUNITY TO JOIN THE FASTEST GROWING ORGANIZATION. 2. AFTER COMPLETING 15-18 MONTHS YOU CAN APPLY IN ANY RESPECTIVE DEPT RELATED TO YOUR FIELD. 3. LUCRATIVE PACKAGES. other details Department :Airport/Airline/Ground Staff/Cabin Crew Industry: Aviation/Airline"
44,Freshers//Air Ticketing Executive//Back office//Ground Staff//Admin Executive,Company Name Confidential,0-4 years,430000 - 730000 INR,"Job Description,Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
45,Web designer and developer - Canada/Australia,A V Immigration And Careers Consultancy Private Limited,5-10 years,1800000 - 3000000 INR,"Web designers and developers perform some or all of the following duties    consult with clients to develop and document web site requirements   prepare mock-ups and storyboards   develop web site architecture and determine hardware and software requirements   source, select and organize information for inclusion and design the appearance, layout and flow of the web site   create and optimize content for the web site using a variety of graphics, database, animation and other software   plan, design, write, modify, integrate and test web-site related code   conduct tests and perform security and quality controls   may lead and co-ordinate multidisciplinary teams to develop web site graphics, content, capacity and interactivity   may research and evaluate a variety of interactive media software products."
46,Aircraft Maintenance  Engineering  Aerospace Engineer AIRPORT JOBS IN TAMIL NADU,Company Name Confidential,0-5 years,Not Specified,"Job responsibility, skills, team sAircraft Mechanic Job Description TemplateWe are looking to hire a qualified aircraft mechanic to manage the maintenance and repair of our aircraft. In this role, you'll be responsible for scheduling and overseeing routine maintenance checks, diagnosing mechanical and hydraulic system failures, and advising on the appropriate repair processes.thanksTo ensure your success in the role, aircraft mechanics should demonstrate in-depth knowledge of structural, mechanical, and hydraulic systems. An expert aircraft mechanic will be someone who has excellent communication and analytical skills, strong attention to detail, and is dedicated to learning and growing in this field.ize, reporting, traveling, etc.Aircraft Mechanic Responsibilities:Scheduling and overseeing routine maintenance checks.Implementing and adhering to strict safety guidelines.Creating and maintaining repair logs and records.Using hand tools, diagnostic tests, and gauges to identify hydraulic and mechanical malfunctions.Collaborating with engineers and system mechanics to ensure that all aircraft systems are running correctly.Preparing diagnostics reports and suggesting repair solutions based on thorough evaluations.Ensuring that all aircraft parts are accurately labeled, organized, and restored.Aircraft Mechanic Requirements:Previous experience as an aircraft mechanic or in a similar position.Aviation-specific training and/or qualification.A&P certification is preferred.Strong problem-solving skills and attention to detail.Excellent analytical and organizational skills.Outstanding written and verbal communication skills.NOTE:> INTERSTED CANDIDATE CAN APPLY NOT ANY CHARGE REQUIRED"
47,Vacancy for Freshers/Administration/Back office,Company Name Confidential,0-4 years,430000 - 730000 INR,"Job Description Dear Candidate, Greeting for the day! We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome passengers on board and directing them to their seats. Providing Information and safety procedures to the passengers Checking all seat belts and galleys are secure prior to take-off. Making announcements on behalf of the pilot and answering questions during the flight Serving meals and refreshments; Selling duty-free goods and advising passengers of any allowance restrictions in force at their destination; Reassuring passengers and ensuring that they follow safety procedures correctly in emergency situations. Providing first aid facility Ticketing and maintenance Technical help SKILLS *Strong verbal communication skills *Excellent Personality Interview Timings:- 10 am to 6 pm Qualification: Any Under Grad/Graduated(Freshers) POSITION:- Air Ticketing / Ground Staff / Cabin Crew / technical SALARY:- 28K TO 40K + CAB + MEALS ADVANTAGES:- 1. OPPORTUNITY TO JOIN THE FASTEST GROWING ORGANIZATION. 2. AFTER COMPLETING 15-18 MONTHS YOU CAN APPLY IN ANY RESPECTIVE DEPT RELATED TO YOUR FIELD. 3. LUCRATIVE PACKAGES. other details Department :Airport/Airline/Ground Staff/Cabin Crew Industry: Aviation/Airline"
48,Vacancy for Freshers,Company Name Confidential,0-4 years,430000 - 730000 INR,"Job Description Dear Candidate, Greeting for the day! We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome passengers on board and directing them to their seats. Providing Information and safety procedures to the passengers Checking all seat belts and galleys are secure prior to take-off. Making announcements on behalf of the pilot and answering questions during the flight Serving meals and refreshments; Selling duty-free goods and advising passengers of any allowance restrictions in force at their destination; Reassuring passengers and ensuring that they follow safety procedures correctly in emergency situations. Providing first aid facility Ticketing and maintenance Technical help SKILLS *Strong verbal communication skills *Excellent Personality Interview Timings:- 10 am to 6 pm Qualification: Any Under Grad/Graduated(Freshers) POSITION:- Air Ticketing / Ground Staff / Cabin Crew / technical SALARY:- 28K TO 40K + CAB + MEALS ADVANTAGES:- 1. OPPORTUNITY TO JOIN THE FASTEST GROWING ORGANIZATION. 2. AFTER COMPLETING 15-18 MONTHS YOU CAN APPLY IN ANY RESPECTIVE DEPT RELATED TO YOUR FIELD. 3. LUCRATIVE PACKAGES. other details Department :Airport/Airline/Ground Staff/Cabin Crew Industry: Aviation/Airline"
49,Graphic Designer with Animated Video Experience,Company Name Confidential,2-7 years,Not Specified,"Graphic Designer with experience with Animated Videos We are looking for a highly creative graphic designer who can take conceptual ideas and create visual representations, through electronic media. We need to create a database of infographics, social media posts, and also animated videos. Experience in healthcare is a plus. The candidate will work remotely as a contractor based in India. It would be on a contract basis for a company abroad. The role is for 48 hours per week and on a long-term basis. Please share some samples of your work with your CV for review. Skills and Qualifications: Exceptional creativity and innovative design skills 2 + Years making animated videos 5+ years experience (academic and professional) with design software, including Illustrator, InDesign, Photoshop, Dreamweaver, etc. Proven experience with graphic design, with a strong portfolio of work Excellent communication and presentation skillsPreferred: Healthcare Experience (not required) Preferred: Bachelors degree in graphic design, art, or similar discipline Organizational and time-management skills for meeting deadlines in a fast-paced environment"
50,Fresher Android Apps Developer Android Mobile App Programming Freshers Jobs,DRPU Software Pvt. Ltd.,0-2 years,220000 - 660000 INR,"Great Opportunity for Fresher Android Developers looking for Company Jobs. Currently we are looking for Freshers for Development on Android Studio SDK Android Mobile Apps Programming. Candidates will be responsible for Android Phone application Developer Profile and other related Mobile application development. Mobile Phone Apps Programmers interested in working on JAVA Programming for Google Play Store mobile Apps development should opt for this opportunity.we are looking for Android Developers Android Studio SDK Android Programmers for Mobile Phone Apps Programming.Candidates should be capable to Design and build applications for the Android platform. Candidates should be capable for independent development, developing Android applications for mobile / tablet devices."
51,Adobe Photoshop Graphic Designer Graphics Designing Jobs for Freshers,DRPU Software Pvt. Ltd.,0-1 years,260000 - 670000 INR,"Fresher Graphic Designer Adobe Photoshop Graphics Designing Freshers Job Delhi NCRWe are also Hiring Freshers for this Profile! DRPU Software Pvt. Ltd. is looking for creative graphic designers having good knowledge of adobe Photoshop. Candidate responsibilities may include:Designing Graphics for Websites and web portalsDesigning Apps GUI and icons etcDesigning Banners Promos and Ads etc for Social Media, Print Media and website.- Proficient in Computer Graphic Software like : Adobe Photoshop, Adobe Illustrator, Adobe InDesign- Immediate Joiners will be preferred.Job Responsibilities :  Creative Logos Banners for Websites & Social Medias Flex Banners Flyer Design Brochure & Pamphlet DesignCreate Stylish and suitable images according to the instructions GivenShould have a strong sense of design, color, and proportioning, these creative individuals design backgrounds for characters and objects to live in and move through in a natural mannerGood Coloring Knowledge and very good understanding of Color theory and usage of colors.Key Skills:Good Artistic SkillsAdobe IllustratorAdobe PhotoshopProficient in Photoshop, Adobe Illustrator and Corel Draw. Expert in editing photos using PhotoshopWe are Looking for creative Graphic Designers having good knowledge of Adobe Photoshop Designing for Websites & web portals, Designing Apps GUI & icons etc, Designing Banners Promos & Ads etc for Social Media, Print Media & website.Generate designs for new original content, promotions, and support for web, mobile, and print including corporate website, landing pages, blogs, emails, collateral, white papers, infographics, advertisements, signage, and more.Concept and design charts, graphs and other visuals and design and produce executive-level PowerPoint presentations.Creative visual designs for a business audience. Take a complicated concept and create a simple, easy to understand and compelling graphic, illustration or infographic.Ability to provide creative direction for videos and photography.Support Popular Domains event strategy with tradeshow booth design, speaker presentations, print and digital signage, handouts, and poster, collateral.Develop and expand the brand awareness of Popular Domains through visual designs and experiences that excite and engage customers, while influencing their attitudes and beliefs regarding our technology.Establish and maintain consistency of design and a high level of quality across all company mediums.Stay on the cutting edge of design trends, tools, and best practices.Excellent digital and graphic designs skills with a strong eye for design trends, the digital design language, photography, typography and overall visual storytelling. Create design solutions in a wide range of graphic applications for collateral materials, infographics, publications, digital slides, event graphics, ads, direct mailers, etc."
52,Software Test Engineer,Fazo Software,Fresher,Not Specified,"Software Test Engineer - 2010 to 2019 passed out freshers.Location: ChennaiVacancy: 9 Position.Experience: Freshers only.Description:-Working on an eCommerce website.Mobile application Testing & Web Application Testing.Strong Knowledge in writingtest cases.Finding bugs, smoke testing.certification is mandatory if not will be trained.immediate joining.Regards. HR Team. Tamil Selvi - 6374808456 Vinothini - 8072712418  (WhatsApp your resume )"
53,Hiring- Video Editor- Handling Government projects/Delhi,Jobs Territory,2-7 years,Not Specified,"Video Editor  2 nos (4-5 years experience) Main Responsibilities of a Video Editor  Performing the full range of editing works from splicing, to sound balancing, to colour correction and colour grading.  Reviewing the script to better understand the video production requirements  Editing raw footage content and cutting video sequences to ensure that concepts are translated effectively  Reviewing all edited tapes to identify any issues and recommending changes as required  Organising and managing all audio and video assets to ensure a smooth workflow Key Requirements  You have solid prior experience are a video editor or videographer  You possess sound technical knowledge of professional lighting and photography equipment  You have strong expertise in editing software's such as Premiere pro, After Effect, Photoshop and Final Cut Pro  You possess good colour grading sense and skills and are able to tell a story through editing  You can perform simple 2D animation, Motion graphics and VFX  You are organized and with a high attention to detail  You can deliver high-quality work while meeting tight deadlines"
54,Motion Graphics Designer,TATA Consultancy Services Ltd.,3-6 years,Not Specified,job description is not available for this job
55,Android with IOS - CWR,Arminus Software Private Limited,Not Specified,Not Specified,"Job Description : 	 Job Description: 	 Band - B2/C1/C2Location - AllPosition - 10JD - iOSResponsibilities.Design and build applications for the iOS platform.Ensure the performance, quality, and responsiveness of applications.Collaborate with a team to define, design, and ship new features.Identify and correct bottlenecks and fix bugs.Help maintain code quality, organization, and automatizationSkills.Proficient with Swift.Experience with iOS frameworks such as Core Data, Core Animation, etc..Experience with offline storage, threading, and performance tuning.Familiarity with RESTful APIs to connect iOS applications to back-end services.Knowledge of other web technologies and UI/UX standards.Understanding of Apple's design principles and interface guidelines.Experience with performance and memory tuning with tools such as Instruments and Shark, depending on project needs.Familiarity with cloud message APIs and push notifications.Knack for benchmarking and optimization.Proficient understanding of code versioning tools such as Git, Mercurial or SVN.Familiarity with continuous integrationAndroid Lead RoleResponsibilitiesTranslate designs and wireframes into high quality codeDesign, build, and maintain high performance, reusable, and reliable Java codeEnsure the best possible performance, quality, and responsiveness of the applicationIdentify and correct bottlenecks and fix bugsHelp maintain code quality, organization, and automatizationSkillsStrong knowledge of Kotlin, Android SDK, different versions of Android, and how to deal with different screen sFamiliarity with RESTful APIs to connect Android applications to back-end servicesStrong knowledge of Android UI design principles, patterns, and best practicesExperience with offline storage, threading, and performance tuningAbility to design applications around natural user interfaces, such as touchFamiliarity with the use of additional sensors, such as gyroscopes and accelerometersKnowledge of the open-source Android ecosystem and the libraries available for common tasksAbility to understand business requirements and translate them into technical requirementsFamiliarity with cloud message APIs and push notificationsA knack for benchmarking and optimizationUnderstanding of Google's Android design principles and interface guidelinesProficient understanding of code versioning tools, such as GitFamiliarity with continuous integration  	 Key Skills: 	 VMS JP IDCGEMJP00179711CGEMJP00179709CGEMJP00179708CGEMJP00154600CGEMJP00150760CGEMJP00150768"
56,Business Development Executive,Techfruits Solutions Private Limited,0-5 years,330000 - 660000 INR,"We represent the best Hardware & Software companies like Dell - EMC, HP, HPE, PureStorage, IBM, F5, SpectraLogic, Adobe, Commvault, AWS, Microsoft and Many moreTitle / Designation : Business Development ExecutiveLocation : Thiruvananthapuram, KeralaSalary: Open for perfect match candidateCandidate Should have Following skills Oversee the sales process to attract new clients and cold calling  Work with senior team members to identify and manage sales opportunities.  Maintain fruitful relationships with clients and address their needs effectively.  Research and identify new market opportunities. Excellent leadership and communication skills."
57,Freshers B.E BTech BCA MCA MCA Fresher Jobs in Ghaziabad Delhi NCR near Meerut Hapur Noida Modinagar,DRPU Software Pvt. Ltd.,0-1 years,150000 - 660000 INR,"We have multiple Job openings for Freshers for Different profiles. We are looking for Fresher and entry level B.E, B.Tech, BCA MCA & Diploma Fresher / Trainee Software Engineers for Multiple Profiles such as Testing Website Content writing Software Documentation SEO and Website Promotion and many more.Freshers B.E BTech BCA MCA MCA Jobs in Ghaziabad Delhi NCR near Meerut Hapur Noida ModinagarDifferent Job Profiles may include Candidate responsibilities as follows:Software TestingSoftware Help DocumentationWebsite Content writingApps Data compile and procedure designWeb Authoring and Instruction GuidesTechnical WritingSEO and Website PromotionNetworkingComputers & Network Maintenance Content writing"
58,"Urgently Hiring l Data Entry, Work from home  Jobs l Computer Entry Jobs I Opportunity for freshers",Continuum Edtech,0-5 years,120000 - 340000 INR,Details: It is a home-based freelance data entry work.  Laptop/Desktop & Smartphone are required.  Training will be provided by our team  No Target work. Desired skills and qualities:  Fresher and experience both can apply.   Basic Computer Knowledge.  Should able to maintain good typing speed and accuracy level.  Sound knowledge of English language.  Able to data entry using spreadsheet and other computer software.  Attention to detail.  12th pass or any Graduate can apply.Interested candidate send their CV on our official mail ID.If your CV is selected then we will contact you for online interview. There may be Two rounds of Interview.
59,Urgent vacancy for Data Entry Executive I Opportunity for freshers l Work from home,Continuum Edtech,0-5 years,150000 - 350000 INR,Details: It is a home-based freelance data entry work.  Laptop/Desktop & Smartphone are required.  Training will be provided by our team  No Target work. Desired skills and qualities:  Fresher and experience both can apply.   Basic Computer Knowledge.  Should able to maintain good typing speed and accuracy level.  Sound knowledge of English language.  Able to data entry using spreadsheet and other computer software.  Attention to detail.  12th pass or any Graduate can apply.Interested candidate send their CV on our official mail IDIf your CV is selected then we will contact you for online interview. There may be Two rounds of Interview.
60,Data Entry Jobs l Computer Entry Jobs I Opportunity for freshers l Work from home,Continuum Edtech,0-5 years,150000 - 350000 INR,Details: It is a home-based freelance data entry work.  Laptop/Desktop & Smartphone are required.  Training will be provided by our team  No Target work. Desired skills and qualities:  Fresher and experience both can apply.   Basic Computer Knowledge.  Should able to maintain good typing speed and accuracy level.  Sound knowledge of English language.  Able to data entry using spreadsheet and other computer software.  Attention to detail.  12th pass or any Graduate can apply.Interested candidate send their CV on our official mail ID.If your CV is selected then we will contact you for online interview. There may be Two rounds of Interview.
61,Data Entry Jobs l Urgent vacancy I Opportunity for freshers l Work from home,Continuum Edtech,0-5 years,120000 - 360000 INR,Details: It is a home-based freelance data entry work.  Laptop/Desktop & Smartphone are required.  Training will be provided by our team  No Target work. Desired skills and qualities:  Fresher and experience both can apply.   Basic Computer Knowledge.  Should able to maintain good typing speed and accuracy level.  Sound knowledge of English language.  Able to data entry using spreadsheet and other computer software.  Attention to detail.  12th pass or any Graduate can apply.Interested candidate send their CV on our official mail IDIf your CV is selected then we will contact you for online interview. There may be Two rounds of Interview.
62,Data entry Executive l Work from Home l Opportunity for fresher l Home Based work **,Continuum Edtech,0-5 years,130000 - 350000 INR,Details: It is a home-based freelance data entry work.  Laptop/Desktop & Smartphone are required.  Training will be provided by our team  No Target work. Desired skills and qualities: Fresher and experience both can apply.12th pass or any Graduate can apply. Basic Computer Knowledge.Should have good typing speed.Should be able to maintain a fair accuracy level.Sound knowledge of English language.Able to data entry using spreadsheet and other computer software.Attention to detail.Interested candidate send their CV on our official mail ID.If your CV is selected then we will contact you for online interview. There may be Two rounds of Interview.
63,Data Entry Job Vacancy l Urgent Hiring l Home based work**,Continuum Edtech,0-5 years,150000 - 320000 INR,Details: It is a home-based freelance data entry work.  Laptop/Desktop & Smartphone are required.  Training will be provided by our team  No Target work. Desired skills and qualities: Fresher and experience both can apply.12th pass or any Graduate can apply. Basic Computer Knowledge.Should have good typing speed.Should be able to maintain a fair accuracy level.Sound knowledge of English language.Able to data entry using spreadsheet and other computer software.Attention to detail.Interested candidate send their CV on our official mail ID.If your CV is selected then we will contact you for online interview. There may be Two rounds of Interview.
64,Urgent recruitment for Ground Staff and Air Ticketing profile,Company Name Confidential,0-4 years,430000 - 730000 INR,"Job Description,Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
65,Ground staff//Back office//Freshers//Admin//Front office,Company Name Confidential,0-4 years,430000 - 730000 INR,"Job Description,Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
66,Data Entry Executive I Opportunity for freshers l Work from home ll P ll,The Sprawl,0-5 years,120000 - 360000 INR,"Details:It is a home-based freelance data entry work.	Laptop/Desktop & Smartphone are required. 	Training will be provided by our team 	No Target work.Desired skills and qualities: Fresher and experience both can apply. 	Basic Computer Knowledge. 	Should able to maintain good typing speed and accuracy level. 	Sound knowledge of English language. 	Able to data entry using spreadsheet and other computer software. 	Attention to detail. 	12th pass or any Graduate can apply.Interested candidate may send their CV on our official mail IDIf your CV is selected then we will contact you for online interview."
67,Data Entry Executive l Home Based Work  I Opportunity for freshers l Work from home ll P ll,The Sprawl,0-5 years,120000 - 360000 INR,"Details:It is a home-based freelance data entry work.	Laptop/Desktop & Smartphone are required. 	Training will be provided by our team 	No Target work.Desired skills and qualities: Fresher and experience both can apply. 	Basic Computer Knowledge. 	Should able to maintain good typing speed and accuracy level. 	Sound knowledge of English language. 	Able to data entry using spreadsheet and other computer software. 	Attention to detail. 	12th pass or any Graduate can apply.Interested candidate may send their CV on our official mail ID.If your CV is selected then we will contact you for online interview."
68,Data Entry Operator l Work from Home l Part time Jobs ll N ll,The Sprawl,0-5 years,120000 - 360000 INR,"It is a home-based freelance data entry work. 	Laptop/Desktop & Smartphone are required. 	Training will be provided by our team 	No Target work.Candidates are required to possess the following qualities: 	Basic Computer Knowledge. 	Should able to maintain good typing speed and accuracy level. 	Sound knowledge of English language. 	Able to data entry using spreadsheet and other computer software. 	Attention to detail. 	12th pass or any Graduate can apply. 	Fresher and experience both can apply. Interested candidate may send their CV on our official mail IDIf your CV is selected then we will contact you for online interview."
69,Data Entry Executive l Computer entry operator  I Opportunity for freshers l Work from home ll P ll,The Sprawl,0-5 years,120000 - 360000 INR,"Details:It is a home-based freelance data entry work.	Laptop/Desktop & Smartphone are required. 	Training will be provided by our team 	No Target work.Desired skills and qualities: Fresher and experience both can apply. 	Basic Computer Knowledge. 	Should able to maintain good typing speed and accuracy level. 	Sound knowledge of English language. 	Able to data entry using spreadsheet and other computer software. 	Attention to detail. 	12th pass or any Graduate can apply.Interested candidate may send their CV on our official mail IDIf your CV is selected then we will contact you for online interview."
70,Data Entry Operator l Work from Home Data Entry Jobs l Part time Jobs ll N ll,The Sprawl,0-5 years,120000 - 370000 INR,"It is a home-based freelance data entry work. 	Laptop/Desktop & Smartphone are required. 	Training will be provided by our team 	No Target work.Desired skills and qualities: 	Basic Computer Knowledge. 	Should able to maintain good typing speed and accuracy level. 	Sound knowledge of English language. 	Able to data entry using spreadsheet and other computer software. 	Attention to detail. 	12th pass or any Graduate can apply. 	Fresher and experience both can apply. Interested candidate may send their CV on our official mail IDIf your CV is selected then we will contact you for online interview."
71,Data Entry Executive l Computer entry operator  I Opportunity for freshers l Work from home ll P ll,The Sprawl,0-5 years,120000 - 360000 INR,"Details:It is a home-based freelance data entry work.	Laptop/Desktop & Smartphone are required. 	Training will be provided by our team 	No Target work.Desired skills and qualities: Fresher and experience both can apply. 	Basic Computer Knowledge. 	Should able to maintain good typing speed and accuracy level. 	Sound knowledge of English language. 	Able to data entry using spreadsheet and other computer software. 	Attention to detail. 	12th pass or any Graduate can apply.Interested candidate may send their CV on our official mail IDIf your CV is selected then we will contact you for online interview."
