SN,Title,Company,Experience,Salary,Description
77,Marketing and Product Marketing Manager,Futuarch Consultancy,4-6 years,Not Specified,"Job Responsibilities Marketing:  Design and develop all marketing strategies and programs; drive demand for our product with creative and innovative marketing practices  You are responsible for creation and execution of end-to-end marketing campaigns to position our product as solutions for our customers and partners worldwide.  You will partner with product development and engineering teams through the complete product development cycle to help create our communication strategies for our platform.  You increase our solutions social, digital and events presence and visibility.  Analyze new and existing marketing programs to determine effect on sales and augment marketing strategies as necessary  Work in tandem with the sales team to ensure our message is making it to market and evaluate the prospects attitudes and feelings toward our products  You take care of the creative development and publication of a wide range of product related marketing material from writing blog posts, thought leadership pieces, case studies, conducting webinars to conveying our products specs to our customers and partners.  Oversee the production of all sales materials, including presentations, blog posts, advertisements, and social media posts  Write detailed plans for new module launches and manage implementation of launch plans  Work to maintain strong market intelligence, keeping up to date on industry and societal trends, researching the strategies of our competitors and making recommendations for changes to our own strategies  You analyze and report marketing KPIs to track impact, optimize and improve our positioning in the open-source ecosystem and with B2B customers.Product Marketing:  Leveraging SEO, SEM, paid advertisements and email campaigns to improve awareness for the product  Collaborate with product management and marketing teams to develop product positioning, messaging and go-to-market strategies that resonate with the target buyers requirements  Act as the primary thought leader for the products, and create external facing materials that match up to the brand guidelines and corporate messaging  You will develop product messaging that is fitting to the consumers current mindset and maximize the strengths of every marketing and communication channel in the process in order to raise product awareness in the market.  You will play a pivotal role in incorporating the realized product strategies into the product's positioning, do market analysis that will be used during deliberations on product pricing, product messaging, product development, product roadmaps, portfolio plans etc that will optimize the product's sales and business revenue.  You will keep in touch with the market and product trends and engages directly with consumers, monitor and report the consumers satisfaction and experience with the product, as well noting points of improvement that will enhance the consumers satisfaction and experience in future.  You will be responsible for active participation in the product's specifications for user experience purposes, establishment of product milestones, and product priorities thereby playing a leading role in the development, implementation, and launch the product or any additional features.  You will define and comes up with market segmentation models and formulate optimized product messaging for product solutions tailored for the varying audiences"
78,Pegasystems Pega Marketing Application Developer,Accenture,6-8 years,Not Specified,job description is not available for this job
79,Marketing and Sales Executive,Beat The Virus Startup,0-10 years,Not Specified,"Roles and Responsibilities Be involved in Sales of Health Offerings of BTV's Health Partners. One needs to also join at least 1 more Team of Beat The Virus such as HR, Partnership Team, Social Media Team, Tech Team, etc. Perks and BenefitsThey are mentioned in http://bit.ly/offerletter1 Desired Candidate Profile - Please refer to our Offer letter http://bit.ly/offerletter1 for benefits, work details, terms, etc. If you are fine with the Offer Letter, you can apply to BTV through one of the below ways -  1. Please join our Whatsapp group https://bit.ly/JOINBTVGROUP BY DMing THE FOLLOWING LINK TO SOMEONE AND THEN JOINING VIA THE SAME -  https://chat.whatsapp.com/G7M93p1hKb2D45UtjEG4Wj Once one joins the Whatsapp Group, one needs to post one's Name and Email id there and we will email the Offer Letter ( http://bit.ly/offerletter1 ). Once you accept the offer letter by email we will do the further process. OR In case you are having an issue with Joining the Whatsapp group, as an alternative, you can email [Confidential Information] with the Subject - Application to BTV Internship - Your Full Name and Mobile No.  Post that we will do the further process."
80,Oracle CX Marketing Cloud (Unity) Application Designer,Accenture,6-8 years,Not Specified,job description is not available for this job
81,CN - CS&S - MT - Marketing Loyalty - 09,Accenture,2-6 years,Not Specified,job description is not available for this job
82,Specialist - Marketing and Communication,DBS,8-11 years,Not Specified,"Job Duties & responsibilities:Partner with the business team to drive marketing and outreach efforts for the large corporate segment Drive account based marketing to enable quality conversations and lasting account relationships with the enterprise segmentDeliver hi impact integrated marketing and engagement campaigns with key corporate clients to further awareness and deepen wallet shareSupport the business team in delivering a cohesive pitch by developing relevant pitchbooks and measurement dashboardsEstablish and maintain strategic relationships industry associations, agencies and other key external stakeholders Plan and manage a calendar of data-driven and experiences through proprietary and sponsored events (physical, digital and phygital) for our clients and communitiesUndertake continuous analysis of competitive environment and customer trends to ensure effectiveness of branding and product marketing strategyManage the content strategy for the B2B segment of the bank across channels.Required Experience: 8 - 11 yrs Requirements:B2B marketing specialist with experience of dealing with senior stakeholders, enterprise clients and MNC Possess a strong business acumen and has an ability to think strategically and tactically Excellent relationship building skills and someone who understands business cultures and nuances Creatively inclined with good content writing skillsProven analytical capabilities and a data-driven mindsetAbility to work towards challenging deadlines and across the marketing mix and has strong stakeholder management skillsSpecific experience in digital marketing, content marketing, and social mediaExperience in Events (both physical and digital) management, Branding and CommunicationsIs used to fast-paced work environmentIndia"
83,Regional Marketing Manager-HO & SUPPORT-Marketing HO,Kotak Mahindra Bank Limited,3-4 years,Not Specified,"Requirements:MBA with specialization in Marketing. . 3-4 years experience in Marketing (BTL, ATL, Trade Marketing, Brand Marketing Communications etc.) . Fluency in written and spoken English apart from being able to converse in Hindi & Telugu. . Ability to collaborate with teams at all levels, internally & externally. . Innovative & creative mindset with a willingness to experiment and learn. . A multi-tasker who's well-organized and has problem-solving skills and loves to travel. Job Description:Ideate, develop and execute BTL campaigns independently to drive customer acquisition/retentions. Work with the Regional teams in building priorities & plans for the city/clusters.Proficient in usage of excel and PPT formats.Build Hyper local Alliances & Strategic Partner Alliances.Ability to analyze Market/Competition for anticipating and addressing opportunities & emerging issues in customer acquisition & retentionCollaborate with multiple agencies to ideate and execute BTL activitiesPrepare MIS reports & track ongoing activities.Work closely with relevant teams build and maintain strong connections with stakeholders.Branch based customer engagements every month.Frequent branch visits in the territory for quality check and upkeep of brand standards."
84,Marketing Manager,Krishna Apparels,6-7 years,400000 - 700000 INR,"We are hiring Marketing Manager for denim industry. The applicant must have the following qualities . 1. We need an Experienced Hardworking, Intelligent ,Honest ,Smart Marketing Manager to boost the sale of our products denim jeans, jackets, trousers, non denim cargo etc. for all india pan level. 2. He/She must have Experience in denim industry . 3. Sales/Marketing experience should be at least 6-7 years.4. Connection with domestic and international buyers will be an advantage.5. His main duty is to boost the existing sale and also add new buyers .6. Ready to travel when ever asked or needed.7. He/She will have to report at Krishna Apparels ,C-34/A-1 Tronica city, upsidc, Loni, Ghaziabad, U.P - 201102.Note: Interview dates will be announced shortly. drop your resume at [Confidential Information]Job Type: Full-time Salary : Negotiable"
85,Consulting - AM&C - Manager - Marketing Transformation,Deloitte,7-10 years,Not Specified,"Marketing TransformationWe are seeking customer-centered marketing leaders with hands-on experience driving transformative marketing efforts for our clients. Ideal candidates will be accustomed to working with Fortune 500 companies or will have led agile marketing teams in a digital-first startup environment. We are looking for individuals who are adept at connecting marketing strategies to the operations and technology required for success.Required skills7-10 years work experience in digital transformation, digital strategy, customer experience management and marketing technology projectsAbility to work on ambiguous problem statements and logically structure solutions to such problemsManage internal and external stakeholders, leading and building teams of high calibre consultantsExposure to marketing and advertising technologies, data driven marketing and the ability to articulate business impact of these technologiesMust have recent tactical and strategic marketing technology (Automation, CDP, DMP) exposure or previous familiarity/ direct experience working on marketing/ CRM technologiesDriving marketing spend optimisation and improving the spend effectiveness for clientsDefining marketing KPIs for clients and developing marketing operating model for client organisationPlaying a role involving sufficient communication (verbal, written and presentation), analytical skills, problem solving skills and learning attitudeUnderstanding of functional and technical requirements of clients and the ability to work on technical design and implementation servicesPreferred skillsMBA from leading institutes in India / Outside IndiaPrior experience in Marketing / Advertising or ConsultingExecutive presence and the ability to hold conversations with C-suiteShould have domain understanding of B2B / B2C marketing"
86,IFS-  Marketing Services-Content & Communication Hub-Associate2,PwC,Not Specified,Not Specified,"Line of ServiceInternal Firm ServicesIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelAssociateJob Description & SummaryA career in our Advisory Acceleration Centre is the natural extension of PwC's leading class global delivery capabilities. We provide premium, cost effective, high quality services that support process quality and delivery capability in support for client engagements.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Invite and give in the moment feedback in a constructive manner.Share and collaborate effectively with others.Identify and make suggestions for improvements when problems and/or opportunities arise.Handle, manipulate and analyse data and information responsibly.Follow risk management and compliance procedures.Keep up-to-date with developments in area of specialism.Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.Build and maintain an internal and external network.Seek opportunities to learn about how PwC works as a global network of firms.Uphold the firm's code of ethics and business conduct.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
87,IFS - Marketing Services - Communication & Collaboration - SA - Hyd,PwC,Not Specified,Not Specified,"Line of ServiceInternal Firm ServicesIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelSenior AssociateJob Description & SummaryA career in Sales and Marketing, within Internal Firm Services, will provide you with the opportunity to focus on positioning a distinctive PwC brand in the marketplace and driving long term revenue growth. Our Sales and Marketing Generalist - Practice Support team focuses on designing, developing, and implementing communication programmes and media events to promote and sell PwC's brand and services as well as contribute to and evaluate our pricing strategies in the marketplace.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As a Senior Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Use feedback and reflection to develop self awareness, personal strengths and address development areas.Delegate to others to provide stretch opportunities, coaching them to deliver results.Demonstrate critical thinking and the ability to bring order to unstructured problems.Use a broad range of tools and techniques to extract insights from current industry or sector trends.Review your work and that of others for quality, accuracy and relevance.Know how and when to use tools available for a given situation and can explain the reasons for this choice.Seek and embrace opportunities which give exposure to different situations, environments and perspectives.Use straightforward communication, in a structured way, when influencing and connecting with others.Able to read situations and modify behavior to build quality relationships.Uphold the firm's code of ethics and business conduct.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
88,AMS - SAP Marketing Cloud - Senior Associate 2,PwC,4-5 years,Not Specified,"Line of ServiceAdvisoryIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelSenior AssociateJob Description & SummaryA career in our Advisory Acceleration Centre is the natural extension of PwC's leading class global delivery capabilities. We provide premium, cost effective, high quality services that support process quality and delivery capability in support for client engagements.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Invite and give in the moment feedback in a constructive manner.Share and collaborate effectively with others.Identify and make suggestions for improvements when problems and/or opportunities arise.Handle, manipulate and analyse data and information responsibly.Follow risk management and compliance procedures.Keep up-to-date with developments in area of specialism.Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.Build and maintain an internal and external network.Seek opportunities to learn about how PwC works as a global network of firms.Uphold the firm's code of ethics and business conduct.Job Description: SAP - SAP Marketing CloudRoles/Responsibilities:Understand SMC and its capabilities.Expertise on Complete configuration in Test and Production, with Documentation of Changes.Expertise in configuration for Dynamic customer profiling ( Contact & Customer profiling ).Expertise in Segmentation, Target Groups, Campaign Management and Design Campaign automation, user roles and Security, sentimental analysis.Support Content studio, Landing Pages and Forms in SMC.Expertise in extensibility apps, custom CDS views, custom business objects .Ability to Integrate, design, develop and test custom solutions based on customer requirement in SMC.Ability to design, develop custom reports in SMC .Expertise on Integration of marketing cloud with Cloud for Sales , Service or commerce using CPI.Understand Lead , opportunity and lead nurturing.Expertise in Marketing Permission and subscriptions - Inbound, Outbound, explicit/Implicit.Understand client requirements, provide solutions, functional specifications andconfigure the system accordingly.Ability to create Process Definition Document / Design Document (PDD) and Test Documents for the solutions provided.Ability to understand the Patches and SAP Upgrade for cloud Solutions.Good to have Basic CPI understanding.Good to have Excel VB scripting / MACRO knowledge.In addition to the above the candidate should have been involved in the following during the life cycle of SAP implementation/support:Unit Testing, Cycle TestingIntegration TestingUser Manual PreparationUser Support activitiesExposure to ITIL and other structured support methodologiesRegularly interact with the onsite team/clientProvide status updates in daily/weekly conference callsMaintain cordial relationship with onsite team/clientSkills/Experience Requirements:MUST HAVE:Relevant 4-5 years of working on the SAP Marketing Cloud in SAP implementation and support projects.Hands on experience in configuring / defining the following inSMC - Configuration of SolutionSMC - Integration ConfigurationSMC - Segmentation and Campaign ConfigurationSMC - Dynamic contact creationSMC - Transport of objects from TEST to PRODShould have good written and oral communication skillsMust be a good team playerFamiliarity on the basic business processes with the following Areas:SAP C4CSAP ABAPSAP CPINICE TO HAVESAP Certification on SAP MARKETING CLOUD ModuleIn-depth knowledge in agile project management.Knowledge on SAP C4C/CRM in order to integrate them in SMC.SAP ABAP experience in developing or debugging code.Used CPI for Integration while implementation.Excel VB scripting, Macro etc.Team Leading Experience would be added advantageExposure to ABAP and odata services with little technical knowledgeEducation: BE/MCA/MBAEducation (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
89,Advisory-Brand & Marketing-Research-Senior Associate-Kolkata,PwC,Not Specified,Not Specified,"Line of ServiceAdvisoryIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelSenior AssociateJob Description & SummaryA career in our Advisory Acceleration Centre is the natural extension of PwC's leading class global delivery capabilities. We provide premium, cost effective, high quality services that support process quality and delivery capability in support for client engagements.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be an authentic and inclusive leader, at all grades/levels and in all lines of service. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As a Senior Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Use feedback and reflection to develop self awareness, personal strengths and address development areas.Delegate to others to provide stretch opportunities and coach to help deliver results.Develop new ideas and propose innovative solutions to problems.Use a broad range of tools and techniques to extract insights from from current trends in business area.Review your work and that of others for quality, accuracy and relevance.Share relevant thought leadership.Use straightforward communication, in a structured way, when influencing others.Able to read situations and modify behavior to build quality, diverse relationships.Uphold the firm's code of ethics and business conduct.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Desired Languages (If blank, desired languages not specified)Travel Requirements0%Available for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
90,Marketing Campaign Analytics & Reporting Application Lead,Accenture,8-10 years,Not Specified,job description is not available for this job
91,Assistant Manager - Social Media Research,Genpact,Not Specified,Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.Are you the one we are looking forWe are inviting applications for the role of Assistant Manager - Social Media ResearchResponsibilitiesAnalyze and interpret data using a variety of social media tools, secondary research, digital analytics platforms, and other related tools Convert data into actionable insights Use story boarding techniques to create reports on PowerPoint Create and visualize analysis concepts and models in the reportCome to clear conclusions, implications, and recommendations on the way forwardEnsure accuracy and attention to detail in all phases of the research process Ensure project timelines are met Work with clients to understand their business and research objectives Ensure the client&rsquos research/business questions are answered effectively, and to their satisfactionLead a project team to ensure team members perform to their best potential, and move up the learning curveDrive and support Genpact&rsquos transformation towards more automation, and analytics Internal stakeholder managementMinimum QualificationsGraduate degree (any), followed by MBA Relevant experience in social research methodologies and techniquesExcellent MS Office skills (Advanced Excel, PowerPoint, Word)Excellent business writing and communication skillsAbility to effectively lead, manage, and mentor a project teamKnowledge about social and digital media research & analyticsStrong analytical and critical thinking skillsAbility to generate insights and inferences from facts/dataAbility to analyze, organize and integrate large amounts information into clear concise presentations Preferred qualifications Good to have: Understanding of the technology industry Good to have: Experience working with popular social media monitoring tools or management tools Good to have: Experience in other visualization tools such as power BIGenpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube."
92,Intern Digital Marketing,CarDekho,0-1 years,Not Specified,"Job Description:1)Plan and execute all digital marketing ,including SEO/SEM, marketing database.2)Design, build and maintain social media presence.3)Measure and report performance of all digital marketing campaigns and assess against goals.4)Brainstorm new and creative growth strategies.5)Plan, execute and measure experiments and conversion tests.6)Evaluate emerging technology"
93,Sr Executive-Digital Marketing (Leading Building Materials Co),Vertex Corporate Services India Private Limited,2-4 years,Not Specified,"Position: Sr Executive-Digital Marketing (Leading Building Materials Co) Role: - Working on Digital Marketing by designing and working on company's digital strategy in conjunction with the overall marketing objectives. Working on Digital Brand visibility, Social Media & digital campaigns, Content Development and overall Budgeting. - Working on Campaign Planning & Execution across digital platforms via SEM, Google- Display/Search/ Discovery, Facebook, Instagram, LinkedIn. Programmatic advertising, Affiliate marketing and Email Marketing campaigns to generate sales. - Build the Company Brand on Social Media and through Digital Marketing - Write, edit and publish engaging posts for various social networks, including Linkedin, Facebook, Twitter, Instagram, etc. - Optimize social media posts (language, tone, message) based on target audience's behaviours - Select appealing images and videos to complement text - Update the Company's social media pages with compelling company news and views - Track and report on social media insights (traffic, engagement, shares, conversion rates) - Apply advertising techniques to boost brand awareness, like promotions and competitions - Respond to questions and comments in a timely and accurate manner Requirements: - MBA - 2-4 yrs of experience - Proven work experience in Digital Marketing - Hands-on experience using various social media platforms to advertise - Solid knowledge of SEO, keyword research and analytics tools (e.g. Google Analytics, Canva) - Ability to deliver creative web content (text, image and video) - Excellent communication skills Location: Mumbai This position is for a Client of Vertex Corporate Services which is a Leading Building Materials Company"
94,Acquisition marketing and Merchandising Manager,Citi,Not Specified,Not Specified,"Retail Bank Sales and Distribution Role Outline/Job SummaryRetail Bank Sales and Distribution Role Outline/Job Summary-------------------------------------------------Job Family Group: Consumer Sales-------------------------------------------------Job Family:Field Sales------------------------------------------------------Time Type:Full time------------------------------------------------------Citi is an equal opportunity and affirmative action employer.Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Citigroup Inc. and its subsidiaries (Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review .View the  poster. View the .View the .View the"
95,"Content Sr Marketing Manager, Prime Video",Amazon,5-8 years,Not Specified,"DESCRIPTIONJob summaryAmazon Prime Video's mission is to be the most loved entertainment hub for its customers, changing the way people watch movies and TV shows, offering multiples ways to instantly stream and watch videos. At Amazon Prime Video, our 5-year journey has been about super-serving our diverse audience in India. From Day 1, we have been super-serving with our originals, local originals, and movies across 10 languages and even localized products like Prime Video Mobile Edition, a marketplace model that we have launched with our channel partners which gives more selection to our customers. Prime Video is today watched in 99% of the country's pin codes. We have seen our content travel not just locally but globally with our content being consumed in over 200 countries. If you want to operate at start up speed, solve some of the hardest problems and build a service which customers love, Amazon Prime Video might just be the place for you.We are looking for a forward-thinking, analytically minded marketing leader who is passionate about content to join our team. The role's key responsibilities include:Key job responsibilities. Developing the content marketing prioritization calendar . Defining and monitoring business objectives linked to content marketing - by providing objective, data-driven marketing recommendations based on an in-depth understanding and analysis of content, customer and environmental information.. Being the champion for Content working closely with local content teams, 3rd party productions to develop strong marketing campaigns.. Manage agencies to develop and execute show marketing campaigns, providing creative direction and feedback to teams to ensure alignment with campaign goals and objectives. Collaborate with internal social and media teams to develop and execute marketing campaigns. Leading innovative thinking and scaled activation across content . Advocate for new initiatives or process improvements using customer research, hard data, and marketing & business metrics to derive insights and shape recommendations.. Monitor and report on the effectiveness of marketing campaigns including effective channel and creative strategy.. Content research and show pre-testing and designing a road map for consumer research opportunities. Developing a framework of content-led customer insights from all sources to funnel into the business.. Lead, align and manage a team of Content Marketing managersBASIC QUALIFICATIONSExperience using Microsoft Excel to manipulate and analyze dataExperience building, executing and scaling cross-functional marketing programsExperience using data and metrics to measure impact and determine improvementsExperience presenting metrics and progress to goal with stakeholders5+ years of marketing experience. MBA from Top B-School with at least 8-10 years work experience.. Proven track record in brand/ business planning for large consumer facing business. Additionally, digital business experience or content marketing experience will be an advantage.. Ability to assimilate relevant data sources and hone in on key insights that drive business recommendations.. Academic and practical experience with a wide array of new product, brand, advertising and customer satisfaction research methodologies. Entrepreneurial self-starter skilled at prioritizing and managing multiple project schedules and deadlines that run simultaneously.. Excellent project management skills. Demonstrated success in influencing cross-functional teams, stakeholders and leadership.. Exceptional persuasive written, verbal, and presentation communication and presentation skills with proven ability to build logical story flow.PREFERRED QUALIFICATIONS. Background in the entertainment (Film/TV) industry. Understanding of digital products, business and customer lifecycle dynamics"
96,Senior Analyst-Digital Marketing (Content Management),Accenture,5-8 years,Not Specified,job description is not available for this job
97,Senior Analyst-Digital Marketing (Content Management),Accenture,5-8 years,Not Specified,job description is not available for this job
98,Marketing Campaign Analytics & Reporting Application Developer,Accenture,4-6 years,Not Specified,job description is not available for this job
99,ACN - Applied Intelligence - CS&S - Marketing Analytics - 07,Accenture,8-11 years,Not Specified,job description is not available for this job
100,CN - Strategy - MC - CG&S - Marketing Transformation - 11,Accenture,10-13 years,Not Specified,job description is not available for this job
101,CN - Strategy - MT - CS&S - Digital Marketing - 06,Accenture,8-11 years,Not Specified,job description is not available for this job
102,Marketing Manager,Vivid Visions Trexim Private Limited,10-15 years,600000 - 1000000 INR,"Should have very good communication skills and good expertise in Query Generation through Social Media, Trade Fairs, Road Shows.Prior experience of creating Dealer Network would be helpful. Will have to deal with External vendors and handle internal teams. Preferred Industry Tourism, Hospitality, Corporate Cards, High Value Luxury Goods."
103,Digital Marketing Executive,Pixel2html,2-3 years,200000 - 300000 INR,"Manage the social media accounts of the organization in Facebook, Instagram etcTrack and analyze website traffic flow and provide regular internal reportsEmail marketing campaignsOccasional Blog PostingResponsible for Qualified lead generation through online (Market Research/Email/Networking/Webinars) in the US, UK and Australia marketCandidates should be able to work on different aspects of digital marketing such as Google Adwords, Social media marketing, SEO, Affiliate marketing, YouTube marketing etc.Launch optimized online adverts through Google Adwords, Facebook etc.Good knowledge on digital marketing concepts.Good command over English language and also having the ability to research for information on the internet Article writing, Meta information writing, researching on the internet for data Experience in developing original content for websites.Get new business. (Recruit new advertisers and agency clients)Monitor campaign budget. Measure ROI and KPIs.Working on google analytics for goal set-up, report generation, website study, visitor analysis, social media tracking, AdWords tracking, and various other tools.Track and measure SEO and Google Analytics metrics and Facebook, Instagram and provide reportsMeasure and report performance of all digital marketing campaigns using a variety of Web analytics tools (Google Analytics, WebTrends, SEMrush, MOZ etc.)Managing all social media platforms i.e. Facebook, Instagram, Twitter, LinkedIn, etc.Evaluate competitors digital marketing strategies and create new plans to mitigate the same.Be actively involved in SEO efforts (keyword, image optimization etc.)Conducting regular research to keep abreast of the latest trends/ updates in digital: what is new in google /SEM / LinkedIn/etc.Improve the user experience on the companys website (include design, plugins, new features and usability)."
104,IFS-  Marketing Services-Content & Communication Hub-Associate-Kolkata,PwC,Not Specified,Not Specified,"Line of ServiceInternal Firm ServicesIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelAssociateJob Description & SummaryA career in Sales and Marketing will provide you with the opportunity to focus on positioning a distinctive PwC brand in the marketplace and drive long term revenue growth for the Firm. You'll focus on designing, developing, and implementing communication programmes and media events to promote and sell the PwC's brand and services as well as contribute to and evaluating our pricing strategies in the marketplace. Our Sales and Marketing Generalist - Client Services team focuses on designing, developing, and implementing communication programmes and media events to promote and sell clients brand and services as well as contribute to and evaluate their pricing strategies in the marketplace.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Invite and give in the moment feedback in a constructive manner.Share and collaborate effectively with others.Identify and make suggestions for improvements when problems and/or opportunities arise.Handle, manipulate and analyse data and information responsibly.Follow risk management and compliance procedures.Keep up-to-date with developments in area of specialism.Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.Build and maintain an internal and external network.Seek opportunities to learn about how PwC works as a global network of firms.Uphold the firm's code of ethics and business conduct.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
