SN,Title,Company,Experience,Salary,Description
115,Vice President - Java Fullstack,JP Morgan Chase & Co.,12-15 years,Not Specified,"Commercial Banking serves global clients, including corporations, municipalities, financial institutions, and not-for-profit entities with annual revenues generally ranging in billions of dollars. Our Commercial Bankers serve these clients by operating in 14 of the 15 top U.S. major markets. Our professionals industry knowledge and experience combined with our dedicated service model, comprehensive solutions, and local expertise to make us the #1 commercial bank in our retail branch footprint. CB Platforms & Shared Services Technology supports Commercial Lending activities (Bi-Lateral or Multi-Lateral Loans) for multiple lines of businesses of JP Morgan Chase. Loan IQ is the primary Loan Accounting and Servicing Platform and Aurora is an in-house application supporting loan activities from origination and syndication, loan maintenance to secondary loan trading. This role is for an engineering lead is to work with the CB Platforms & Shared Services Technology team at JPMorgan Chase, Bangalore office. As a member of the CB Platforms & Shared Services Technology team, you will be working on the Aurora application platform, a multi-year strategic investment into workflow processing for 3,000 users. Aurora leverages Agile and fortress architecture principles. This role is for an engineering lead requiring a variety of strengths and capabilities, including:Bachelor's or Master's Degree - preferably in Computer Science Minimum 12+ years of hands-on programming/application development experience with Java eco-system and associated tooling (Core & EE, Spring Boot, Spring MVC, Spring Cloud), 4+ years of experience in UI/UX (React JS, Angular or equivalent), Web Technologies (JavaScript, HTML 5, CSS, JSON, REST, SOAP) Deep experience in application, data and infrastructure architecture disciplines. Knowledge of industry wide technology strategies and best practices in software development and workflow products. Strong experience with resilience and performance testing environment set-up & management. Strong Communication Skills demonstrating the ability to present and explain ideas and concepts. Strong object oriented analysis and design skills (OOAD) SCM / DevOps / CI/CD tools & process (GIT/Bitbucket, Maven, Ant, Jenkins, Sonar), Testing tools & frameworks (Jasmin/Karma, JUnit, Selenium, Cucumber, Mockito), Agile Methodology and Tools (JIRA) Experience with MicroServices & Event Architecture Experience with Integration patterns and messaging technologies (JMS, Mule, Kafka, RabbitMQ) Experience with Cloud Platforms, Container/Orchestration (Docker, Kubernetes, Cloud Foundry) Passionate about testing strategy, problem solving, learning new skills, sharing expertise and knowledge. Experience working in Agile teams, ability to focus and grasp business concepts explained during PBRs. Responsibilities of the role include:Technical responsibility for application architecture and design. Evolve product architecture and how the platform interacts with loans eco-systems.Design and deliver high quality features that complies with standards and satisfies architectural tests.Participate in Architecture & Engineering forums, perform design reviewsTimely project communications - monthly updates, project updates, RCA updates, agile experiments, team metrics etc.Collaborate with the Product Owner, Operations and Technology partners around the worldDesign, analyze, develop, test, debug, and model the system components necessary to produce potentially shippable product iterations with each sprint.Perform pair programming and assist the team in supporting the application in all required environments.Prepare and lead sprint review meetings showcasing completed product backlog items to the product owner and subject matter experts. Proactively look to develop and implement best practices across the entire project team, practicing continuous process improvement.Guide team members toward best solutions for the problem at handListen, interact and train developers to enhance their skill setsDesired Skills:Project management experience including managing teams, influencing decision-making outside of immediate span of control, and accomplishing key objectives and resultsExperience working in a financial services environment with good working knowledge of associated accounting principlesPrevious experience with wholesale loans business"
116,Vice President - Java Fullstack,JP Morgan Chase & Co.,12-15 years,Not Specified,"Commercial Banking serves global clients, including corporations, municipalities, financial institutions, and not-for-profit entities with annual revenues generally ranging in billions of dollars. Our Commercial Bankers serve these clients by operating in 14 of the 15 top U.S. major markets. Our professionals industry knowledge and experience combined with our dedicated service model, comprehensive solutions, and local expertise to make us the #1 commercial bank in our retail branch footprint. CB Platforms & Shared Services Technology supports Commercial Lending activities (Bi-Lateral or Multi-Lateral Loans) for multiple lines of businesses of JP Morgan Chase. Loan IQ is the primary Loan Accounting and Servicing Platform and Aurora is an in-house application supporting loan activities from origination and syndication, loan maintenance to secondary loan trading. This role is for an engineering lead is to work with the CB Platforms & Shared Services Technology team at JPMorgan Chase, Bangalore office. As a member of the CB Platforms & Shared Services Technology team, you will be working on the Aurora application platform, a multi-year strategic investment into workflow processing for 3,000 users. Aurora leverages Agile and fortress architecture principles. This role is for an engineering lead requiring a variety of strengths and capabilities, including:Bachelor's or Master's Degree - preferably in Computer Science Minimum 12+ years of hands-on programming/application development experience with Java eco-system and associated tooling (Core & EE, Spring Boot, Spring MVC, Spring Cloud), 4+ years of experience in UI/UX (React JS, Angular or equivalent), Web Technologies (JavaScript, HTML 5, CSS, JSON, REST, SOAP) Deep experience in application, data and infrastructure architecture disciplines. Knowledge of industry wide technology strategies and best practices in software development and workflow products. Strong experience with resilience and performance testing environment set-up & management. Strong Communication Skills demonstrating the ability to present and explain ideas and concepts. Strong object oriented analysis and design skills (OOAD) SCM / DevOps / CI/CD tools & process (GIT/Bitbucket, Maven, Ant, Jenkins, Sonar), Testing tools & frameworks (Jasmin/Karma, JUnit, Selenium, Cucumber, Mockito), Agile Methodology and Tools (JIRA) Experience with MicroServices & Event Architecture Experience with Integration patterns and messaging technologies (JMS, Mule, Kafka, RabbitMQ) Experience with Cloud Platforms, Container/Orchestration (Docker, Kubernetes, Cloud Foundry) Passionate about testing strategy, problem solving, learning new skills, sharing expertise and knowledge. Experience working in Agile teams, ability to focus and grasp business concepts explained during PBRs. Responsibilities of the role include:Technical responsibility for application architecture and design. Evolve product architecture and how the platform interacts with loans eco-systems.Design and deliver high quality features that complies with standards and satisfies architectural tests.Participate in Architecture & Engineering forums, perform design reviewsTimely project communications - monthly updates, project updates, RCA updates, agile experiments, team metrics etc.Collaborate with the Product Owner, Operations and Technology partners around the worldDesign, analyze, develop, test, debug, and model the system components necessary to produce potentially shippable product iterations with each sprint.Perform pair programming and assist the team in supporting the application in all required environments.Prepare and lead sprint review meetings showcasing completed product backlog items to the product owner and subject matter experts. Proactively look to develop and implement best practices across the entire project team, practicing continuous process improvement.Guide team members toward best solutions for the problem at handListen, interact and train developers to enhance their skill setsDesired Skills:Project management experience including managing teams, influencing decision-making outside of immediate span of control, and accomplishing key objectives and resultsExperience working in a financial services environment with good working knowledge of associated accounting principlesPrevious experience with wholesale loans business"
117,Communications and Marketing Graphic Designer,Standard Chartered,Not Specified,Not Specified,"About Standard CharteredWe're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we doNever settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so wellBe better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long termIn line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locationsTime-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimumFlexible working options based around home and office locations, with flexible working patternsProactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills,global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkitsA continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learningBeing part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.Role ResponsibilitiesTranslate complex technical language into plain English and visualisation that a general audience can understand.Promote and advertise our products and services through digital media and various internal communications channels.Creating and managing all marketing materials and collateral in line with brand direction.Design print materials, including posters, brochures, flyers, infographics, newsletters, clothing, for events both internal and external.Interview people and transcribe the interviews for the purpose of sharing on our platforms.Work with events team to plan communication and print material requirements.Track effectiveness for marketing campaigns and gather feedback to further enhance the communications strategy.Join social media groups and professional platforms to learn and gain insights on industry-related topics.Participate in events to take photos and write up an editorial-style report from the event.Engage senior management to assist with presentation slide designs.Work with UI/UX teams to share graphics and visual assets.Regulatory & Business ConductDisplay exemplary conduct and live by the Group&rsquos Values and Code of Conduct.Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct.Effectively and collaboratively identify, escalate, mitigate and resolve risk, conduct and compliance matters.Our Ideal Candidate3+ years of experience designing and writing content and print materials for technology companies.Hands-on graphic design, presentation and writing software, including Adobe CC, Microsoft apps, Content Management Tools.Exceptional English verbal & written communication skills.Strong consumer and product awareness.Have a high level of attention to detail including proven ability to manage multiple, competing priorities simultaneously.You have excellent interpersonal skills and are adept at building relationships with different stakeholders.Basic understanding of technology terminology, to be able to engage technology experts and get what they are talking about.Able to use camera and shoot video with editing skills.Visit our careers website"
118,Java UI/UX Developer_II,Deutsche Bank,8-11 years,Not Specified,"Position OverviewTITLE: Senior Software Engineer - Java UI/UX Developer_IIDivision: Corporate Bank Technology About Deutsche Corporate Bank Technology Our Corporate Bank Technology team is a global team of 3000 Engineers (and growing!) across 30 countries. The primary businesses that we support within Corporate Bank are Cash Management, Securities Services, Trade Finance and Trust & Agency Services. CB Technology support these businesses through CIO aligned teams and also by horizontals such as Client Connectivity, Surveillance and Regulatory, Infrastructure, Architecture, Production, and Risk & Control.Corporate Banking is a technology centric business, with an increasing move to real-time processing, an increasing appetite from customers for integrated systems and access to supporting data.We are looking for entrepreneurial and self-driven engineers, who believe in joining hands with global teams and define the future of banking.Your Role - What You'll DoThe Lead Software Development Engineer will help direct and participate in the day-to-day operations of a team of software developers. The incumbent will lead by example to ensure business and product objectives are met will providing administrative, technical and people leadership for multiple, diverse and sometimes geographically distributed teams. The Lead Software Development Engineer is expected to develop code to meet business and technical requirements as well as providing coaching and guidance to the team to enable future success.Responsibilities:Participate & provide technical leadership to global spread team(s)Collaborating with engineering and development teams to evaluate and identify optimal cloud solutions.Participate and contribute to code review, design sessions with other team membersContinually help to improve the performance of the team regarding SDLC, QA, CICD and post release activities.Act as an expert on the platform in various capacities, strategy meetings, and product development opportunitiesEducating teams on the implementation of new cloud technologies and initiatives.Designing, developing and deploying modular cloud-based systems.Developing and maintaining cloud solutions in accordance with best practices.Ensuring efficient functioning of data storage and processing functions in accordance with company security policies and best practices in cloud security.Identifying, analyzing, and resolving infrastructure vulnerabilities and application deployment issues.Experience/Skills You'll Need:8+ years of software development hands-on experienceWorking experience in REST Standards, JavaScript Frameworks, React JS, Node.js, HTML5/CSS, JQuery, ES6 Standards.Strong knowledge of Core Java, Spring-boot, Oracle/Mysql and/or Postgresql, Data processing, UI/UX , reactive forms and best practices.Provide solutions in Full Stack Development throughout the software lifecycle including design, implementation and delivery.Troubleshooting and analytical skills.Good Knowledge of Microservices Architecture, Kubernetes, Docker, Cloud Native application, Grafana, Open-API, Rest Services & Google/ any other Cloud PlatformWorking knowledge of GIT, Jenkins, CICD, Gradle, DevOps and SRE techniquesDeutsche Bank Values & Diversity: Deutsche Bank is an Equal Opportunity Employer - Veterans/Disabled and other protected categories. Click these links to view the EEO is the Law poster and pay transparency statement. Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
119,Senior Java Developer,Luxoft India Llp,7-10 years,Not Specified,"Responsibilities:  Developing new technology applications in partnership with Business and Operations stakeholders to transform the Corporate Bank - Securities Services business.  Working with amazing people in a cross disciplined team, collaborating daily with our business users, Functional Analysts, SRE, UX Designers & UI Developers.  Embracing automated unit/integration testing as a standard development practice.  Promoting a DevOps/SRE culture and modern toolchains to support continuous delivery.  Build distributed, highly available and fault tolerant application using Java, Spring and other technologies  Build large scale and highly available API's - both internal and external  Build, deploy, release, and support application on early stages Mandatory Skills Description: Core Java 6.5 + years  Springboot framework 5+ years  Knowledge of various design and architectural patterns  Search engine technologies and tooling (Elasticsearch & Kibana)  Strong Understanding of micro services architecture  Familiar with supporting an application in production, with a modern mind-set on the best practices  Containerization solutions (e.g. Docker, Kubernetes, OpenShift)  Write JUnit test cases  Building tools (e.g. Maven, Gradle)  Version Control (e.g. Git)  Continuous Integration systems (e.g. TeamCity, Jenkins)  Be well verse with concepts of references, class instances, methods, objects, constructors, mutable/immutable class concepts, functional interface, arraylist, linked list, hashmap, difference between recoverable and non-recoverable exceptions, Inversion Control, design a datastructure that supports Insert, Delete, Search in constant time complexity, etc.Nice-to-Have Skills:  Banking experience in security and transactions is preferred.  Good to have experience in API development in conjunction with internal and external solution providers  Knowledge on exposing APIs to external providers and work with firewalls  Cloud background is preferred  Ability to write automated test cases."
120,Job Opportunity for React.JS Developer_ Monster.com,Monster India,3-8 years,Not Specified,"JOB DESCRIPTION  React.JS Developer About Monster India Monster.com is a leading online employment solution helping people find the right jobs and employers the right talent. With a technology-first approach, Monster has continuously fostered a culture of innovation to create an experience through world-class talent management, career management, and recruitment solutions to help job seekers and employers Find Better. Monster was quick to adapt to the new normal and assist job seekers with the best opportunities and employers with the best talent. Monster has its presence in India, the Middle East, and Southeast Asia.  In 2018, Quess Corp acquired Monster.com's businesses in APAC & ME regions and is the leading talent-tech platform in India (with operations in Noida, Bengaluru, Hyderabad, Mumbai, Gurugram) , Singapore, MALAYSIA, Philippines, Hong Kong, UAE and serving in 15 other countries. Monster India is the nerve center for Monster APAC and Middle East operations.  With 65 million registered users, over 80 million resumes and with 800,000 monthly new registrations, the company is amongst the market leaders in the online recruitment space across each of its operating geographies. In last six months, the number of people who actively engaged on the platform has grown by 3x and there are about half a million jobs on the platform. About the role: Job Title: React.JS Developer Description: This is a truly exciting time to join the team at Monster. Monster is building on its leadership position, is investing in game-changing innovation and creating a world-class organization. Looking for enthusiastic React.JS Developer who can perform Development for different products and projects of Monsterindia.com portal. Candidate should preferably be BE/Btech/MCA background. You will get an opportunity to perform different type of Development on some new projects as well as existing systems. Monster India provides a fast-paced and challenging work environment. Responsibilities  A minimum of 3 years of experience is required   Experience in developing and Integrating REST APIs  Work on a team with clients, product owners, UI/UX, development, and test team members  Flexibility to adapt to changing instructions and requirements   Ability to manage multiple projects and meet deadlines   Willingness to troubleshoot and solve complex problems  Requirements  In-depth knowledge of JavaScript, CSS, HTML, and front-end languages.  Strong knowledge of REACT tools including React.js, Webpack, Enzyme, Redux, and Flux.  Experience with Responsive design.   Knowledge of performance testing frameworks including Mocha and Jest.   Experience with browser-based debugging and performance testing software.  Great to have   Knowledge of ES6 / ES7   Understanding of cross-platform application architectures.   Understanding of JSON, REST services, Web API   An understanding of when and how to optimise web applications. Monster's strategy o	Our Product & Tech team is relentlessly working on building a full-stack product for talent management. o	Aggregation and automation are the two focus pillars around which entire product is being built.  o	The job seekers are not just limited to finding better jobs, but we are also enabling them by providing access to upskilling opportunities, specific interviews preparation, and mentorship from peer groups."
121,Internal Firm Services- Digital Transformation- Technical Manager- Bangalore,PwC,10-12 years,Not Specified,"Line of ServiceInternal Firm ServicesIndustry/SectorNot ApplicableSpecialismIFS - Internal Firm Services - OtherManagement LevelManagerJob Description & SummaryA career within Application and Emerging Technology services, will provide you with a unique opportunity to help our clients identify and prioritise emerging technologies that can help solve their business problems. We help clients design approaches to integrate new technologies, skills, and processes so they can get the most out of their technology investment and drive business results and innovation.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As a Manager, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Develop new skills outside of comfort zone.Act to resolve issues which prevent the team working effectively.Coach others, recognise their strengths, and encourage them to take ownership of their personal development.Analyse complex ideas or proposals and build a range of meaningful recommendations.Use multiple sources of information including broader stakeholder views to develop solutions and recommendations.Address sub-standard work or work that does not meet firm's/client's expectations.Use data and insights to inform conclusions and support decision-making.Develop a point of view on key global trends, and how they impact clients.Manage a variety of viewpoints to build consensus and create positive outcomes for all parties.Simplify complex messages, highlighting and summarising key points.Uphold the firm's code of ethics and business conduct.Job SpecificationJob titleTechnical ManagerLine of ServiceBusiness ServicesIndustry (if applicable)Service Sector, KPOTypeFixed Term ContractPermanent FTETemp - FTESecondmentPermanent - Part-timeTemp - Part-timeAbout the JobIntroduction to PwC Service Delivery CenterPricewaterhouseCoopers Service Delivery Centre (Kolkata) Private Limited is a joint venture in India among members of the PricewaterhouseCoopers network that will leverage the scale and capabilities of the network. It is a member firm of Pricewaterhouse Coopers International Limited and has its registered office in Kolkata, IndiaThe candidate will be responsible for designing solutions for automating business process. The profile will also include creating customized solutions based on new-age technology platforms.Role Description - Design, build and configure applications to meet business process and application requirements.Reporting toSenior ManagerJob SummaryWe are looking for a highly skilled, professional technical manager to join our team. In this position, the person will oversee all technical matters and manage a pool of developers. Also, will be responsible for the technical and personal development of the team.The role requires interactions with clients, the development team, and various stakeholders within the company to ensure the delivery of all projects in an efficient and timely manner.Job Description Duties and ResponsibilitiesConduct interviews, hire and train new developersProvide technical guidance to the development teamOversee the unit/system testing resultsWork closely with the team during all phases of the development lifecycleReview all work produced by the development teamEnsure code produced meets company standardsMonitor the progress of projectsExcellent understanding of IPA concepts. Hands on in setting up orchestrator will be a plusGood working knowledge on Power Platform.Hands-on experience in creating technical requirement documentGood knowledge in any database domainGood understanding of UI/UXBeing proactive and engaged in bringing new ideas and solutions to our clientsHands on experience as a full stack developer (Microsoft stack preferred)Hands on experience on Azure Devops will be a plusRequirementsLevel of experienceEducation/qualificationsTechnical capabilityKey personal attributeBachelor's degree or equivalent experience in Computer Science, Computer Engineering or related field10-12 years of relevant experience out of which Minimum of 2 years experience in team and people managementShould be capable of managing a team of 5-10 members and guide them through the development lifecycleAbility to work in a high-pressure, deadline-driven environmentExcellent problem solving and communication skills.Should be a team player and be able to lead by exampleMust have working experience in Development and Maintenance projectsEducation (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
122,Product Manager,Monster.com India Pvt Ltd,2-7 years,Not Specified,"This is truly an exciting time to join Monsterindia.com as we're scaling up our Product team and looking for an innovative, enthusiastic Product Manager, who passionate about Technology, Innovation, loves to take on new challenges and want to be a part of world's leading online job portal and fast Innovating product-based tech company. Job Purpose:Responsible for defining the why, when, and what of the product that the engineering team builds. This means they lead cross-functional teams from a product's conception all the way through to its launch. The Associate Product Manager/ Product Manager is responsible for Executing a product vision and strategy Desired candidate profile 	Experience in product management and development as an associate product manager or product manager in new age product/tech b2c or b2b SaaS based product, preferably from an Internet/E-commerce industry or Product based companies. 	Experience & comfort in Wireframing, Roadmapping, User Story Writing, Multiple Stakeholder management 	You have experience in writing quality User stories and other tools as required to deliver on the responsibilities of the position. 	You have execution-mindset with ability to get hands-on (writing basic SQL queries, presentations / demos, configurations). 	You have prior experience in working closely and cross-functionally with a number of diverse teams including Technology, Dev, Operations, Customer Support, Analytics, Content, Design and other critical decisioning teams. 	You have worked across teams (UX, UI, Technology, Marketing, Sales and Operations) for product design and placement. 	You have Experience in taking quick decisions basis data & analytical inputs. 	You keep a keen eye on best practices from the domain in solving user behavior patterns & solving oriented problem. 	You are able to write great specs with minimal edits & take feedback from multiple perspectives but apply logic & fair hypothesis, data to take independent decisions. 	You have sharp eye for detail and highly developed organizational skills, including the ability to lead teams. 	Education: B.E./B.Tech./MBA (Preferred from tier-1 colleges and institutes) What will you deliver 	Drive strategic innovation to generate new product ideas. 	Gather insights from across teams within the Org and conduct external research and usability studies to understand how customers are interacting with the product and develop enhancements based on the results/analysis. 	Continuously improve existing products and features to drive higher conversion or engagement. Internalize and deeply understand Monsterindia's mission and strategies, as well as the mission and objectives of your specific team. 	Manage all aspects of the product lifecycle, including problem definition, product strategy/roadmap, customer & driver needs, and requirement/use case definition."
123,Web Module Lead,Mphasis Limited,5-8 years,Not Specified,"Job descriptionJob Description Who are we looking for Developer with 5+ years of experience in User Interface development for one of our biggest client in Insurance domain. The Individual should be passionate about technology, experienced in developing and managing cutting edge technology applications. Technical Skills: . 5 -7 years of IT experience. Architects and develops extensible and scalable web-based applications on the Adobe Experience Management (AEM / CQ) platform . Hands-on experience on Angular 2+ and SPA framework . Work experience on HTML 5, CSS, Bootstrap, AJAX, JavaScript, JQuery, CSS LESS framework . Experience in Responsive design, Browser compatibility, Troubleshooting UI issues on Mobile and desktop platform. . Knowledge in W3C Compliance for HTML/ CSS and ADA accessibility standards . Designing, developing, debugging and maintaining user interface for websites based on functional requirements and scope of work . Considers and researches emerging technologies to improve current applications, architectures and processes . Defines best practices to manage accessibility, performance and scalability of the application . Work experience with Angular JS and CMS tools (AEM 6.5) would be added advantage Process Skills: . Experience working in an Agile / Scrum environment preferred Behavioral Skills : . Self-driven, Disciplined, Organized, Result Oriented, Focused & Passionate about work. . Excellent written and verbal communication skills . Resolve technical issues of projects and Explore alternate solution . Participates as a team member and fosters teamwork by inter-group coordination within the modules of the project. . Effectively collaborates and communicates with the stakeholders and ensure client satisfaction . Passionate about learning new technologies and provide innovative idea Certification: . SkillsPRIMARY COMPETENCY : UX & UI Development PRIMARY SKILL : Angular 4+ PRIMARY SKILL PERCENTAGE : 100"
124,Software Development Engineer,Amazon,2-5 years,Not Specified,"Job Description :Job summaryThe Amazon Devices team develops the newest components into the operating systems, cloud services and mobile applications that power Amazon devices. We're focused on building the next generation of the Mobile App for iOS and Android and are looking for talented mobile app developers. You will have an enormous opportunity to impact the customer experience, design, architecture, and implementation of a cutting edge mobile product used every day, by people you know. We are looking for passionate, hard working software engineers who have experience building innovative, mobile applications that customers love.Devices OS OrgWe are an inventive research and development arm of Amazon that designs and engineers high-profile consumer electronics. Staring with Lab126 in 2004 as a subsidiary of Amazon.com, Inc. creating the best-selling Kindle family of products we have since produced groundbreaking devices like Fire Tablets, Fire TV, Amazon Echo, and more. What will you help us createWork hard. Have fun. Make history.We are seeking an experienced software development engineer to be part of a team working on a confidential new product. The ideal candidate is an innovative self-starter who is looking for an opportunity to be both an individual contributor and technical lead. You will be working across multiple organizations and services within Amazon to deliver the unique experience that we are creating.To be successful you need to be flexible and entrepreneurial, comfortable operating with ambiguity and willing to develop quick proof of concepts. You are a passionate owner about customer and societal impact. You will drive the technology forward and operate at all levels, diving deep into the details and provide key input into the product.Software Engineers at Amazon do so much more than just software development. We'll be looking at you to help:Choose the technologies to leverage.Decide what features to build.Drive software engineering best practice.Test and document the software you develop.Key job responsibilitiesMobile application software development, design and prototyping.Contribute best-in-class programming skills to develop highly innovative, consumer-facing mobile apps.Writing clean, maintainable code and performing peer code-reviews.Work with other team members to investigate design approaches, prototype new technology and evaluate technical feasibilityWork in an Agile/Scrum environment to deliver high quality software against aggressive schedulesEstablish architectural principles, select design patterns and then mentor team members on their appropriate applicationWork closely with product and design teams to customize the Alexa experience on mobile devicesImplement custom native user interfaces using the latest iOS/Android programming techniquesAnalyze and optimize UI and back-end application code for efficiency and performanceAbout the teamWe are an inventive research and development arm of Amazon that designs and engineers high-profile consumer electronics. Staring with Lab126 in 2004 as a subsidiary of Amazon.com, Inc. creating the best-selling Kindle family of products we have since produced groundbreaking devices like Fire Tablets, Fire TV, Amazon Echo, and more. What will you help us createBasic Qualifications :2+ years of non-internship professional software development experience1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.Programming experience with at least one software programming language..Professional experience developing multi-threaded mobile applications (Android/iOS), and delivering mobile apps to production..Programming experience with at least one modern language such as Java, Kotlin, Swift, Objective-C, C++ or C#..Solid coding practices including peer code reviews, unit testing, and a preference for agile development.Excellent troubleshooting and debugging skillsPreferred Qualifications :.Experience in utilizing mobile design patterns, building mobile frameworks/SDKs, building custom UX components and optimizing mobile applications for performance.Proficient in a broad range of software design approaches and common patterns..Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, source control management, build processes, testing, and operations.Working knowledge of software development methodologies like Agile, Scrum, Kanban, or equivalent.Experience in one or more front-end frameworks such as React Native, Redux, Xamarin or Angular.Ability to rapidly prototype and adjust in response to customer feedback.Demonstrated leadership abilities in an engineering environment in driving operational excellence and best practices."
125,Front,Amazon,2-5 years,Not Specified,"Job Description :Job summaryWe are Shipping Services team in Amazon's eCommerce Foundation Group. We are responsible to determine valid ship options to be presented to the end user when he makes a buying decision. We project the logistics capabilities of Amazon in terms of ship-ability, shipping charges and transit time. We act at all stages of Amazon's shopping experience like search, product details, seller offers and checkout. After an order is placed our sister team in Transport org acts to deliver the order as per the promise provided to the user during the checkout.A Front-End Engineer in Shipping Services will own a suite of user interface that are used by internal Amazon customers for making shipping configurations. We use a hierarchical data model to present our configurations in the form of a tree structure. We help to visualize how change will work if applied on production.We wish to evolve our UIs into a platform where all UIs of our org will be hosted under common UI, rendering specific applications under it. The UI platform developers would own the common look and feel, authorization, development libraries for faster development, coding standards and reviews.We are using cutting edge UI technologies such as Redux and React and invite our developers to experiment furtherKey job responsibilities. Owning a problem solution end to end where Front End UI development is a major portion of code, but not limited to that. Having end to end development experience, to be able to guide back-end development or delegate. Encouraging component based UI development for re-use across multiple UIs. Developing UI as framework so that multiple UI application can be hosted under same hosting UI App. Interface with business users to develop systems for better usability.Basic Qualifications :. 2+ years of professional non-internship experience with front end, web or mobile software development using JavaScript, HTML and CSS. Experience in front-end technologies such as HTML, CSS, Java Script, NodeJS, React, Redux. Experience in one or more relevant front-end. frameworks such as React, JQuery, Angular JS. Ability to rapidly prototype and adjust in response to customer feedback. Solid coding practices including peer code reviews, unit testing, and a preference for agile development.Preferred Qualifications :. 5+ years of professional front end development.. Experience building scalable, distributed, front-end experiences. Experience building reusable UX components or libraries. Ability to decompose a problem into clear software and UX design actions.. Proficient in a broad range of software design approaches and common UX patterns. Knows when (and when not) to use front-end software design pattern. Understands how to optimize the delivery of code and assets to a browser or device"
126,UI/UX Designer,IDFC FIRST Bank,10-13 years,Not Specified,"Job DescriptionJob Title - UI/UX Expert Place of work -Mumbai Business Unit - Digital Journeys Function - COO Job Purpose :Assist with technology design to make products easier for people to use. Determine user preferences and assess the process that users follow to access product functions develop and test new design models, and incorporate findings in to improved product design. Roles & Responsibilities: User experience design Design disruptive and intuitive User Interface (mainly on web and mobile, Flat Design, 3D Design/VR, and video), navigation tools, customer journeys and design client wireframes,Create unique and culturally-relevant solutions to engage users with valuable experiencesTranslate strategic design into controls, mechanisms and processes that users require to meet goals (into an elegant and user friendly experience)Strategy and research Contribute to deep trend analysis and research of interesting exemplars in the marketplaceIdentify insights from customer research and market analysisCollaborative design and developmentUsing divergent design thinking techniques for the conceptual development of products, services and physical connected form-factorsConverge innovative ideas to a set of digital and tangible products, services and/or physical connected form-factors in partnership with solution architects, product owners and engineeringCommunicate design ideas using techniques, including product concepts, service models, customer journeys, industrial designs, system maps and/or info graphicsIteratively design, test and refine intuitive and elegant products and servicesManagerial & Leadership Responsibilities: Educational Qualifications: Graduate - Any Post Graduate - Any/ Design School Experience: 10 years+"
