SN,Title,Company,Experience,Salary,Description
85,Java Developer,Larsen & Toubro Infotech Limited,4-7 years,Not Specified,"Strong Experience in Java8  Rich Expertise in Java frameworks like Spring MVC, Springboot, Multithreading, Hibernate, RestAPI and Microservices  Exposure to CI & CD tools  Experience in working with global teams in Agile/Scrum me  Drive key strategic ideas regarding page performance.   Implement and guide Front-End architectural patterns across teams.  Strategically plan refactoring and upgrade paths for existing codebase.  Good Communication"
86,JAVA BACKEND DEVELOPER,Zain Management Solution,5-10 years,1000000 - 2000000 INR,"Should have strong debugging and communication skillShould participate in design discussions and provide application designs, architecture, timeline estimationsProblem-solving mind and attitudeAbility to interface well with externally facing departments and directly with customersEffective communication skills  written, spoken, listening and presentationGreat Team player and experience working with global teams and global organizationsGenuine interest in learning and knowledge sharingPrimary Skills:Knowledge of Spring Boot, MicroservicesProficiency with Spring Framework Innovate new approaches algorithms, libraries, tools, platforms, for relevant development areasStrong programming skills in Core JAVA / J2EE expert levelGood at data structures, algorithms, problem-solving and design patternsKnowledge of Web Services, Spring, ORM Frameworks, Spring Boot, Spring Cloud Gateway, OAuth2.0, Spring Security, JWT, Eureka, Hystrix, Apache CassandraShould be well familiar with SQL/NO-SQL databaseKnowledge of Spring Batch, Kubernetes, Docker is a plus point"
87,JAVA Angular developer,Firstwave Technologies Private Limited,2-5 years,Not Specified,"1. Designing and developing user interfaces using angularJS best practices. 2. Adapting interface for modern internet applications using the latest front-end technologies. 3. Writing JavaScript, CSS, and HTML. 4. Developing product analysis tasks. 5. Making complex technical and design decisions for AngularJS projects. 6. Developing application codes and unit tests in AngularJS, Java Technologies, and Rest Web Services. 7. Conducting performance tests. 8. Consulting with the design team. 9. Ensuring high performance of applications and providing support.Candidates based in Mumbai should try attending interview F2F, and rest of the parts of states will have video call interview. And this is a complete work from office opportunity so candidates should be willing to relocate as applicable."
88,Java Full Stack Developer,Avantha Technologies Limited,3-5 years,Not Specified,"Roles and ResponsibilitiesRole: The job duties of a full stack Java developer are to create both front-end components, such as user interfaces and back-end components, such as application code and databases. ResponsibilitiesWork with development teams and product managers to ideate software solutionsDesign client-side and server-side architectureBuild the front-end of applications through appealing visual designDevelop and manage well-functioning databases and applicationsWrite effective APIsTest software to ensure responsiveness and efficiencyTroubleshoot, debug and upgrade softwareCreate security and data protection settingsBuild features and applications with a mobile responsive designWrite technical documentationWork with data scientists and analysts to improve softwareDesired Candidate ProfilePerks and Benefits"
89,Technical Lead-Java,Standard Chartered,Not Specified,Not Specified,"About Standard CharteredWe're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we doNever settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so wellBe better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long termIn line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locationsTime-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimumFlexible working options based around home and office locations, with flexible working patternsProactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills,global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkitsA continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learningBeing part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.Role ResponsibilitiesStrategyAwareness and understanding of the Group&rsquos business strategy and model appropriate to the role.BusinessAwareness and understanding of the wider business, economic and market environment in which the Group operates.ProcessesResponsible for executing and supervising the Design & Development Process.People and TalentLead through example and build the appropriate culture and values. Set appropriate tone and expectations from their team and work in collaboration with risk and control partners.Regulatory & Business ConductDisplay exemplary conduct and live by the Group&rsquos Values and Code of Conduct.Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct.Lead to achieve the outcomes set out in the Bank&rsquos Conduct Principles: [Fair Outcomes for Clients Effective Financial Markets Financial Crime Compliance The Right Environment].Effectively and collaboratively identify, escalate, mitigate and resolve risk, conduct and compliance matters.Exercise authorities delegated by the Board of Directors and act in accordance with Articles of Association.Our Ideal CandidateBachelor&rsquos degree / Master&rsquos degree in Information Technology, Computer Science or equivalent work experience, or combination.Experience in implementing scalable web applications using technologies (Spring Boot, Java8).As Tech Lead need to work in understanding functional requirements and design the functionality using use-case and sequence diagrams.Contribute to product design and establishment of requirements.Work closely with project manager during all phases of development lifecycle.Review unit test code with 100% code coverage.Ensure code developed meets project standards.Document use cases and Provide production support.Participate in POC and mentoring junior associates.Visit our careers website"
90,Technical Lead-Java,Standard Chartered,Not Specified,Not Specified,"About Standard CharteredWe're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we doNever settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so wellBe better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long termIn line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locationsTime-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimumFlexible working options based around home and office locations, with flexible working patternsProactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills,global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkitsA continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learningBeing part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.Role ResponsibilitiesStrategyAwareness and understanding of the Group&rsquos business strategy and model appropriate to the role.BusinessAwareness and understanding of the wider business, economic and market environment in which the Group operates.ProcessesResponsible for executing and supervising the Design & Development Process.People and TalentLead through example and build the appropriate culture and values. Set appropriate tone and expectations from their team and work in collaboration with risk and control partners.Regulatory & Business ConductDisplay exemplary conduct and live by the Group&rsquos Values and Code of Conduct.Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct.Lead to achieve the outcomes set out in the Bank&rsquos Conduct Principles: [Fair Outcomes for Clients Effective Financial Markets Financial Crime Compliance The Right Environment].Effectively and collaboratively identify, escalate, mitigate and resolve risk, conduct and compliance matters.Exercise authorities delegated by the Board of Directors and act in accordance with Articles of Association.Our Ideal CandidateBachelor&rsquos degree / Master&rsquos degree in Information Technology, Computer Science or equivalent work experience, or combination.Experience in implementing scalable web applications using technologies (Spring Boot, Java8).As Tech Lead need to work in understanding functional requirements and design the functionality using use-case and sequence diagrams.Contribute to product design and establishment of requirements.Work closely with project manager during all phases of development lifecycle.Review unit test code with 100% code coverage.Ensure code developed meets project standards.Document use cases and Provide production support.Participate in POC and mentoring junior associates.Visit our careers website"
91,Java Enterprise Edition Security Architect,Accenture,8-10 years,Not Specified,job description is not available for this job
92,Java Enterprise Edition Technology Educator,Accenture,6-8 years,Not Specified,job description is not available for this job
93,Software Engineer Senior-Java,FIS Global Business Solutions India Private Limited,8-11 years,Not Specified,"Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : Bachelor of Computer EngineeringAre you curious, motivated, and forward-thinking At FIS youu2019ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.About the team:FIS is searching for talented software engineers for a variety of roles within our Modern Banking Platform Technology Development division. You can look forward to an exciting and dynamic career working on a variety of technologies and expect to master multiple programming languages and technology platforms. FIS is committed to continuous modernization of our platforms as we create the innovative financial solutions that improve the way the world banks, pays and investsWhat you will be doing: Analyzes, designs, programs, debugs and modifies software enhancements and/or new products used in local, networked or Internet-related computer programs. (Code must be used in core version of applications available for sale commercially.) 8+ Years of Experience in Java & JEE technology, must have hands-on experience in Spring Boot, Spring Batch framework , REST, SOAP, SQL. Participates in software design meetings and analyzes user needs to determine technical requirements. Write technical specifications based on conceptual design and stated business requirements. Writes code, completes programming and performs testing and debugging of applications using current programming languages and technologies. Completes documentation and procedures for installation and maintenance. Trains and communicates with internal Client Training, Client Relationship and Sales teams on systems application.What you bring:Knowledge of FIS products and services in-depth knowledge of products and services in assigned line(s) of business Knowledge of financial services industry Knowledge of end-to-end systems development life cycles, e.g., waterfall, iterative and other modern approaches to software development Knowledge of standards relevant to the software industry , e.g., ISO, CMM, Six Sigma Knowledge of banking practices, regulations and operations within assigned line(s) of business In-depth understanding of design patterns and their application Fluency in developing and understanding sequence diagrams, class models, etc. Proficiency in solutions design and requirements definition disciplines leveraging model driven design based tools and techniques including conceptual solution component models, business process models, use cases, etc.Education Requirements: Bacheloru2019s degree or the equivalent combination of education, training, or work experience.What we offer you:A multifaceted job with a high degree of responsibility and a broad spectrum of opportunitiesA broad range of professional education and personal development possibilities u2013 FIS is your final career step!A competitive salary and benefitsA variety of career development tools, resources and opportunitiesPrivacy StatementFIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the .Sourcing ModelRecruitment at FIS works primarily on a direct sourcing model a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.#pridepass"
94,Java Lead With CoreBanking,FIS Global Business Solutions India Private Limited,8-11 years,Not Specified,"Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : Bachelor of Computer EngineeringAre you curious, motivated, and forward-thinking At FIS youu2019ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.About the team:FIS is searching for talented software engineers for a variety of roles within our Modern Banking Platform Technology Development division. You can look forward to an exciting and dynamic career working on a variety of technologies and expect to master multiple programming languages and technology platforms. FIS is committed to continuous modernization of our platforms as we create the innovative financial solutions that improve the way the world banks, pays and investsWhat you will be doing: Analyzes, designs, programs, debugs and modifies software enhancements and/or new products used in local, networked or Internet-related computer programs. (Code must be used in core version of applications available for sale commercially.) 8+ Years of Experience in Java & JEE technology, must have hands-on experience in Spring Boot, Spring Batch framework , REST, SOAP, SQL. Participates in software design meetings and analyzes user needs to determine technical requirements. Write technical specifications based on conceptual design and stated business requirements. Writes code, completes programming and performs testing and debugging of applications using current programming languages and technologies. Completes documentation and procedures for installation and maintenance. Trains and communicates with internal Client Training, Client Relationship and Sales teams on systems application.What you bring:Knowledge of FIS products and services in-depth knowledge of products and services in assigned line(s) of business Knowledge of financial services industry Knowledge of end-to-end systems development life cycles, e.g., waterfall, iterative and other modern approaches to software development Knowledge of standards relevant to the software industry , e.g., ISO, CMM, Six Sigma Knowledge of banking practices, regulations and operations within assigned line(s) of business In-depth understanding of design patterns and their application Fluency in developing and understanding sequence diagrams, class models, etc. Proficiency in solutions design and requirements definition disciplines leveraging model driven design based tools and techniques including conceptual solution component models, business process models, use cases, etc.Education Requirements: Bacheloru2019s degree or the equivalent combination of education, training, or work experience.What we offer you:A multifaceted job with a high degree of responsibility and a broad spectrum of opportunitiesA broad range of professional education and personal development possibilities u2013 FIS is your final career step!A competitive salary and benefitsA variety of career development tools, resources and opportunitiesPrivacy StatementFIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the .Sourcing ModelRecruitment at FIS works primarily on a direct sourcing model a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.#pridepass"
95,Java Enterprise Edition Application Lead,Accenture,15-18 years,Not Specified,job description is not available for this job
96,Java Enterprise Edition Application Developer,Accenture,12-15 years,Not Specified,job description is not available for this job
97,Java Standard Edition Technology Educator,Accenture,4-6 years,Not Specified,job description is not available for this job
98,Java Enterprise Edition Application Developer,Accenture,3-4 years,Not Specified,job description is not available for this job
99,Java Dev Lead,Citi,10-13 years,Not Specified,"Job Purpose: Senior tech specialist with overall 10+ years of experience with strong analytical and technical ability in Java/J2EE .Experience on rolling out and must have supported at least two or more Java implementation end to end.Ability to work independently, good communication skills, has experience in working on complex and medium to large projects.Person should have worked in Agile/DevOps Environment.Knowledge/Experience:Should have strong insight on OOPS concept and good hands on experienceonJava (version 1.8 or above) and other java based frameworks like Spring Batch, Spring IOC, Spring Annotation, Spring Security.Should have hands on experience on messaging platform like Kafka.Employ standards, frameworks and patterns while designing and developing components.Implement and maintain a suite of Workflow driven, Java application with RESTful services.Develop high quality code employing software engineering and testing best practices.Developing software that processes, persists and distributes data via relational and non-relational technologiesHands on coding, authoring unit tests/Junit, performance tests and maintaining high code quality.Needs to be able to react and provide quick turnaround to business requirements and management requestsWell versed in Agile Development Life Cycle and capable to lead a team for 4-5 developers.Partner with database developers to implement ingestion, orchestration, quality/reconciliation and distribution servicesAbility to work independently, good communication skills, has experience in working on complex and medium to large projects.Qualifications:Bachelor's degree (in science, computers, information technology or engineering)Candidate should be willing to work late in the evening India time on need basis in order to interact with US onshore team and to meet urgent requests by Clients.-------------------------------------------------Job Family Group: Technology-------------------------------------------------Job Family:Applications Development------------------------------------------------------Time Type:Full time------------------------------------------------------Citi is an equal opportunity and affirmative action employer.Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Citigroup Inc. and its subsidiaries (Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review .View the  poster. View the .View the .View the"
100,Java Standard Edition Technology Educator,Accenture,4-6 years,Not Specified,job description is not available for this job
101,Java Enterprise Edition Application Developer,Accenture,3-4 years,Not Specified,job description is not available for this job
102,Senior Java Full Stack Developer,TATA Consultancy Services Ltd.,3-8 years,Not Specified,job description is not available for this job
103,Digital Solutions -  Java Application Developer,TELUS International Philippines Inc,9-12 years,Not Specified,"Description and RequirementsMust have at least 9+ years of experience in JavaStrong knowledge on Java 1.8 features.Strong hands on experience in Spring, Spring boot services implementation and Micro services architecture.Strong knowledge to implement junit test cases using test frameworks like mockitoStrong knowledge of CI/CD mechanism (Jenkins, Gitlab)Strong knowledge of version control systems (GIT, SVN etc), build tools (gradle and maven).Strong knowledge and experience with the development of Web Services using REST/SOAP/WSDL/XML/SOA.Experience of working with Agile methodologies.Experience on Jquery, JavaScript React, React Redux.Experience on HTML, CSS or Bootstrap CSS.Exposure on configuring swagger frameworkExposure on api gateways like zuul.Exposure on Test driven development.Exposure to any log monitoring or health monitoring tools like Kibana, DynaTrace.Hands-on experience of using Intellij/STS.Additional Job Description Must possess good verbal written communication skills.Ability to work in a team and handle pressure and demands."
104,Java Program Manager,Intellexe Management Consultants,14-24 years,2000000 - 4000000 INR,"Please Note: Pls reply all your e.mails only to e.mail id - [Confidential Information]HI, How are you, Thanks for been associated with us. Currently we have an urgent requirements with our client based in Bangalore Java Program ManagerLocation-Mumbai14 - 25 years12-20 years of relevant experience in Banking domain (Digital Internet Banking)Partner with the other application development teams to front to back solutions that benefit the businessDigital Banking exposure is must.Having an oversight responsibility for the related J2EE / Microservices Technologies teams in Onsite-Offshore model12+ years of technical leadership experience in J2EE, Microservice, Containerization, Spring, Oracle etc. technology, preferably in Banking DomainExtensive experience with application development using the J2EE technology stack for a service oriented architecture and deep understanding of data models with a view on application of these technologiesMust be skilled at Project Risk Management (Identification, Tracking, prevention / handling)Must haveShould have strong Java Application Design and development skills.Should have worked in Retail/ Corporate Banking, preferably in Digital Banking and Internet Banking domainsShould have strong SDLC process knowledge.Exceptional Communication & Reporting skills.Outstanding leadership skills and the ability to delegate responsibilities effectively.Minimum 1-2 years as Program ManagerMust have 10 years of Java Development experienceMicroservices, Springboot, spring MVC, Webservices, PL SQL (Latest Experience/projects)Digital Banking exposure is mandatory (Banking domain experience only)Must have technical experience including people managementWe need the following details from your end with your updated resume to our e.mail id only. [Confidential Information] Total Experience - Relevant Experience - Current Salary- Expected Salary, - Joining time : Date of Birth (Mandatory) - Ready to relocate to Bangalore Current Company and Location Best regards, Jaipal Intellexe Management Consultants 18 Arunodaya 05th Cross Girinagar 01st Phase Bangalore - 560 085. INDIA Mobile : 09886549718 e.mail : [Confidential Information] Website : intellexe.in Please visit us on Google map link- https://goo.gl/maps/YabHhTcGWsj"
105,Java and Springboot,Skanda IT Consulting Private Limited,1-6 years,Not Specified,Looking for few Java developers for one of our client Experience: 2 to 15 years Notice Period : Immediate-15 days Job Description: Must have strong experience in Java and spring boot Please share your updated profile to [Confidential Information].
106,Software Engineer Senior-Java,FIS Global Business Solutions India Private Limited,8-11 years,Not Specified,"Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : Bachelor of Computer EngineeringAre you curious, motivated, and forward-thinking At FIS youu2019ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.About the team:FIS is searching for talented software engineers for a variety of roles within our Modern Banking Platform Technology Development division. You can look forward to an exciting and dynamic career working on a variety of technologies and expect to master multiple programming languages and technology platforms. FIS is committed to continuous modernization of our platforms as we create the innovative financial solutions that improve the way the world banks, pays and investsWhat you will be doing: Analyzes, designs, programs, debugs and modifies software enhancements and/or new products used in local, networked or Internet-related computer programs. (Code must be used in core version of applications available for sale commercially.) 8+ Years of Experience in Java & JEE technology, must have hands-on experience in Spring Boot, Spring Batch framework , REST, SOAP, SQL. Participates in software design meetings and analyzes user needs to determine technical requirements. Write technical specifications based on conceptual design and stated business requirements. Writes code, completes programming and performs testing and debugging of applications using current programming languages and technologies. Completes documentation and procedures for installation and maintenance. Trains and communicates with internal Client Training, Client Relationship and Sales teams on systems application.What you bring:Knowledge of FIS products and services in-depth knowledge of products and services in assigned line(s) of business Knowledge of financial services industry Knowledge of end-to-end systems development life cycles, e.g., waterfall, iterative and other modern approaches to software development Knowledge of standards relevant to the software industry , e.g., ISO, CMM, Six Sigma Knowledge of banking practices, regulations and operations within assigned line(s) of business In-depth understanding of design patterns and their application Fluency in developing and understanding sequence diagrams, class models, etc. Proficiency in solutions design and requirements definition disciplines leveraging model driven design based tools and techniques including conceptual solution component models, business process models, use cases, etc.Education Requirements: Bacheloru2019s degree or the equivalent combination of education, training, or work experience.What we offer you:A multifaceted job with a high degree of responsibility and a broad spectrum of opportunitiesA broad range of professional education and personal development possibilities u2013 FIS is your final career step!A competitive salary and benefitsA variety of career development tools, resources and opportunitiesPrivacy StatementFIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the .Sourcing ModelRecruitment at FIS works primarily on a direct sourcing model a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.#pridepass"
107,Java Lead With CoreBanking,FIS Global Business Solutions India Private Limited,8-11 years,Not Specified,"Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : Bachelor of Computer EngineeringAre you curious, motivated, and forward-thinking At FIS youu2019ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.About the team:FIS is searching for talented software engineers for a variety of roles within our Modern Banking Platform Technology Development division. You can look forward to an exciting and dynamic career working on a variety of technologies and expect to master multiple programming languages and technology platforms. FIS is committed to continuous modernization of our platforms as we create the innovative financial solutions that improve the way the world banks, pays and investsWhat you will be doing: Analyzes, designs, programs, debugs and modifies software enhancements and/or new products used in local, networked or Internet-related computer programs. (Code must be used in core version of applications available for sale commercially.) 8+ Years of Experience in Java & JEE technology, must have hands-on experience in Spring Boot, Spring Batch framework , REST, SOAP, SQL. Participates in software design meetings and analyzes user needs to determine technical requirements. Write technical specifications based on conceptual design and stated business requirements. Writes code, completes programming and performs testing and debugging of applications using current programming languages and technologies. Completes documentation and procedures for installation and maintenance. Trains and communicates with internal Client Training, Client Relationship and Sales teams on systems application.What you bring:Knowledge of FIS products and services in-depth knowledge of products and services in assigned line(s) of business Knowledge of financial services industry Knowledge of end-to-end systems development life cycles, e.g., waterfall, iterative and other modern approaches to software development Knowledge of standards relevant to the software industry , e.g., ISO, CMM, Six Sigma Knowledge of banking practices, regulations and operations within assigned line(s) of business In-depth understanding of design patterns and their application Fluency in developing and understanding sequence diagrams, class models, etc. Proficiency in solutions design and requirements definition disciplines leveraging model driven design based tools and techniques including conceptual solution component models, business process models, use cases, etc.Education Requirements: Bacheloru2019s degree or the equivalent combination of education, training, or work experience.What we offer you:A multifaceted job with a high degree of responsibility and a broad spectrum of opportunitiesA broad range of professional education and personal development possibilities u2013 FIS is your final career step!A competitive salary and benefitsA variety of career development tools, resources and opportunitiesPrivacy StatementFIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the .Sourcing ModelRecruitment at FIS works primarily on a direct sourcing model a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.#pridepass"
108,Principal Engineer - Java cloud services,Harman Connected Services Corporation India Private Limited,5-8 years,Not Specified,job description is not available for this job
109,Technical Lead-Java,Standard Chartered,Not Specified,Not Specified,"About Standard CharteredWe're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we doNever settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so wellBe better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long termIn line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locationsTime-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimumFlexible working options based around home and office locations, with flexible working patternsProactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills,global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkitsA continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learningBeing part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.Role ResponsibilitiesStrategyAwareness and understanding of the Group&rsquos business strategy and model appropriate to the role.BusinessAwareness and understanding of the wider business, economic and market environment in which the Group operates.ProcessesResponsible for executing and supervising the Design & Development Process.People and TalentLead through example and build the appropriate culture and values. Set appropriate tone and expectations from their team and work in collaboration with risk and control partners.Regulatory & Business ConductDisplay exemplary conduct and live by the Group&rsquos Values and Code of Conduct.Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct.Lead to achieve the outcomes set out in the Bank&rsquos Conduct Principles: [Fair Outcomes for Clients Effective Financial Markets Financial Crime Compliance The Right Environment].Effectively and collaboratively identify, escalate, mitigate and resolve risk, conduct and compliance matters.Exercise authorities delegated by the Board of Directors and act in accordance with Articles of Association.Our Ideal CandidateBachelor&rsquos degree / Master&rsquos degree in Information Technology, Computer Science or equivalent work experience, or combination.Experience in implementing scalable web applications using technologies (Spring Boot, Java8).As Tech Lead need to work in understanding functional requirements and design the functionality using use-case and sequence diagrams.Contribute to product design and establishment of requirements.Work closely with project manager during all phases of development lifecycle.Review unit test code with 100% code coverage.Ensure code developed meets project standards.Document use cases and Provide production support.Participate in POC and mentoring junior associates.Visit our careers website"
