SN,Title,Company,Experience,Salary,Description
81,Head of Business Management,Standard Chartered,Not Specified,Not Specified,"The Role ResponsibilitiesJob SummaryKey purpose of the role is to effectively support the GBS Technology head to deliver the tech centre objectives, and to execute the strategies and priorities of TTO at the Group and location levels.ResponsibilitiesBusiness & Diary Management Ensure Tech Centre Head is prepared for all engagements (for e.g., co-ordinate briefing notes, gather and share information as relevant).Manage the Tech Centre Head&rsquos time to ensure time is spent on biggest priorities/people/issues.Attend, record and follow up on actions from the MT meetings. Ensure relevant follow up and actions are completed.Draft speeches and speaking notes where needed, for external and internal speaking engagementsSupport Tech Centre Head in managing the central budgetStrategic Initiatives & Planning Support and lead strategic initiatives to deliver Tech Centre objectives including the development and production of strategic plans conducting management reviews, performance updates and associated research, analysis, and presentation.Engage with internal and external stakeholders where appropriate to ensure all change initiatives managed by the Tech Centre Head are progressing as requiredWork as part of the management team to lead the development of strategy and implement key strategic initiatives to achieve objectivesManage the implementation of strategic prioritiesIssue ManagementAssist and lead on various ad hoc issues/initiatives as they arise. These could include factors impacting employee experience, hiring, retention and other location/central level topics.Representing Tech Centre Head on special projects/steering committees, as needed. Employee Engagement & Culture Drive retention and increase engagement within the Tech Centres across all locations through understanding key concerns and frustrations, developing appropriate action plans with the leadership team.Distil Group and Location level messaging, reinforce from a Tech Centre perspective with strategic and streamlined communication to the teams.Be a trusted conduit for the team to raise concerns, share ideas and drive discussions in a constructive, challenging and positive way with the leadership team.Display exemplary conduct and live by the Group&rsquos Values and Code of Conduct.ConsigliereProvide advice, challenge, feedback to Tech Centre Head and MT as necessary.Effectively and collaboratively support the Tech Centre Head and MT to address & identify, escalate, mitigate and resolve risk, conduct and compliance matters.People and Talent Responsible for recruiting and managing staff in direct team.Provide effective leadership to promote high quality client experiences and business performance.For the BMO teamDrive synergies and efficiencies by providing standardised and consistency of approach their individual roles and tasks and reducing duplicationEnsure that relevant individual skills across the pool are deployed to mutual advantage of allUse BMO pool as a forum for ideation and continuous improvementDrive an environment of collaboration.Be a role model of the Group&rsquos values and cultureRegulatory & Business ConductDisplay exemplary conduct and live by the . Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct.Effectively and collaboratively identify, escalate, mitigate and resolve risk, conduct and compliance matters.Key stakeholdersHead of GBS T&I, GBS T&I MT, TTO CIOsOur Ideal CandidateExtensive and varied experience with an understanding of the organisation and the business.Track record in senior level contribution to business planning, strategy and delivery with accountability for results.Strong commercial awareness including an in-depth understanding of the linkages between employee experience, and business unit performance.People leadership experience, with proven ability to lead, coach and motivate a team. Track record in being able to engage and sell ideas to draw out the best performance in teams.Highly developed and proven communication skills oral, written and presentation.Excellent numeracy/financial literacy skills with the ability to synthesise and declutter data and issuesExcellent interpersonal skills/EQ including the ability to quickly build and achieve constructive working relationships at a senior level. Ability to create alignment and a common understanding.Ability to understand the complex stakeholder landscape of the Business, and with advanced stakeholder management techniques to simplify and drive consistent and clear messages.Exceptional relationship management skills, able to influence, negotiate and constructively challenge individuals at a variety of levels.Extensive experience driving and managing change in a complex environment. Experience of running multiple projects concurrently to time.Continuous need to be flexible, adaptable and able to multi-task.Trustworthy and absolute discretion required at all times.Self-assured and confident but humility and an ability to take a step back when required.High levels of energy and drive, positivity and willingness to work hard.Good judgement and the courage to exercise that judgement. Independent thinker and able to &lsquojoin the dots&rsquo.Proven risk management capabilities.Consistent high performer and excellent role model of the valued behavioursAbout Standard CharteredWe're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we doNever settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so wellBe better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long termIn line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locationsTime-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimumFlexible working options based around home and office locations, with flexible working patternsProactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills,global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkitsA continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learningBeing part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.Visit our careers website"
82,MIGRATION COUNSELOR,Connecting Work HR Solutions Private Limited,1-2 years,Not Specified,"Overseas Student counseling. Assisting students from start to end of the entire admission process. Person should have minimum 1 year experience in Student Counselor Person should have excellent communication skills and should be fluent in English and Malayalam Self-motivated, flexible and dedicated candidate would be our first preference. The Candidate should have deep knowledge of Student Counseling Candidate should have pleasing personality and should be confident enough to handle work pressure Feeding students with the best of knowledge and information regarding Universities. Interview and Preparing students to ensure that he/she is eligible to apply for application Responsible for all applications and operations. Coordination with clients and associates To maintain working relationship with all clients & colleagues To send University Shortlisting to the students Coordination with Universities for offer letters and COE. Must be a team player"
83,English Professor Required In Canada | Singapore,Cloud Visa Immigration LLP,3-10 years,5000000 - 7000000 INR,"Call & WhatsApp to Ms.Sneha (HR)-9311529770 Teach courses commensurate to established syllabi. Advise and register assigned students as role of English professor. Participate in retention, placement and cooperative educational activities of students. Prepare and maintain current course syllabi, course outlines and classroom expectations for each course taught. Examine and recommend adequate instructional materials for courses taught. Involve in departmental budget and objectives development. Provide assistance in communication between College and community. Participate in formulation, interpretation and application of division policies and procedures. Participate in course schedules development and coordination. Provide assistance in English student recruitment. Update and maintain accurate academic records. Involve in assigned college committees and professional development activities."
84,FEMALE INTERN-CHENNAI CENTRAL,Muthoot finance,0-1 years,Not Specified,Job Description :Hi we have opening for female- Intern- chennai central.Required skills:Education: gradudateExperience: 1 to 5 yrsGood communication skills required.
85,MAYILADUTHURAI CAMPUS INTERVIEW,Muthoot finance,0-5 years,Not Specified,Job Description :Designation - Junior Relationship ExecutiveEducation qualification - Any DegreeSalary - 10k to 15kCandidate who are intrested in Sales can Apply for this jobAge - Below 30
86,THIRUVARUR CAMPUS INTERVIEW,Muthoot finance,0-10 years,Not Specified,Job Description :Designation - Junior Relationship ExecutiveEducation - Any DegreeSalary - 14k to 15kCandidate who intrested in Sales can apply for this jobAge - Below 30
87,AWS DEVELOPER,TATA Consultancy Services Ltd.,4-9 years,Not Specified,job description is not available for this job
88,Secondary School Teacher Required In Canada | Singapore,Adal Immigrations LLP,2-10 years,5000000 - 7000000 INR,"Call & WhatsApp to Ms.Akansha +91-9311380077 Plan lessons in specific subjects and present them to students using creative teaching techniques in engaging ways daily.Assess the weaknesses, strengths and abilities of every student each week and address them appropriately.Maintain obvious rules for a disciplined classroom that still allows students to feel comfortable asking questions and brainstorming.Adapt lesson plans when class s change or students are struggling with a particularly difficult concept.Report to department chair or administrator monthly regarding concepts you feel are or are not working, students who require special attention or problems you foresee affecting the ability of students to learn.Understand the standardized state tests and adequately prepare students to pass them, building confidence in their ability to demonstrate what they have learned during the school year.Contact parents when necessary, communicating any special needs or concerns you feel their child needs or complimenting a student on a good job in class."
89,Curriculum Developer,Lincoln Education Private Limited,1-3 years,Not Specified,The candidate must have a Master's degreeWell knowledge of MS officeGood knowledge of academic writingThe candidate must be a quick learner
90,English Professor Required In Canada | Singapore,Cloud Visa Immigration LLP,3-12 years,5000000 - 7000000 INR,"Call & WhatsApp to Ms.Sneha (HR)-9311529770 Teach courses commensurate to established syllabi. Advise and register assigned students as role of English professor. Participate in retention, placement and cooperative educational activities of students. Prepare and maintain current course syllabi, course outlines and classroom expectations for each course taught. Examine and recommend adequate instructional materials for courses taught. Involve in departmental budget and objectives development. Provide assistance in communication between College and community. Participate in formulation, interpretation and application of division policies and procedures. Participate in course schedules development and coordination. Provide assistance in English student recruitment. Update and maintain accurate academic records. Involve in assigned college committees and professional development activities."
91,"Live Lecture Specialist, Amazon Academy",Amazon,5-8 years,Not Specified,"Job Description :Job summaryAmazon is a pioneering, dynamic, and energetic company that thrives on unique and peculiar ways. We take pride in our single-minded obsession over customer satisfaction and our ability to maintain a curious and vibrant culture no matter how large the company grows. We endeavor to build our legacy as Earth's most customer-centric company and to continue to cultivate and nourish our innovative environment through our mission to hire the best.As a specialist for Live Lecture, you will be responsible for playing a critical role in defining the live lecture requirements, execution and final delivery. You will define the SOP's and processes for the teachers, vendors and internal team to create live lecture relevant for IIT-JEE/NEET/CBSE. We want someone who cares deeply about improving student engagement. You will have the opportunity to make a tangible impact on our customers lives by improving student learning.You are the ideal candidate if:You have a rich portfolio of devising academic strategies that successfully drives engagement and improving student learning across JEE/NEET/CBSE content including but not limited to strategy of live lecture/Teacher success metrics/Teacher Training/Student outcome etc.You've shown you can leverage insights from market research and VOC to guide student improvement strategyYou can define, create and manage processes/SOP's including development of a framework for creating engaging and visually appealing live lectures.You bring an entrepreneurial spirit and are known as a Inventor and deployer - a leader who can establish process and structure from scratchYou are able to present to and influence stakeholders and are capable of writing and owning live lecture aspects in a document.Creative problem-solver with a growth mindset you actively and intuitively find ways to simplify process and improve performanceEstablish goals, plans, and metrics to track progress and achieve program objectives.Basic Qualifications :5+ years of experience working on live lecture strategy with an Ed-Tech organization.5+ years of teaching for JEE/NEET/Senior grades across Science related subjectsExcellent communication, writing and influencing skills, and be both academic and creativePreferred Qualifications :3+ years experience of teaching aspirants of JEE and NEET"
92,Science Teacher,Hillside Ventures Private Limited,0-1 years,Not Specified,"Roles & Responsibility Should be able to handle Cambridge curriculum. Create lesson plans, activities and assessment according to the grade levels. Should have ability to teach Children by connecting concepts with real life situations. Able to handle Children with utmost care. Drawing up suitable assessments and delivering helpful feedbacks to children Interested to work in a student centric environment by providing opportunities for students to think and implement their ideas. Desired Candidates Candidates having experience in IB / Cambridge curriculum will be given preference. Must posses good confidence level and interpersonal skills. Good Communication skills. Candidates ready to join immediately will be given preference. Educational Qualification UG Degree: Science Degree in Physics / Chemistry / Biology/ Any Life Science related. PG Degree: Science Degree in Physics / Chemistry / Biology/ Any Life Science related."
93,Assistant Professor - Computer Science,IQGRADS PRIVATE LIMITED,2-7 years,300000 - 420000 INR,"Job Purpose: To work alongside the academic team and be responsible for delivering lectures to the UG / PG students and offering academic support to students as and when required. Ensure all processes and procedures are adhered to and that student satisfaction and engagement levels are maintained for all the courses offered in the UG/PG/Diploma/ Short courses online and offline. Main Duties and Responsibilities: Academic Tasks:  Prepare lesson plan documents and presentations for each session as per the standard.  Delivering course material, curricula, and syllabi in innovative and engaging ways  Preparing and issuing Assignment briefs to the students as per the standard and within the timeline.  Monitoring student works and giving them timely feedback and recording it.  Evaluating student works as per the standard and publishing the grades on time.  Conducting research, publishing papers, and attending conferences.  Attending academic events and networking with other researchers and field experts.  Supervising, advising, and mentoring students.  Participating in day-to-day departmental meetings.  Carry out any other tasks assigned to you by the Academic Head. Competencies required  Excellent communication, written, verbal, IT and interpersonal skills.  A good working knowledge of the specifications that comprise the area of expertise for the role.  Should be able to handle the programming subjects.  The ability to meet deadlines.  Develop and monitor clear action plans.  Ability to work effectively as part of a team."
94,WANTED - PROBATIONARY OFFICER - ERODE,Muthoot finance,0-5 years,Not Specified,"Job Description :Wanted - Probationary OfficerExp - 0 - 1 yearsEducation - MBA/ MCOM (60 & 65 respectively)Location - Erode, Namakkal,Karur,Gobichettipalayam,Tiruchengode,Perundurai,P Velur."
95,JRE - THANJAVUR,Muthoot finance,0-5 years,Not Specified,Job Description :Designation : JREEducation: any degreeSalary: 14 - 15kCandidates who interested in Sales can apply for jobAge: under 30
96,Marine Engineer,Beck And Call Services,1-6 years,Not Specified,Candidate should be a marine engineer (Chief Engineer or Second Engineer). Experience in training will be preffered. Sailing Experience on ME engine will be an asset. He should have liking for a teaching job. Interaciton with the candidate is important.
97,Manager,Virtusa Software Services Private Limited,Not Specified,Not Specified,"Manager - (CREQ111356)DescriptionTeaching teams on Agile practices that enable them in achieving short cycle time and improve product quality. Mentor teams on Agile techniques like estimation, planning, story mapping. Setting up governing policies to support Agile-based approaches.Resolve delivery impediments.Facilitating multi-team events like Big Room Planning, Retrospectives.Facilitating change in new ways of working.Access and measure the maturity of an Agile team regularly.Coach and mentor scrum masters and product Owners.Develop self-organizing teams of Agile teams.Improve the predictability of solution delivery.Engaging stakeholders in achieving business value.Define the measurement system by way of identifying relevant metrics.Evaluating and Advising Agile Frameworks."
98,Java Trainer,Fazo Software,4-5 years,Not Specified,"Excellent communication, Presentation and interactive skills.  	Ability to explain the concepts with Real-Time Scenarios in order to meet the IT industry expectations. 	Understanding and assessing individual (or) group training requirements.  	Up to date knowledge of IT skills and software packages.  	Designing the Course modules appropriate to the skills needed. 	Helping IT Professionals in updating their skills with latest technologies. 	Evaluating each and every Individual progress and outcomes. 	Preparing the teaching aids. 	We are looking for working professionals	Candidates must have 4+ years experience in IT field  	We are looking for part time trainers Regards,      HR - Tamil Selvi          6374808456 ( whats app )"
99,Microsoft Modern Data Platform Application Developer,Accenture,4-6 years,Not Specified,job description is not available for this job
100,THANJAVUR BHARATH COLLEGE CAMPUS INTERVIEW,Muthoot finance,0-5 years,Not Specified,Job Description :Designation - Junior Relationship EmployeeEducation - Any DegreeSalary - 10k to 15kCandidate who intrested in sales can apply for this jobAge - Below 30
101,"teacher(chemistry,maths,physics,biology)",Freelancer Mr Gupta Nitil Ramesh,2-6 years,220000 - 660000 INR,"Teacher Job DescriptionWe are on the hunt for a self-motivated and experienced teacher to join our qualified team of educators. As a teacher, you will be responsible for cultivating the students interest in education and development. Your responsibilities will include grading assignments, evaluating students progress, and planning educational activities. You should be a competent professional with in-depth knowledge of teaching best practices and legal educational processes. In addition to having excellent written and verbal communication skills, our ideal candidate will also demonstrate outstanding presentation and interpersonal abilities.Teacher Responsibilities: Developing and issuing educational content including notes, tests, and assignments. Supervising classes to ensure all students are learning in a safe and productive environment. Organizing supplies and resources for lectures and presentations. Delivering personalized instruction to each student by encouraging interactive learning. Planning and implementing educational activities and events. Ensuring your classroom is clean and orderly. Preparing and distributing periodic progress reports and semester report cards. Attending parent-teacher meetings. Evaluating and documenting students progress. Allocating and grading homework, assignments, and tests."
102,Arabic language,Tata Group,Not Specified,Not Specified,"Skill- Arabic languageGrade-2/3 Location- NagpurJob Description: Should know to read and write Arabic and English. Proficiency: Medium. Should have P2P exposure in Indexing, invoice processing, query resolution and payments. Key Accountabilities: Drive performance management Accurately read and comprehendthe invoices received from vendors and complete the indexing as defined by theprocess SOP Accurately read and comprehend the invoices received from vendorsand validate invoice as defined by the process SOP Analyze the vendor paymentcycle from time to time Manage vendor queries on open invoices Payment proposalreviews, payment execution process Support decision making process atoperational level with the area managers and department heads Reporting:internal & external, KPIs/Scorecard, benchmarking/ variance"
103,Digital Marketing Trainer,Flair Deck Consulting Private Limited,1-5 years,180000 - 400000 INR,"Roles and Responsibilities Provide in-class and online training on digital marketing concepts. Explain each topic live and execute practical in real time. Help student to perform practical and gain knowledge of digital marketing tools. Resolve all the doubts with proper real life examples. continuously monitor student progress and analyze their skills. Create/update course materials as per latest industry requirements. Conduct Demo session for enrolling new students. Take classes in multiple batches. Provide practice with live project training and case studies. Maintain complete record of classroom and create new resources. Proactive in campus and engage with campus placement team. Knowledge of digital marketing tools and analysis of website. Desired Candidate Profile Candidate must have 2-5 year of experience in digital marketing domain. They should have good command in English and good communication skills. Should have hands-on building digital marketing strategy. Effective communicator and professionalism. Well Versed knowledge of following: Market Research.WordPress.Email Marketing.Copywriting.SEO (Search Engine Optimisation).YouTube Marketing. Drive traffic & sales with simple how to videosSocial Media Marketing (Instagram, Facebook, Twitter, Pinterest & Quora)Linkedin Marketing.App Marketing.Google Adwords.Facebook Ads.Google Analytics.and all digital marketing topics"
104,Content Writer,Cygnus Staffing Solutions,3-8 years,Not Specified,"Client of Cygnus Staffing Solutions, a leading Australian Education & Immigration Company, looking for Content WriterResponsibilities:Candidates should have experience of Academic writing, Content Correction / Editing and should work on Academic Projects, Tools, and Dissertations based on a specific criterion of academic field  of foreign universities. A proper understanding of tasks and deliver the solution according to the requirement without copy right issues  --Must comply with deadlines of every individual academic task.Skills : -- Deliver the work within the given deadlines -- Should be able to comply with deadlines of assigned projects -- The candidate must be adaptable and flexible in writing on given topics and avid learner.Qualifications: Any Graduate / Post GraduateExperience : 3 to 8 yrs.Good Comm & Presentation Skills.Salary : NegotiableJob Location : Hitech City, Phase 2, Madhapur, Hyderabad.Contact Immediately: Cygnus Staffing Solutions email: cygnusresumes(AT)gmail.com (AT) = @ Phone : 9848912988 www.cygnusstaffingsolutions.com"
105,School Teacher Required In Canada | Singapore,Adal Immigrations LLP,2-7 years,5000000 - 7000000 INR,"Call & WhatsApp to Ms.Akansha-+91-9311380077Plan lessons in specific subjects and present them to students using creative teaching techniques in engaging ways daily. Assess the weaknesses, strengths and abilities of every student each week and address them appropriately. Maintain obvious rules for a disciplined classroom that still allows students to feel comfortable asking questions and brainstorming. Adapt lesson plans when class s change or students are struggling with a particularly difficult concept. Report to department chair or administrator monthly regarding concepts you feel are or are not working, students who require special attention or problems you foresee affecting the ability of students to learn. Understand the standardized state tests and adequately prepare students to pass them, building confidence in their ability to demonstrate what they have learned during the school year. Contact parents when necessary, communicating any special needs or concerns you feel their child needs or complimenting a student on a good job in class."
