SN,Title,Company,Experience,Salary,Description
85,"Cloud Networking Specialist, Google Cloud",Google Inc,6-9 years,Not Specified,"Minimum qualifications: Bachelor's degree in Computer Science, Mathematics, a related technical field, or equivalent practical experience.6 years of experience with data center networking and cloud networking technologies.Experience managing internal or client-facing projects to completion, and troubleshooting technical issues.Ability to travel as required (up to 30% of the time).Preferred qualifications:Experience with one or more third-party networking products.Experience in scalable networking design including high availability, redundancy, failover, and load balancing.Experience troubleshooting network protocols such as TCP/IP, HTTP/S, and BGP.Understanding of hybrid cloud and/or network security.About the job The Google Cloud Platform team helps customers transform and evolve their business through the use of Google's global network, web-scale data centers, and software infrastructure. As part of an entrepreneurial team in this rapidly growing business, you will help shape the future of businesses of all s using technology to connect with customers, employees, and partners.Google Cloud accelerates organizations ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google's cutting-edge technology - all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems. Responsibilities Build Google Cloud network infrastructure for customers. Guide customers on how to configure and deploy their Virtual Private Cloud (VPC) architecture, hybrid cloud connectivity, load balancing, network security, and more. Consult with customers on how to best design, deploy, and optimize their cloud network for high availability, reliability, performance, and scalability in different parts of the world. Work directly with Google Cloud's strategic partners to design and perfect operation solutions, while supporting customer's migration to Google Cloud and helping them to expand their cloud footprint. Collaborate with Product Management and Product Engineering teams to drive excellence in Google Cloud products and features."
86,Database Engineer,Amazon,3-6 years,Not Specified,"Job Description :Job summaryAmazon.com was recently voted #5 most admired company in the US, #1 most innovative, and # 1 in Customer Service. Amazon's technology business has a history and tradition of leading the world in Web-related technologies and services.Amazon.com's AFT Team is currently looking for a Database Administrator position for its Hyderabad office to design, develop and manage the persistence solutions that serve and support AFT needs. Database administrator will be part of the worldwide operations and responsible for designing, managing and maintaining highly complex, confidential, mission critical and high availability databases in a dynamic and fast paced environment. This job involves design reviews for new/existing development transportation technologies applications, identify and architect right RDBMS database solutions like PostgreSQL, MySQL, Big Data or No SQL based cloud computing and storage technologies, executing projects to deliver high quality deliverables on time, defining development processes for continuous improvement, driving the technology direction and leading the database engineering team effectively.Basic Qualifications :. Bachelors in Computer Science or Engineering, or equivalent experience.. Minimum of 3+ years of experience as a DBA, Database Engineer, or similar role is required.. Broad and deep knowledge of PostgreSQL or MySQL relational database.. Experience with non-relational database technologies as well.. Excellent problem-solving skills.. Familiarity with Amazon Web Services such as RDS, Redshift, DynamoDB, IAM, EC2, S3, CLI, SDK or equivalent cloud services.. Proficiency coding in UNIX shell and SQL, and at least one procedural language such as Python, Ruby, Java, Perl, C++.. Excellent speaking-listening-writing skills, attention to details, proactive self-starter.Preferred Qualifications :. 3+ years of experience managing and supporting large and complex mission-critical production databases.. Working knowledge of all phases of the software development life cycle, from initial requirements through operational support.. Experience in 24x7 on-call support for high-severity problem resolution.. Experience working directly with internal and/or external customers in database software development and support.. Experience in root cause analysis, remediation, and problem resolution for complex systems.. Working knowledge in database systems architecture, including networking, security, scaling, and fault-tolerance.. Working knowledge of database internals such as locking, wait events, consistency, logging, recovery.. Proficiency tuning databases for performance, availability and scalability.. Ability to deliver initiatives from conception through completion."
87,End User Support Engineer,GE Digital,3-6 years,Not Specified,"Job Description SummaryGE is actively seeking experienced support engineers to join our growing Customer Support team for GE Digital's software solutions. As part of this role, you will be working proactively with tools and monitors to improve availability and health of GE Digital's software solutions.If you are excited about the opportunity to learn and work on software solutions, enjoy trouble shooting and solving complex problems, consider the opportunities to join GE Digital's global support organization.Job DescriptionEssential ResponsibilitiesThe job entails proactive monitoring and routine evaluation of GE Digital's advanced analytics basedsolutions.As Support Engineer you will be:1.Responsible for delivering proactive Support for various GE Digital's advisory solutions within the scope of a typical Customer Support and Services Agreement.2.Daily review of advisory reports, alerts, monitoring dashboards and support analytics to maintain high level of system availability.3.Troubleshoot and resolve system issues. Proactively identify system failures, fix issues and provide detailed root cause analysis reports.4.Troubleshoot and resolve data communication failures within defined service level agreement.5.Creating, maintaining, migrating and troubleshooting Linux/Windows shared / virtual / dedicated servers.6.Set up virtual machine, troubleshoot and resolve remote desktop/server connection issue. should be able to handle problem related to data flow/migration from virtual network/client server.7.Escalation management during critical events/application outage.8.Maintain regular customer contact and call logs.Qualifications/Requirements1.Four (4) Year Degree in Computer Science/Engineering or related disciplines.2.Up to 3 years of experience working in software/IT industry with emphasis on development/network systems/infrastructure/Production Support.3.Knowledge on system architecture, security, remote server.4.Hands on experience with distributed and/or enterprise applications.5. Knowledge of front-end and back-end programming language Python6. Ability to manage code migration, document configuration changes, and monitor performance7.Ability to take care of server environment, which includes installing new servers, taking out servers, and fixing issues with existing servers8.Good understanding of patching tools and security vulnerability scanning and resolving vulnerability issues.9.Debugging/troubleshooting skills using SQL queries.10.Strong understanding of support processes - handling tickets, monitoring, processes, and metrics11.Ability to solve complex problems independently.12.Maintain SLA's through the implementation of proactive issue detection and reporting.13.Able to prioritize in complex, fast-paced environment.Desired CharacteristicsTechnical Expertise:1. 1-3 years of experience in sustainment engineering, technical customer support, or software development2. Hands on operations experience with multiple application, OS and network level support3. Practical experience of Windows Server, SQL Server, IIS and networkingBusiness Acumen:Ability to communicate effectively with technical and non-technical communitiesPersonal Attributes:1. Ability to influence and build strong relationships with peers and senior managers in various geographical locations2. Strong analytical, planning and organizational skills to manage multiple tasks and processes effectively3. Focus on customer satisfaction and ability to work well with a team"
88,IT Engineer/Desktop Engineer urgently required at Andheri,Transcon - Sheth Creators Private Limited,4-8 years,300000 - 500000 INR,"Should have hands on experience in handling followingPrinter management, IP addressing, connectivity, network issues, email configuration, troubleshooting, hardware network related issue, virus scanning, maintain record of IT inventory, software installation, remotely solving the technical issues. Need to visit the site if remotely not able solve. Approx users 70"
89,Networking Sr. Engineer,NTT Data,8-11 years,Not Specified,"Req ID: 198030 NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. We are currently seeking a Networking Sr. Engineer to join our team in Noida, Uttar Pradesh (IN-UP), India (IN). This requisition is for Senior Network Engineer. Candidate will act as SME for CISCO and Juniper R&S related problems, activities, migrations etc. Roles and Responsibilities: - Plan, implement and maintain networked systems, including configurations, supporting / troubleshooting network problems and coordinating with vendors for installation of such items as Cisco/Juniper routers & switches, Wireless controllers, Avocents, circuits and Riverbeds etc. - Perform complex technical analysis of software, hardware, and network systems, systems integration on LAN / WAN communications, network nodes, routers and switches. - Independently analyze and provide innovative solutions in order to support existing problems in customer's enterprise network including MPLS backbone. - May serve as technical liaison with vendors/customer. - Apply advanced understanding of WAN/LAN internet - to work on troubleshooting existing network problems, new implementations or migrations etc. - Mentor and instruct junior level engineers on technical expertise needed in troubleshooting, implementation of required solutions. - Recommend improvements and assist in the development of technical standards(SOPs).  - Willing to work in oncall support environment, to support change requests during off business hours or available to troubleshoot high severity issues. Key skills R&S OSPF, BGP,IS-IS, MPLS, Route-maps, NAT, HSRP, STP, Redistribution, QOS, VPN, Wireshark, packet capture analysis,  Requirements: . Exceptional knowledge of network performance, network administration and troubleshooting techniques. . Good understanding of service provider routing and switching technologies ( LDP, RSVP, MPLS, ISIS, MPBGP). . Exceptional knowledge of network related hardware and software (including routers, switches, TCP/IP, Ethernet, L3VPNs etc.) . Good exposure on Juniper routers and switches preferably MX, QFX, EX models, cisco 3800, 4500, 5k, 9k, 9k catalyst, ISR, ASR etc.  . More than 8+ years of experience in R&S.  . Graduation or equivalent combination of education. Work Timings:  24X7 rotational"
90,"Software Quality Senior Engineer – CyberSecurity, Infrastructure: Server, Storage, Networking",DELL,6-9 years,Not Specified,"Job Description :Software Quality Senior Engineer - CyberSecurity, Infrastructure: Server, Storage, Networking - Dell R&D (I7), BangaloreJoin us as a Software Quality Senior Engineer on our Security and Ecosystems Engineering organization team in Bangalore, India to do the best work of your career and make a profound social impact.What you'll achieveDell Technologies is currently looking for an experienced Software Quality Senior Engineer to configure and bring-up setups to help security automation team to run automation framework suites and security standards and compliance validation test suites. You will play a key role in configuring different SUT (System under test) comprising of Server, Storage, Networking and Virtualization. As Quality Senior Engineer - Infrastructure, you will be responsible to understand security team's automation requirements and build SUT both on-prem and on Cloud platforms covering security testing platforms and solutions. You will work and interact regularly with Lab SPOCs, Cyber Security technologist, and Scrum teams to provide support for targeted security and integration testing setups through your hardware configuration and virtualization knowledge and expertise to further mature ISG products cyber defence capabilities.You will:Work closely with engineering technologist, different product teams, cyber security, and scrum teams to understand and configure system under test (SUT)Interlock with Lab, Material management and IT teams to bring-up and update all the required test configurationsBuild test configurations both on-prem and on Cloud platformsWork very closely with Dev, QA and DevOps team to fulfil their hardware, software and virtualization configuration needsConfigure and maintain scalable and reliable infrastructure involving industry standard automation framework and security compliance suitesTake the first step towards your dream careerEvery Dell Technologies team member brings something unique to the table. Here's what we are looking for with this role:Essential Requirements: Strong experience of building scalable and reliable infrastructure having Server, Storage, Network, Virtualization and cluster configurationsUnderstanding of Servers, RAID protocols, BIOS, UEFI and pre-boot environmentsMust have: Network configuration and Cloud platform configuration experienceExperience and configuration knowledge of Kubernetes, Docker, OpenShift, CSI and other container related technologiesUnderstanding of various automation framework and security standard testing toolsExperience setting up configurations with CyberSecurity technologies such as IAM, MFA, STIG, SMAL and OIDCIn-depth experience in debugging, rectifying and recreating test configurationDesirable Requirements: 6+ years of experience with educational Qualification (BE/BTech/ME/MTech/MS/MCA)Here's our story now tell us yoursDell Technologies helps organizations and individuals build a brighter digital tomorrow. Our company is made up of more than 150,000 people, located in over 180 locations around the world. We're proud to be a diverse and inclusive team and have an endless passion for our mission to drive human progress.What's most important to us is that you are respected, feel like you can be yourself and have the opportunity to do the best work of your life -- while still having a life. We offer excellent benefits, bonus programs, flexible work arrangements, a variety of career development opportunities, employee resource groups, and much more.We started with computers, but we didn't stop there. We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio forthe data era. Join us and become a part of what's next in technology, starting today.You can also learn more about us by reading our latest Diversity and Inclusion Report and ourplanto make the world a better place by 2030 .Application closing date: 16 October 2022Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Employment Opportunity Policy ."
91,Engineer - Network Operation Center,Atria Convergence Technologies Limited,Fresher,Not Specified,"Job Description:1.	Implement projects/assignments related to network maintenance, upgrade, scaling, etc. 2.	Monitor network uptime and performance, security, redundancy 3.	Install, configure and maintain switches, routers and servers. 4.	Test new features and products, document test cases and results 5.	Resolve service problems by providing the best solution to internal teams and customers.6.	Simulating live network topology in lab and troubleshooting issues7.	Maintain applications including regular backups, high availability, latest version and security8.	Flexible to work at any hours as per business requirements.9.	Updating job knowledge by participating in educational opportunities; maintaining personal networks.10.	Maintaining SOP for all troubleshooting and problem resolution steps11.	Enterprise customers escalations management and interaction for troubleshooting and handling of issues.SKILLS & EXPERIENCE DESIRED:1.	Fresher's with Networking related profile, CCNA, CCNP and other networking certifications preferred.2.	Strong understanding of OSI, TCP/IP Model, L2 & L3 networking technologies.3.	Strong understanding and troubleshooting experience in TCP, UDP, DHCP, DNS, ICMP, ARP, STP, LACP, MPLS, BGP.4.	Security, Cloud, Storage, SDWAN, Wifi, Firewall and Customer Interaction.5.	Excellent (enterprise) customers handling and communication skills.6.	Knowledge on MS Office is mandatory7.	Shell scripting, Perl scripting or Python scripting experience is preferable."
92,Network Engineer Required In Canada | Singapore,Adal Immigrations LLP,3-12 years,5000000 - 7000000 INR,Call & WhatsApp to Ms.Akansha -+91-9311380077Note : This Job Is Only For OverseasMeeting with the product design team to determine product testing parameters.Writing test plans and creating test cases for the product.Conducting quality assurance and designing performance tests using the new testing procedures.Troubleshooting any errors and streamlining the testing procedures.Writing up the final QA and test procedures for the quality technicians.Training the quality assurance staff and providing technical support when needed.Ensuring all tests and procedures meet company and industry standards.Preparing test reports for management.
93,Network Consultant,Aroha Technologies,2-10 years,Not Specified,"hi everyone..we have opening with Network security engineer, pls find below jd.skills : Network(Routing,Switching) +Security(Firewall,Loadbalancer)exp : 4 to 12 yearslocation : BangaloreNotice period : immediate to 2 weeksinterested can share their resumes to [Confidential Information].RegardsRama L KAroha Technologies,Bangalore."
94,End User Support Engineer,GE Digital,1-3 years,Not Specified,"Job Description SummaryGE is actively seeking experienced support engineers to join our growing Customer Support team for GE Digital's software solutions. As part of this role, you will be working proactively with tools and monitors to improve availability and health of GE Digital's software solutions.If you are excited about the opportunity to learn and work on software solutions, enjoy trouble shooting and solving complex problems, consider the opportunities to join GE Digital's global support organization.Job DescriptionEssential Responsibilities:The job entails proactive monitoring and routine evaluation of GE Digital's advanced analytics basedsolutions.As Support Engineer you will be:1.Responsible for delivering proactive Support for various GE Digital's advisory solutions within thescope of a typical Customer Support and Services Agreement.2.Daily review of advisory reports, alerts, monitoring dashboards and support analytics to maintain high level of system availability.3.Troubleshoot and resolve system issues. Proactively identify system failures, fix issues and provide detailed root cause analysis reports.4.Troubleshoot and resolve data communication failures within defined service level agreement.5.Creating, maintaining, migrating and troubleshooting Linux/Windows shared / virtual / dedicated servers.6.Set up virtual machine, troubleshoot and resolve remote desktop/server connection issue. should be able to handle problem related to data flow/migration from virtual network/client server.7.Escalation management during critical events/application outage.8.Maintain regular customer contact and call logs.Qualifications/Requirements1.Four (4) Year Degree in Computer Science/Engineering or related disciplines.2.Up to 3 years of experience working in software/IT industry with emphasis on development/network systems/infrastructure/Production Support.3.Knowledge on system architecture, security, remote server.4.Hands on experience with distributed and/or enterprise applications.5. Knowledge of front-end and back-end programming language Python6. Ability to manage code migration, document configuration changes, and monitor performance7.Ability to take care of server environment, which includes installing new servers, taking out servers, and fixing issues with existing servers8.Good understanding of patching tools and security vulnerability scanning and resolving vulnerability issues.9.Debugging/troubleshooting skills using SQL queries.10.Strong understanding of support processes - handling tickets, monitoring, processes, and metrics11.Ability to solve complex problems independently.12.Maintain SLA's through the implementation of proactive issue detection and reporting.13.Able to prioritize in complex, fast-paced environment.Desired CharacteristicsTechnical Expertise:1-3 years of experience in sustainment engineering, technical customer support, or software developmentHands on operations experience with multiple application, OS and network level supportPractical experience of Windows Server, SQL Server, IIS and networkingBusiness Acumen:. Ability to communicate effectively with technical and non-technical communitiesPersonal Attributes:. Ability to influence and build strong relationships with peers and senior managers in variousgeographical locations. Strong analytical, planning and organizational skills to manage multiple tasks and processes effectively. Focus on customer satisfaction and ability to work well with a team"
95,End User Support Engineer,GE Digital,1-3 years,Not Specified,"Job Description SummaryGE is actively seeking experienced support engineers to join our growing Customer Support team for GE Digital's software solutions. As part of this role, you will be working proactively with tools and monitors to improve availability and health of GE Digital's software solutions.If you are excited about the opportunity to learn and work on software solutions, enjoy trouble shooting and solving complex problems, consider the opportunities to join GE Digital's global support organization.Job DescriptionEssential ResponsibilitiesThe job entails proactive monitoring and routine evaluation of GE Digital's advanced analytics basedsolutions.As Support Engineer you will be:1.Responsible for delivering proactive Support for various GE Digital's advisory solutions within thescope of a typical Customer Support and Services Agreement.2.Daily review of advisory reports, alerts, monitoring dashboards and support analytics to maintain high level of system availability.3.Troubleshoot and resolve system issues. Proactively identify system failures, fix issues and provide detailed root cause analysis reports.4.Troubleshoot and resolve data communication failures within defined service level agreement.5.Creating, maintaining, migrating and troubleshooting Linux/Windows shared / virtual / dedicated servers.6.Set up virtual machine, troubleshoot and resolve remote desktop/server connection issue. should be able to handle problem related to data flow/migration from virtual network/client server.7.Escalation management during critical events/application outage.8.Maintain regular customer contact and call logs.Qualifications/Requirements1.Four (4) Year Degree in Computer Science/Engineering or related disciplines.2.Up to 3 years of experience working in software/IT industry with emphasis on development/network systems/infrastructure/Production Support.3.Knowledge on system architecture, security, remote server.4.Hands on experience with distributed and/or enterprise applications.5. Knowledge of front-end and back-end programming language Python6. Ability to manage code migration, document configuration changes, and monitor performance7.Ability to take care of server environment, which includes installing new servers, taking out servers, and fixing issues with existing servers8.Good understanding of patching tools and security vulnerability scanning and resolving vulnerability issues.9.Debugging/troubleshooting skills using SQL queries.10.Strong understanding of support processes - handling tickets, monitoring, processes, and metrics11.Ability to solve complex problems independently.12.Maintain SLA's through the implementation of proactive issue detection and reporting.13.Able to prioritize in complex, fast-paced environment.Desired CharacteristicsTechnical Expertise:1-3 years of experience in sustainment engineering, technical customer support, or software developmentHands on operations experience with multiple application, OS and network level supportPractical experience of Windows Server, SQL Server, IIS and networkingBusiness Acumen:. Ability to communicate effectively with technical and non-technical communitiesPersonal Attributes:. Ability to influence and build strong relationships with peers and senior managers in variousgeographical locations. Strong analytical, planning and organizational skills to manage multiple tasks and processes effectively. Focus on customer satisfaction and ability to work well with a teamNote:To comply with US immigration and other legal requirements, it is necessary to specify the minimum number of years experience required for any role based within the USA. For roles outside of the USA, to ensure compliance with applicable legislation, the JDs should focus on the substantive level of experience required for the role and a minimum number of years should NOT be used.This Job Description is intended to provide a high level guide to the role. However, it is not intended to amend or otherwise restrict/expand the duties required from each individual employee as set out in their respective employment contract and/or as otherwise agreed between an employee and their manager."
96,Sr Network Engineer,MFX Infotech Private Limited,11-18 years,2200000 - 4000000 INR,"Technical Skillset  Excellent Knowledge on multiple vendor products of Routing and Switching. Experience on managing and troubleshooting multivendor in Routing, Switching, Firewall, Proxy, IDS and Preferably as per below,  Switches: Cisco / Nessus / Fortinet / Juniper  Routers: Cisco / Nessus / Juniper  Firewalls: Cisco / Fortinet / Juniper  Proxy/Content Filtering: Cisco WSA  IDS: IBM  Strong experience in configuring and troubleshooting routing protocols including EIGRP, OSPF, and BGP & layer 2 protocols.  Strong experience on MPLS, SD WAN technologies and HA (high availability).  Configure & troubleshoot multiple vendor products of L2&L3 switches and should have knowledge on at least one OEM completely. Strong Troubleshooting skills on Layer 3 issues, IOS up-gradation, Backup & Restoration.  Strong knowledge on Network Security concepts such as, IPsec VPN, AAA Architecture, TACACS+, RADIUS  Configuring firewalls, routing, and switching to maximize network efficiency and security  Maximizing network performance through ongoing monitoring and troubleshooting  Updating network equipment to the latest firmware releases  Reporting network status to key stakeholders  Resource should have good communication skills and experience is supporting global customers.  Exposure in configuring all types of VPN tunnels in multi-vendor devicesNetwork Security Domain  Technical Skillset  Provide security support of Network Security Systems  Firewalls  Intrusion Detection  Proxy Server Web Content Filter  VPN Concentrator  Anti-Virus/Malware Management  Host Intrusion Detection  Endpoint Encryption  Security Event LoggingResponsible for implementing and applying technologies, processes, and practices designed to protect networks, devices, programs, and data from malicious attack, damage, or unauthorized access  Coordinate response to detected anomalies or incidents through by maintaining network device and information security incident, damage and threat assessment programs  Investigate network device and information security incidents to determine root cause and remediation efforts  Support Vulnerability Scanning Assessments by identifying vulnerabilities or anomalies, providing mitigation, and associated reports  Support measurement and SLRs defined by the TSA Infrastructure Cyber Security Monitoring Response program  Provide intrusion support to high technology investigations in the form of network assessments  Researches and maintains proficiency in tools, techniques, countermeasures, and trends in computer and network vulnerabilities  Brief senior level internal and external customers on technical adherence to security controls as part of the Cyber Security Monitoring and Response program."
97,Desktop Support Engineer L1,Lightforce Buildint Private Limited,1-2 years,150000 - 220000 INR,"Resolve All The Calls Escalated By The L1 . Provide A Detailed RCA Analysis For All The Critical Calls With Solution Engineering Details To Do Repeat Call Analysis And Provide Permanent Solutions. Build Site Specific Knowledgebase And SOP Documentations To Ensure All The Desktops And Laptops Are Covered With Latest Anti-Virus DAT & Relevant Security Patches As Per Security Guidelines Ensure All The Desktop Mapping With Inventory Is Up To Date And No Deviations In The Naming Conventions. To Update Relevant Documents Whenever A Change Is Observed, Follow With The Change Control Process. Participation In IT/Infosec Audit Related Activities Which Will Be As Per Audit Standards Being Alert On Severity Calls And Providing Accurate Information As Per The Defined Templates."
98,Networking,Tata Group,Not Specified,Not Specified,"Candidate with good technically in Network Data (Routing/Switching/Wireless/LB) planning, engineering, and implementation.  - Service as the enterprise expert in cross-functional discipline of enterprise network infrastructure.  - Provide analysis for implementation techniques and tools for the most efficient solution to Network Data (Routing/Switching/Wireless/LB) problems.  - Maintain technical expertise in all areas of network hardware and software interconnection and interfacing, such as routers, Switches, Wireless Controller, Load balancer and firewalls.  - Coordinate with vendor for maintenance of network equipment.  - Troubleshoot problems with department users and department network administrators.  - Validate enterprise-level network design, newly released equipment software and operating system for vulnerabilities and deficiencies.  - Provide guidance to team members and provide status metrics to customer and Client management.  - Provide L2/L3 support and troubleshooting of network problems.  - Periodically provide after-hours and weekend support.  - Design, test, and implement state-of-the-art secure operating systems, networks, and database products, including design of high-level dashboards,  using data feeds from different network tools."
99,"Network Administrator,Network Engineer,System Engineer",Company Name Confidential,0-5 years,350000 - 750000 INR,"Upgrade, install and troubleshoot networks, networking hardware devices and software. Good experience in setting up and managing LAN and WAN environment. In-depth understanding and experience of Cisco switches and routers. Knowledge of routing protocols like OSPF, HSRP, EIGRP and BGP. Must have experience in VPN, DNS, DHCP, TCP/IP, SNMP and SMTP. Excellent understanding of Layer 2 and Layer 3 switching, including MPLS, VLAN and Ethernet LAN Switching. Experience in WAN/LAN networks, TCP/IP and OSI model, addressing. Experience in network services such as DNS, DHCP, IIS, FTP and etc. Experience in Windows 2003/2008 Server, Windows / Exchange Server and Server Migrations. Experience in setting up Linux Server and network environment. Administering storage files based on NAS/ SAN storage technology. Experience with firewalls, routers and VPN. Familiarity with Backup and restore processes. Maintain inventory of equipments and parts as well as documentation of vendor activities. Develop and document system standards for computer and network devices. Handle highly confidential information/material."
100,Desktop Support Engineer Required In Canada | Singapore,Cloud Visa Immigration LLP,3-12 years,5000000 - 7000000 INR,Call & WhatsApp to Ms.Sneha (HR)-9311529770 Should install and maintain the company's software and equipment.  Identification of problems in computers systems and providing technical solutions. Should be able to troubleshoot various technology issues.  Help new employees to set up their work station.  Should be up to date with the upgrades and maintain the systems updated.  Assist new employees o how to use the system software and apps.
101,Engineer - Network Operation Center,Atria Convergence Technologies Limited,Fresher,Not Specified,"Job Description:1.	Implement projects/assignments related to network maintenance, upgrade, scaling, etc. 2.	Monitor network uptime and performance, security, redundancy 3.	Install, configure and maintain switches, routers and servers. 4.	Test new features and products, document test cases and results 5.	Resolve service problems by providing the best solution to internal teams and customers.6.	Simulating live network topology in lab and troubleshooting issues7.	Maintain applications including regular backups, high availability, latest version and security8.	Flexible to work at any hours as per business requirements.9.	Updating job knowledge by participating in educational opportunities; maintaining personal networks.10.	Maintaining SOP for all troubleshooting and problem resolution steps11.	Enterprise customers escalations management and interaction for troubleshooting and handling of issues.SKILLS & EXPERIENCE DESIRED:1.	Fresher's with Networking related profile, CCNA, CCNP and other networking certifications preferred.2.	Strong understanding of OSI, TCP/IP Model, L2 & L3 networking technologies.3.	Strong understanding and troubleshooting experience in TCP, UDP, DHCP, DNS, ICMP, ARP, STP, LACP, MPLS, BGP.4.	Security, Cloud, Storage, SDWAN, Wifi, Firewall and Customer Interaction.5.	Excellent (enterprise) customers handling and communication skills.6.	Knowledge on MS Office is mandatory7.	Shell scripting, Perl scripting or Python scripting experience is preferable."
102,Network Consultant,Aroha Technologies,2-10 years,Not Specified,"hi everyone..we have opening with Network security engineer, pls find below jd.skills : Network(Routing,Switching) +Security(Firewall,Loadbalancer)exp : 4 to 12 yearslocation : BangaloreNotice period : immediate to 2 weeksinterested can share their resumes to [Confidential Information].RegardsRama L KAroha Technologies,Bangalore."
103,End User Support Engineer,GE Digital,1-3 years,Not Specified,"Job Description SummaryGE is actively seeking experienced support engineers to join our growing Customer Support team for GE Digital's software solutions. As part of this role, you will be working proactively with tools and monitors to improve availability and health of GE Digital's software solutions.If you are excited about the opportunity to learn and work on software solutions, enjoy trouble shooting and solving complex problems, consider the opportunities to join GE Digital's global support organization.Job DescriptionEssential Responsibilities:The job entails proactive monitoring and routine evaluation of GE Digital's advanced analytics basedsolutions.As Support Engineer you will be:1.Responsible for delivering proactive Support for various GE Digital's advisory solutions within thescope of a typical Customer Support and Services Agreement.2.Daily review of advisory reports, alerts, monitoring dashboards and support analytics to maintain high level of system availability.3.Troubleshoot and resolve system issues. Proactively identify system failures, fix issues and provide detailed root cause analysis reports.4.Troubleshoot and resolve data communication failures within defined service level agreement.5.Creating, maintaining, migrating and troubleshooting Linux/Windows shared / virtual / dedicated servers.6.Set up virtual machine, troubleshoot and resolve remote desktop/server connection issue. should be able to handle problem related to data flow/migration from virtual network/client server.7.Escalation management during critical events/application outage.8.Maintain regular customer contact and call logs.Qualifications/Requirements1.Four (4) Year Degree in Computer Science/Engineering or related disciplines.2.Up to 3 years of experience working in software/IT industry with emphasis on development/network systems/infrastructure/Production Support.3.Knowledge on system architecture, security, remote server.4.Hands on experience with distributed and/or enterprise applications.5. Knowledge of front-end and back-end programming language Python6. Ability to manage code migration, document configuration changes, and monitor performance7.Ability to take care of server environment, which includes installing new servers, taking out servers, and fixing issues with existing servers8.Good understanding of patching tools and security vulnerability scanning and resolving vulnerability issues.9.Debugging/troubleshooting skills using SQL queries.10.Strong understanding of support processes - handling tickets, monitoring, processes, and metrics11.Ability to solve complex problems independently.12.Maintain SLA's through the implementation of proactive issue detection and reporting.13.Able to prioritize in complex, fast-paced environment.Desired CharacteristicsTechnical Expertise:1-3 years of experience in sustainment engineering, technical customer support, or software developmentHands on operations experience with multiple application, OS and network level supportPractical experience of Windows Server, SQL Server, IIS and networkingBusiness Acumen:. Ability to communicate effectively with technical and non-technical communitiesPersonal Attributes:. Ability to influence and build strong relationships with peers and senior managers in variousgeographical locations. Strong analytical, planning and organizational skills to manage multiple tasks and processes effectively. Focus on customer satisfaction and ability to work well with a team"
