SN,Title,Company,Experience,Salary,Description
98,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
99,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
100,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
101,Branch Manager-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,6-9 years,Not Specified,"Job Role:. Enhancement of Deposit pool from Customers . Establishing standards and delivery of service . Sale of non-deposit products. Cross selling targets progressively . Sale of MF and Insurance products . Fee Income . Branch Administration . Regulatory Compliance . Manage productivity and overall morale of branch team members . Overall responsible for break-even and P&L of branch Job Requirements:. Overall 6yrs of Banking experience out of which 3-4yrs in Retail Liabilities . Must have had Sales experience and exposure, preferably of Liabilities products . Qualifications- MBA / CA/ CAIB . Good Leadership skills (though more tactical than strategic) . Thinker: Doer - 40:60 . In-depth understanding of financial instruments, markets and macro micro economic processes . Ability to carry along all the units involved in the customer service cycle to ensure customer DELIGHT . Liaising with product management team, marketing and other centers & verticals for new product development, service enhancements and sales initiatives."
102,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
103,Branch Manager-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,6-9 years,Not Specified,"Job Role:. Enhancement of Deposit pool from Customers . Establishing standards and delivery of service . Sale of non-deposit products. Cross selling targets progressively . Sale of MF and Insurance products . Fee Income . Branch Administration . Regulatory Compliance . Manage productivity and overall morale of branch team members . Overall responsible for break-even and P&L of branch Job Requirements:. Overall 6yrs of Banking experience out of which 3-4yrs in Retail Liabilities . Must have had Sales experience and exposure, preferably of Liabilities products . Qualifications- MBA / CA/ CAIB . Good Leadership skills (though more tactical than strategic) . Thinker: Doer - 40:60 . In-depth understanding of financial instruments, markets and macro micro economic processes . Ability to carry along all the units involved in the customer service cycle to ensure customer DELIGHT . Liaising with product management team, marketing and other centers & verticals for new product development, service enhancements and sales initiatives."
104,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
105,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
106,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
107,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
108,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
109,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
110,Relationship Manager - Banking Solutions-Wealth Management-Banking Solution,Kotak Mahindra Bank Limited,15-18 years,Not Specified,"Kotak Wealth Management, the Private Banking arm of Kotak Mahindra Bank Ltd. has over 15 years of Group experience in the Private Banking space. Voted India's Best Private Bank1, Kotak Wealth Management provides financial advice to the most distinguished families in the country including 44% of India's top 100 families.. Our client base includes business families, entrepreneurs, as well as employed professionals. Our products and services include a variety of financial advisory, banking and credit solutions for your personal and business requirements, like: Bespoke Investment Advisory backed by strong research and expertise across variety of asset classesAdvisory Services that provides an Open Architecture Model that provides you access to all the product manufacturers in the market.Customer Focused Approach that is completely aligned to your investment goals basis your risk profileFamily Office Services advising multigenerational families on investments and a host of value-added services. Family Office also covers the established Estate Planning practice advising families on their complex estate and succession planning requirements...Banking Solutions with customised offering and access to exclusive banking benefits including a wide variety of credit products.Job Role: Experience in Trade and ForexUnderstanding of RBI guidelines especially FEMA for trade - capital and current account transactionsExperience in Trade sales and relationship Management preferredGeneral/ corporate Banking product knowledge and sales experienceJob Requirements: Basic market connectsOn boarding skills Managing client experience and expectationsLiability product knowledgeUnderstanding of market and customer segmentIf you wish to apply for this job position, please fill your details in the Kotak Fast Track Application Form and mail to Please mention the following in the subject line as Position Name -Your Name - Your Current Business group"
111,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
112,Authoriser-Branch Banking-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,5-8 years,Not Specified,"JOB ROLE :.Responsible for servicing any walk-in customers of the bank irrespective of the segment/mapping. .Regular generation of leads for New To Bank- customer and cross sell various products like TD/MF/ CASA/Gold. .Ensuring regulatory and procedural compliance .To co-ordinate the audit of the branch .Ensuring service excellence to enhance portfolio, control retention and better cross sell .Authorize and check RO / SO entries .Check end products .Check vouchers to clear transactions of Rs. 10 lakhs & above .Vault / Key custodian JOB REQUIREMENT:.MBA/Graduate .Minimum work exp. - 5 years .Customer service oriented .Meticulous .Eye for details .Ability to manage and motivate front office staff. .Thorough overall understanding of banking .Graduate/MBA .Graduates with 5-8 years experience Should possess customer orientation and team leader qualities"
113,CN - Strategy - MC - Banking - 11,Accenture,2-7 years,Not Specified,job description is not available for this job
114,CN - Strategy - MC - Banking - 07,Accenture,2-7 years,Not Specified,job description is not available for this job
115,CN - Strategy - MC - Banking - 09,Accenture,2-7 years,Not Specified,job description is not available for this job
116,CN - Strategy - MC - Banking - 09,Accenture,6-12 years,Not Specified,job description is not available for this job
117,Credit Manager-SME & Business Banking,IDFC FIRST Bank,1-5 years,Not Specified,"Job Title -Credit Manager - Business Banking Working Capital Place of work - India Business Unit - Retail Banking Function - Credit Job Purpose :The role bearer has the responsibility to manage a team as well as coordinate with sales team to achieve target of the area assigned. The role bearer will be in direct contact with the consumers in order to establish their credit, worthiness, ensuring completion of verifications and adhering to the guidelines set as per the company credit policy. The execution of these tasks must be accomplished in such manner which is both sales supportive and risk averse contributing to the larger organizational objectives of the bank. Roles & Responsibilities: Responsible for underwriting secured and unsecured proposals for loan customers as per the laid down policies & procedure to honor the agreed SLAs and manage area business volumesSupervise a team of credit underwriters and provide guidelinesConduct personal discussion with customers to establish credit worthinessControl and contain front-end delinquencies by calling up customer on first presentationMaking sure completion of credit/KYC documents and verification- telephonic, field & collateral visitsCoordinate with sales to achieve targets and ensure SLAs are metEnsuring credit policy adherence to the accepted standardsManagerial & Leadership Responsibilities: -Educational Qualifications: Graduate - Any (Full Time) Post Graduate - Any(Full Time) Experience:1 - 5years of experience in credit."
118,Business Banking Advisor,Deutsche Bank,Not Specified,Not Specified,"Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
119,Business Banking RM,Deutsche Bank,Not Specified,Not Specified,"Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
120,Business Banking Advisor,Deutsche Bank,Not Specified,Not Specified,"Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
121,Private Banking Advisor,Deutsche Bank,Not Specified,Not Specified,"Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
122,Business Banking Advisor,Deutsche Bank,Not Specified,Not Specified,"Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
123,Business Banking Manager,Deutsche Bank,Not Specified,Not Specified,"Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
124,Private Banking Advisor,Deutsche Bank,Not Specified,Not Specified,"Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
125,Private Banking Advisor,Deutsche Bank,Not Specified,Not Specified,"Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
126,Branch Operations Manager-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,6-8 years,Not Specified,"Job Role:. Lead the Service Team. . Ensuring regulatory and procedural compliance . To co-ordinate the audit of the branch . Ensuring service excellence to enhance portfolio, control retention and better cross sell . Authorize and check RO / SO entries . Check end products . Check vouchers to clear transactions of Rs. 10 lakhs & above . Vault / Key custodian Job Requirement:. Customer service oriented . Meticulous . Eye for details . Ability to manage and motivate front office staff. . Thorough overall understanding of banking . Graduate/MBA . Graduates with 6-8 years experience . MBA with 4-6 years experience . Should possess customer orientation and team leader qualities"
127,Branch Acquisition Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,6-9 years,Not Specified,"Job Role: . Enhancement of Deposit pool from Customers . Establishing standards and delivery of service . Sale of non-deposit products. Cross selling targets progressively . Sale of MF and Insurance products . Fee Income . Branch Administration . Regulatory Compliance . Manage productivity and overall morale of branch team members . Overall responsible for break-even and P&L of branch Job Requirements: . Overall 6yrs of Banking experience out of which 3-4yrs in Retail Liabilities . Must have had Sales experience and exposure, preferably of Liabilities products . Qualifications- MBA / CA/ CAIB . Good Leadership skills (though more tactical than strategic) . Thinker: Doer - 40:60 . In-depth understanding of financial instruments, markets and macro micro economic processes . Ability to carry along all the units involved in the customer service cycle to ensure customer DELIGHT . Liaising with product management team, marketing and other centers & verticals for new product development, service enhancements and sales initiatives."
128,Service Delivery Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handling personalized service requests of customers. .Generation of timely business MIS. .Ensuring strict adherence to compliance, audit and regulatory requirements for customer segment. .Coordination with CPC/RPC/Investment desks for account opening of customers. .Managing complaints of customers and ensuring their resolution within TAT. JOB REQUIREMENT:.Developing and maintaining banking relationships with a select group of high net worth customers .Excellent communication skills with customer service orientation .Courteous and polite. .Good knowledge of Microsoft excels. Understanding of banking norms and processes."
129,Branch Acquisition Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,1-4 years,Not Specified,"To source customers for Current Account, Savings Account Products of the bank. Customers to be sourced from individuals, small businesses, trusts, associations, societies, corporates.  Revenue Generation, Customer Acquisition, Customer Retention, Cost Efficiency Through Process. Qualifications - External Post-graduate or graduate with appropriate experience (at east 1 year experience in liabilities sales preferred) . Hardcore sales mentality. Primary motivation from achievement of targets. A hunter by orientation. . Should be well groomed and presentable with ambassadorship qualities."
130,Branch Operations Manager-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,6-8 years,Not Specified,"Job Role:. Lead the Service Team. . Ensuring regulatory and procedural compliance . To co-ordinate the audit of the branch . Ensuring service excellence to enhance portfolio, control retention and better cross sell . Authorize and check RO / SO entries . Check end products . Check vouchers to clear transactions of Rs. 10 lakhs & above . Vault / Key custodian Job Requirement:. Customer service oriented . Meticulous . Eye for details . Ability to manage and motivate front office staff. . Thorough overall understanding of banking . Graduate/MBA . Graduates with 6-8 years experience . MBA with 4-6 years experience . Should possess customer orientation and team leader qualities"
131,Trade Relationship Manager-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,1-3 years,Not Specified,"Job Role:Acquire quality Current Accounts Customers who are dealing in International Trade.Identify target markets and Segments Ensure to follow all compliance and KYC norms while acquiring Ensure that the customer is guided regarding rates and charges.Commission and Rates to be fixed in the system. Activate the first trade transaction. Explore the potential of various trade and FES products like Forward Contracts, LC/BG/BC , Travel cards , etc.Ensure that clients keep high CA AMB values in the accounts opened.Generation of Asset leads. Smooth handover of the customer to the Branch operations team To educate customers regarding Cut off times and follow the SLA'sMaintain a low cost of acquisition by acquiring bigger value of accountsTo achieve Business / Income targets To have full knowledge of competitor's activities and report those to ASMsTo coordinate and ensure service delivery happens as per SLAs and TATsAcquisition and retention of new customer across all the segments.Keep updated about AML/KYC/RBI guidelines and ensure growth is achieved by complying with all regulatory guidelines.Retention of existing customers base Handling customer complaints and escalate the complaints to competent authorities for resolutions.Ensure all required documents for the agent empanelment including KYC as per bank's policy are in place for smooth business relationship.Deliverance of the required sales pitch for the respective product.Timely submission of required reports.Execute promotional activities conveyed by ASM/RSMPlanning and organizing various promotional activities Regularly updates RSM on the current market practices / business strategies by the competitors.Job Requirement:.Graduate, PG preferable.1 to 3 years of Trade Fx and FES preferably in Banking Industry. .Excellent Domain knowledge..Exhaustive knowledge of Trade and FES products ..Excellent sales skills..Excellent knowledge of client behaviour & engagement in each product / geographic segments.High energy levels and enthusiasm, should have winning attitudes .Out of box thinker and creative problem solver..Good listener and should possess excellent communication skills..Excellent negotiator and smart worker.Result-oriented especially in achieving given NTBs and sales targets..Good oral and written communicationShould be good in strategizing, aggressive but compliance oriented"
132,Branch Acquisition Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,6-9 years,Not Specified,"Job Role: . Enhancement of Deposit pool from Customers . Establishing standards and delivery of service . Sale of non-deposit products. Cross selling targets progressively . Sale of MF and Insurance products . Fee Income . Branch Administration . Regulatory Compliance . Manage productivity and overall morale of branch team members . Overall responsible for break-even and P&L of branch Job Requirements: . Overall 6yrs of Banking experience out of which 3-4yrs in Retail Liabilities . Must have had Sales experience and exposure, preferably of Liabilities products . Qualifications- MBA / CA/ CAIB . Good Leadership skills (though more tactical than strategic) . Thinker: Doer - 40:60 . In-depth understanding of financial instruments, markets and macro micro economic processes . Ability to carry along all the units involved in the customer service cycle to ensure customer DELIGHT . Liaising with product management team, marketing and other centers & verticals for new product development, service enhancements and sales initiatives."
133,Branch Acquisition Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,6-9 years,Not Specified,"Job Role: . Enhancement of Deposit pool from Customers . Establishing standards and delivery of service . Sale of non-deposit products. Cross selling targets progressively . Sale of MF and Insurance products . Fee Income . Branch Administration . Regulatory Compliance . Manage productivity and overall morale of branch team members . Overall responsible for break-even and P&L of branch Job Requirements: . Overall 6yrs of Banking experience out of which 3-4yrs in Retail Liabilities . Must have had Sales experience and exposure, preferably of Liabilities products . Qualifications- MBA / CA/ CAIB . Good Leadership skills (though more tactical than strategic) . Thinker: Doer - 40:60 . In-depth understanding of financial instruments, markets and macro micro economic processes . Ability to carry along all the units involved in the customer service cycle to ensure customer DELIGHT . Liaising with product management team, marketing and other centers & verticals for new product development, service enhancements and sales initiatives."
134,Service Delivery Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handling personalized service requests of customers. .Generation of timely business MIS. .Ensuring strict adherence to compliance, audit and regulatory requirements for customer segment. .Coordination with CPC/RPC/Investment desks for account opening of customers. .Managing complaints of customers and ensuring their resolution within TAT. JOB REQUIREMENT:.Developing and maintaining banking relationships with a select group of high net worth customers .Excellent communication skills with customer service orientation .Courteous and polite. .Good knowledge of Microsoft excels. Understanding of banking norms and processes."
135,Service Delivery Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handling personalized service requests of customers. .Generation of timely business MIS. .Ensuring strict adherence to compliance, audit and regulatory requirements for customer segment. .Coordination with CPC/RPC/Investment desks for account opening of customers. .Managing complaints of customers and ensuring their resolution within TAT. JOB REQUIREMENT:.Developing and maintaining banking relationships with a select group of high net worth customers .Excellent communication skills with customer service orientation .Courteous and polite. .Good knowledge of Microsoft excels. Understanding of banking norms and processes."
136,Branch Acquisition Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,6-9 years,Not Specified,"Job Role: . Enhancement of Deposit pool from Customers . Establishing standards and delivery of service . Sale of non-deposit products. Cross selling targets progressively . Sale of MF and Insurance products . Fee Income . Branch Administration . Regulatory Compliance . Manage productivity and overall morale of branch team members . Overall responsible for break-even and P&L of branch Job Requirements: . Overall 6yrs of Banking experience out of which 3-4yrs in Retail Liabilities . Must have had Sales experience and exposure, preferably of Liabilities products . Qualifications- MBA / CA/ CAIB . Good Leadership skills (though more tactical than strategic) . Thinker: Doer - 40:60 . In-depth understanding of financial instruments, markets and macro micro economic processes . Ability to carry along all the units involved in the customer service cycle to ensure customer DELIGHT . Liaising with product management team, marketing and other centers & verticals for new product development, service enhancements and sales initiatives."
137,Branch Operations Manager-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,6-8 years,Not Specified,"Job Role:. Lead the Service Team. . Ensuring regulatory and procedural compliance . To co-ordinate the audit of the branch . Ensuring service excellence to enhance portfolio, control retention and better cross sell . Authorize and check RO / SO entries . Check end products . Check vouchers to clear transactions of Rs. 10 lakhs & above . Vault / Key custodian Job Requirement:. Customer service oriented . Meticulous . Eye for details . Ability to manage and motivate front office staff. . Thorough overall understanding of banking . Graduate/MBA . Graduates with 6-8 years experience . MBA with 4-6 years experience . Should possess customer orientation and team leader qualities"
138,Commercial Banking Portfolio Coordinator,Wells Fargo,1-3 years,Not Specified,"Job Description :About Wells FargoWells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with $2.0 trillion in assets. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,500 locations, 13,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in 42 countries and territories to support customers who conduct business in the global economy. With approximately 273,000 team members, Wells Fargo serves one in three households in the United States. Wells Fargo & Company was ranked No. 25 on Fortune's 2017 rankings of America's largest corporations. Wells Fargo's vision is to satisfy our customers financial needs and help them succeed financially. News, insights and perspectives from Wells Fargo are also available at Wells Fargo Stories.Department OverviewThe Business Services team across locations provides processing and voice support and to enable afollow-the-sun delivery model forWells Fargothat would help us service our customers faster. Business Services teams perform bank operation processes across divisions of WF Home Lending, Wholesale Ops, Wealth & Investment Management (WIM), PVSI & Community banking.About the Role1-3 years of experience in all or multiple combination of the following:Spread Financial statements of private as well as public limited companies of different industries in credit application utilized for traditional asset-based lending, specialized senior secured financing, Accounts receivable financing and purchase order financing to companies and make relevant adjustments in cash flow and various ratio calculations to reflect true financial status of the customersResponsibilitiesIncludes end to end responsibility of request received from clients includes financial spreading in MRA tool, analyzing financial statements, identification of trend and provide financial commentaries on cause and effect on identified trend as per business requirementPrepare projected financial statements as per relationship managers requirement Complete Pro forma adjustments based on the projected financial information as per requirement Should be able to interpret and spread financials of different companies belong to different division as per business requirement at any given dayStrong knowledge on accounting and finance, Industry analysis, Internal and external risk factors of the borrower and more importantly a superior business writing and good communication skills.Assessing the repayment capacity of the highly leveraged Borrower's.Should be able to handle subjectivity as per requirementShould be flexible in switching roles in between Processors/DSO/QC at any point of time during the day/months as per business requirementShould be able to do quality check of the work done by other team members as per business requirementFacilitates communication to resolve problems and advance strategies.Take up the lead analyst role in the process as per requirementMake a significant contribution toward achieving team goals through knowledge and skills.Lead or champion efforts to increase productivity and goal accomplishment.Act as a coach or mentor to facilitate learning from experience.Essential QualificationsMBA Finance (mandatory) and Bachelor's Degree (Commerce), equivalent Should have an experience in assessing credit worthiness of the borrowers based on qualitative and quantitative factorsStrong knowledge of preparation and analysis of projected and Proforma based financial statementsStrong knowledge on GAAP Accounting / International Financial Reporting StandardsSound knowledge of ratio analysis, cash flow, and trend analysisShould have experience of Financial spreading across all the IndustriesGood knowledge on Moody's Risk Analytics (MRA) (added advantage)Ability to read & analyze financial statements.Should be able to handle subjectivity in the financial analysis and substantiate with reasonsExcellent knowledge of MS office applicationStrong analytical skills.Excellent communication skillsShould be flexible to stretch as per business requirementDesired QualificationsStakeholders/Client managementAble to multi-task to accomplish tasks effectively.Strong analytic skill, Quick Learner & Attention to detailAbility to work quickly & accurately while maintaining acceptable standards of workmanshipAbility to recognize and escalate to management for any process breachesHighly motivated with strong organizationalFlexibility to work in different shiftsAbility to succeed in a team environment@RWF22We Value DiversityAt Wells Fargo, we believe in diversity, equity and inclusion in the workplace accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.Candidates applying to job openings posted in US:All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process."
