SN,Title,Company,Experience,Salary,Description
37,Digital Marketing,Motilal oswal,2-5 years,Not Specified,"Job Description :. Writing conceptual copies for the various content marketing channels such as website, brochures, social networks, scripts, moment marketing, etc ,. Setting up copy guidelines & working closely with internal teams,. Adhering & maintaining the tonality of the brand across all content pieces,. Map performance for the content and constantly make amendments for increasing the performance,. Industry analysis to understand the various content pieces and stay up to date with any new trends"
38,Digital Marketing Manager,C S Realty,2-4 years,310000 - 430000 INR,"Candidate must have ability to think creatively and identify and resolve problems. 	Measuring and reporting on performance of all digital marketing campaigns. 	Competitor Benchmarking. 	Creating effective paid search strategies on social media platforms. 	Recommendations to improve the performance of the campaigns. 	Skills and experience in creative content writing, Marketing Automation, Digital Advertising. 	Exploring other areas of lead apart from Google and Social platforms. 	Develop and create reports on daily/weekly/Monthly basis. 	Meeting up the targets given by the company. 	Revenue generation through all digital marketing, ROI contribution. 	Implement the day-to-day product marketing strategy, which could include: Article Marketing, Video Marketing, and SEO & Pay per Click Marketing, Social Media Marketing, Influencer Marketing, Mobile Marketing, Purpose-Driven Marketing, and Community Discussion. 	Expert in Organic marketing methods and the inorganic method. 	Cost optimization for digital marketing methods and Revenue generation through all digital marketing channels. 	Experienced in B2C particularly. 	Develop graphics for product illustrations, logos, and websites with the help of graphic designer. 	Will also be responsible for building and executing social media strategy through research, benchmarking, messaging, and audience identification. 	Optimise content for the website and social networking accounts such as Facebook, Instagram and Twitter with help of content. 	Creating Event campaigns and promotions are a must. 	Candidate will be responsible for prospecting, qualifying and generating new sales leads through social media platforms (Facebook, Twitter, YouTube, LinkedIn, etc.) 	If you have proven expertise in deploying and optimising social media (primarily Facebook and Instagram). 	Support in strategies to build a lasting digital connection with consumers 	Launch optimized online adverts through Google Ad Words, Facebook etc. to increase company and brand awareness 	Prepare online newsletters and promotional emails and organize their distribution through various channels 	Provide creative ideas for content marketing and update website 	Collaborate with designers to improve user experience 	Measure performance of digital marketing efforts using a variety of Web analytics tools (Google Analytics, Web Trends etc.) 	Maintain partnerships with media agencies and vendors."
39,Digital Product,Motilal oswal,2-5 years,Not Specified,"Job Description : Participate in the entire application lifecycle, focusing on coding and debugging, Work collaboratively with PM, designers, Tech Lead and engineers, Write clean, efficient, maintainable and reusable code and libraries and APIs, Write complex logic with pandas and other python libraries for time series calculations, Write well-tested RESTful backend APIs that service the frontend with JSON, Design robust, scalable and secure features fit for the Fintech space, Troubleshoot and debug applications through extensive unit testing, Constantly drive innovation and improvements in the platform"
40,Digital Marketing Manager,Domnic Lewis Private Limited,3-12 years,Not Specified,"Job Description Build the entire digital marketing roadmap  Developing and implementing comprehensive digital marketing programs across all digital channels including web, SEO/SEM, database marketing, email, social media and display advertising campaigns, in line with brand plans and business priorities  Working with content marketing and design teams to create suitable content for each stage of a customers digital journey  Reviewing and optimizing the design and content of all online assets including the company website and social media pages  Planning and controlling of the digital marketing budget and spend by allocating budgets to different channels  Analysing the results and effectiveness of campaigns to deliver actionable insights and recommendations and generating monthly reports on the digital marketing portfolio  Regularly monitoring user analytics and using these insights to drive strategies to secure downloads and improve customer engagement  Ensuring that marketing and communications efforts adhere to agreed timelines and managing expectations with various stakeholders  Liaise with Product, Design and Sales directors to increase client satisfaction through cohesive strategies  Integrate offline marketing to digital marketing goals to achieve brand goals  Social Media Planning and Monthly Campaign Management   Motivate digital marketing team to achieve goals  Monitor competition and provide ideas to stand out  Stay up-to-date with digital technology developments & innovations Key Skills  You have prior experience in a similar role of atleast 4-6 years  Demonstrable experience in designing and implementing successful digital marketing campaigns  You have good knowledge of various aspects of digital marketing including SEO, social media marketing, email marketing, marketing automation and digital marketing analytics tools such as Google Analytics and Tableau.  You have excellent written & verbal communication skills.  You are a creative thinker and problem solver.  Familiarity with web design  Excellent analytical and project management skills  Strong team management and communication (written and verbal) skills  You thrive in matrix environments and are adept at building relationships with different stakeholders.  Should be a team player and nimble in managing situations to drive performance of internal and external teams.  If interested then please mail your cv at [Confidential Information] or call at 9820981582."
41,Digital Marketing,Busisol Sourcing India Private Limited,6-8 years,700000 - 900000 INR,"Roles and Responsibilities: 6-8 years of experience in IT & Software Programming background in web technologies, websites, business portals, design, and development. With conceptualizing highly creative and results driven Online Branding and Digital Marketing professional.  Should be Computer Graduate BE/BS/BCA/MCA/ME/MTEH/MS/MSC-IT/MBA-IT& Marketing. Programming Skills in HTML 5, CSS, Java script, C# / ASPX, photo shop, Image editing tools opensource programming like Php /python, web content management.  Designs, builds, and maintains our social media presence. Digital marketing activities SEO/SEM, eMarketing database-mail, Social Media, and online advertising campaigns.  online branding campaigns and content marketing strategies for driving traffic to website and user engagement on social media channels. Driving the Digital Transformation projects, Integrated CRM platform, AI driven Chatbot, Marketing Automation Platform. Integration of HIS Platform.  Best Practices knowledge of Search Engine Marketing tactics and guidelines preferred Responsibilities. Planner & Marketing Strategist implemented measurable marketing strategies Marketing Communications across multiple domains specially metals and mining, chemicals, gases, shipping, aviation.  Establishing brands across B2B and B2C segments; strong analytics and market research understanding with expertise in e-commerce and advertising business.  Responsible to conceptualizing strategic product marketing plans for a product or product line through market research, competitive analysis, customer engagement, and business planning.  Ability to consult and work effectively with various Product departments, business partners, and external vendors to ensure the creation of communication materials that support a cohesive brand experience.Skills Knowledge in Computer science Photo Editing (Photoshop) Video Editing (Any Software) Content Writing & Posting (on Social Media) Website Development Knowledge (Wordpress / PHP / Html) Basic IT Support Knowledge."
42,Digital Product,Motilal oswal,10-13 years,Not Specified,"Job Description :Participate in the entire application lifecycle, focusing on coding and debugging, Work collaboratively with PM, designers, Tech Lead and engineers, Write clean, efficient, maintainable and reusable code and libraries and APIs, Write complex logic with pandas and other python libraries for time series calculations, Write well-tested RESTful backend APIs that service the frontend with JSON, Design robust, scalable and secure features fit for the Fintech space, Troubleshoot and debug applications through extensive unit testing, Constantly drive innovation and improvements in the platform"
43,Social Media,Karabi Art Community Private Limited,2-5 years,220000 - 650000 INR,To report to the directors and work along with design team closely. A candidate with high quotient of responsibility and sense of ownership as this profile is of extreme value as the organization is in a mode of Global Expansion.
44,Digital Marketing Manager - Ecommerce,Selective Global Search Private Limited,4-9 years,500000 - 1000000 INR,"The Digital Marketing candidate is someone who can generate revenue via e-commerce model through proper branding, content marketing and creatives.About Client : Our client is One of the Leading Tea Manufactures and Exporters having presence Globally. The present business model is D2C for US Market.Looking for Right Attitude; A Go Getter, Fire in the Belly, Passion for Job, Responsibility, Urgency Sense, Work without Supervision, Individual Contribution apart from team management/coordination, Get the Work Done, Can work in Global Environment, Across Different Time Zones, Stable in Job.Job Title : Assistant Marketing Manager - Brand & Digital (Campaign Management/Performance Marketing/Ecommerce Marketing)Experience: 4 to 10 yearsFocus Area: Brands will be for global market with focus on USAQualification: Bachelors degree or equivalent with 4+ years of Digital Marketing and Branding experience.Job Function & Description :Digital Marketing:Manage/Coordinate with Agencies: Digital Performance Marketing Channels for Content & Publishing Including: Paid Search, Affiliate Marketing, Performance Display (Remarketing, Prospecting), Paid Social (Facebook, Instagram, Etc.), Email Marketing, Search Engine Optimization, Google Advertising, Blog Marketing. Candidate Needs To Manage Paid Marketing Budget, Including Allocating The Budget Across Channels And Between Acquisition, Retention And Branding Efforts Across All Key Online Customer Base. Digital Campaigns/Social Media/E-Mailers/Launches Liaise With All 3rd Parties On Day To Day Execution Of All Digital Marketing Programs Including Budget Updates, Creative/Copy Updates, Promotional Updates, A/B Testing Independently Adhere To Project Calendar, Manage Time And Prioritize Daily WorkloadBrand Marketing:Brand Plan Development - Develop A Plan That Achieves Company Targets. This Will Include, But Is Not Limited To, Advertising, Program/Promotions, And Research. Must be able to work collaboratively with agencies/vendors and internal resources to drive superior market results. Program Management and Execution: Manage Day-To-Day Logistics Of The Brand Programs. Owns Timeline Management, Budget, And Program Analysis. Build Long And Short-Term Growth Plans To Deliver Growth Targets As Per Road Map. As Part of a Multifunctional Team, You Will Coordinate and Execute Promotion / Media / Public Relations / Direct - To - Consumer Plans (Events, Retail).SMO/SEM/SEO/Analytics:Influencer Management: Collaboration for Campaigns throughout the Year. Maintain Database And Influencer Management Program Customer Responses Management: From DMS to Emails for Queries From Customers Market Analysis: Work On Consumption Based Data Analysis For The Brand. Provide Insight And Support To The Enterprise To Understand Better Market Trends And Dynamics. Also, Identify Opportunities In Markets Where There Are Unmet Needs. New Product Development: Help NPD Team To Utilize Consumer-Driven Insights To Drive Long-Term Growth Of The Brands. Translate insights into profitable product innovations. Consumer Insight Driven Marketing Strategies And Plans For The Brand Across TouchpointsContent Management:Content Management and Creation Of Content Across Various Consumer Touch Points Copy Repository of Existing Content and Creating a Bank of Researched Information for All Products. Creating Content Posting Calendar Coordinate With Content Agencies for Static and Video ContentE-commerce:Planning For Sales, Revenue and Performance Management on a Weekly/Monthly Basis. Amazon Execution And Familiarity On Platforms/Technology (Vendor Central) Understanding The E-Retail Marketplace, Major Players, Technology, And Leaders In Space Expertise In E-Commerce FMCG Analysis And Demonstrate Strong Leadership, Teamwork And Strategic Thinking Skills Experience Utilizing Various E-Comm Tools and Technology. Website Maintenance: Analyze Website Performance and Maintain PerformanceGraphic Design:Manage design team for day to day packaging, design collateral, brochure, digital asset creationLocation: Noida"
45,Digital Sales,Motilal oswal,15-18 years,Not Specified,"Job Description :1. Gross SalesorNet Sales : Active & Passive Funds,2. Website & App transactions ( Direct including SIPs) : Active & Passive Funds,3. Long Term Customer Value for Digitally acquired customers,This would be done through, Content Strategy  assimilating and disseminating content in a customised form based on customer,prospect analytics and investing journey, Traffic to the website,app through engagement initiatives and SEO, Cost effective paid lead generation : CPL, Cost Per Conversion, Long Term Value per Conversion, Funnel Management  from prospect source to transaction , Transaction platforms  improving ease, speed and predictive capabilities of the transaction platforms (website,app) . Enhancing CLV, Digital Telesales  manage telesales team"
46,PPC Executive,Mansukh Stock Brokers Limited,1-4 years,Not Specified,"Responsibilities & Duties :	To manage the company's pay per click/Remarketing campaigns under the direction of the Marketing Manager. 	Undertake required analysis and A/b testing to identify relevant and strong keyword searches in order to optimize campaign success. 	Creating targeted campaigns including writing required copy and testing landing pages. 	Working with relevant internal and external stakeholders to create advertisement image and other creative content. 	Provide regular reports on performance metrics and market related insights. 	Analyse, monitor and report on ROI for all PPC campaigns to the Marketing Manager. 	Analyse, monitor and report on competitors PPC campaigns including key words being targeted. 	Manage and monitor spend to ensure it is in line with the assigned budget. 	Keep up to date with market and technology related developments. Skills / Experience / Qualifications:	Educational Requirements  B Tech/MBA or Mass Comm. degree or equivalent  	Relevant previous experience and success within a similar PPC or Digital Marketing focused role. Financial industry campaign experience will be given preference. 	Current knowledge of Google Analytics and other digital marketing software and tools. 	Strong analytical ability and experience to work with a variety of data sources. 	Strong Excel experience. 	Ability to communicate effectively with the wider team."
47,DIGITAL MEDIA MARKETING Digital Marketing  Digital Media  Social Media Marketing Manager,Research And Consulting Enterprise,2-8 years,Not Specified,"Preference would be given to candidates who have - Digital Media Marketing with Facebook / Instagram / Google Adwords using Pixels / Conversion Tracking etc. - Manage various channels like social media networks, website content and email marketing to deliver a persuasive and cohesive marketing message  - Can run Catalogue ads using Facebook Business Manager and Ad manager - SEO / SEM / PPC with experience in website traffic through paid online advertising and used to SEM methods i.e.; Pay Per Click - Email marketing tools like MailChimp etc. and use of Influencer Marketing Computer Proficiency, Good communication skills and fluency in English is a must. Location:- Jaipur Pls mail your CV on [Confidential Information], [Confidential Information] If interested. Regards, RACE PLACEMENTS, JAIPUR Mob:- 9829053420 / 9828053420 Web:- www.racejpr.com"
48,Digital Marketing Associate,Amazon,Not Specified,Not Specified,"Job Description :Job summaryAmazon's Prime Video is a premium on-demand video entertainment service that comes included with a Prime membership at no additional cost. Prime Video offers customers the greatest choice in what to watch, from Original and Exclusive TV shows such as The Grand Tour, Vikings and Little Fires Everywhere to 1000s of popular TV and Movies. Prime Video is at the forefront of the entertainment industry and growing fast - now available in more than 240 countries and territories worldwide. We work in a dynamic and exciting environment where innovating on behalf of our customers is at the heart of everything we do.Key job responsibilitiesThe Primary responsibility of the role is to perform marketing activities to improve visibility.The role will require the candidate to quickly understand the marketing tools and workflow.Associate need to continuously adapt and learn new features on the Editors and improve.Associate has to follow editing SOP to spot/catch errors in the content.Associate need to perform content quality check to qualify user experience for content viewing.The associate will need to be aware of the operations metrics like productivity (Number of titles processed per hour), quality and delivery SLA. The associate will be measured on his compliance to these Metrics, SLA requirements, QA guidelines, team and personal goals.Associate should be a team player and come up with improvement ideas to his direct report and improve the editing/QA process.The associate will need to often contact stakeholders globally to provide status reports, communicate relevant information and escalate when needed.The role requires a graduate degree with exposure to MS office and comfort with numbers.In addition the associate should have attention to detail, good communication skills, and a professional demeanor.Basic Qualifications :Completed under graduation (UG) in any streamAnalytical knowledge to solve basic mathematical and logical problemsCandidate should be familiar with Digital Marketing concepts.Ability to communicate effectively.Flexible with working schedule and willingness to provide on-call support.Preferred Qualifications :Ability to meet deadlines in a fast paced work environment driven by complex software systems and processesSelf starter, good team playerStrong attention to detail in editing content and deep dive and identify root causes of issuesGood at problem solving, data analysis and troubleshooting issues related to content editingGood interpersonal skills to manage ongoing relationships with program team and inter operations teamsWorking knowledge of XML standards would be an added advantage"
49,Accounts Manager-Retail,Swiggy,3-6 years,Not Specified,"Started in 2012, Dineout is India's largest dining out platform, which enables users to reserve tables, avail great deals, and pay bills at over 20,000+ restaurants in 20 cities across India.Account Manager - Retail . Drive restaurant onboarding for your designated area, Act as a consultant to restaurant partners to manage and mutually grow business, . Manage a portfolio of restaurant accounts and exceed goals for account retention, development, and maintenance. Exceed sales targets & performance-based goals, . You should have a keen interest in the food and beverage industry with a desire to sign up for the best local and national restaurants, . Be the local market expert: gather restaurant feedback, monitor competitor activity, and provide recommendations for improvements to management and . Ability to conduct cold calls and walk-ins, schedule in-person meetings, and sell the Dineout product portfolio to restaurantsDesired Candidate: . The candidate has to have successfully completed a Bachelor's degree, . Fresh graduates or candidates having at least 1 year of work experience in consulting, e-commerce or start-ups are encouraged to apply, . The candidate has to be flexible, restaurant owners do not operate on 9-to-5 schedules, . The candidate has to be outgoing and confident in their appearance, . We are looking for self-motivated individuals with the ability to work remotely and under pressure and . The candidate has to be an â€˜out-of-the-box thinker and should want to always challenge the status quo."
50,Digital Associate,Amazon,Not Specified,Not Specified,"Job Description :Job summary . Work on defined set of instructions to collect ground truth data for the product development. . Perform execution and report results accurately. . Understand procedures and guidelines for new tasks / releases . Perform repetitive exercises based on the dynamic instructions without compromising on quality . Use software tools for data capture and comply with the processes of the organization on a daily basis . Be comfortable with capturing results, communicating and escalating failures and providing individual status reports and adhering to Productivity and Quality base lines. . Raising all failures/doubts related to the execution in the portal and closing the same as per the SLA's. Own the daily targets against internal and external dependenciesBasic Qualifications :A graduate in any field of study. (M.Sc.,B.Sc.,) Quantitative fields such as science and engineering preferred but not mandatoryGood familiarity with the Windows desktop environment and use of Word, Excel, IE, Firefox etc. are requiredAbility to handle multiple category images in a fast-paced environmentAmazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.Preferred Qualifications :Good familiarity with the Windows desktop environment and use of Word, Excel, IE, Firefox etc. are requiredFlexibility and Interest to do repetitive tasks is requiredHigh level of energy and proactive nature. A sense of ownership and drive and a willingness to accept the challenge of daily deadlines is essential"
51,Digital Marketing Associate,Amazon,Not Specified,Not Specified,"Job Description :Job summaryAmazon's Prime Video is a premium on-demand video entertainment service that comes included with a Prime membership at no additional cost. Prime Video offers customers the greatest choice in what to watch, from Original and Exclusive TV shows such as The Grand Tour, Vikings, The Marvelous Mrs. Maisel and Little Fires Everywhere to 1000s of popular TV and Movies. Prime Video is at the forefront of the entertainment industry and growing fast - now available in more than 240 countries and territories worldwide. We work in a dynamic and exciting environment where innovating on behalf of our customers is at the heart of everything we do.Key job responsibilitiesThe Primary responsibility of the role is to perform marketing activities to improve visibility.The role will require the candidate to quickly understand the marketing tools and workflow.Associate need to continuously adapt and learn new features on the Editors and improve.Associate has to follow editing SOP to spot/catch errors in the content.Associate need to perform content quality check to qualify user experience for content viewing.The associate will need to be aware of the operations metrics like productivity (Number of titles processed per hour), quality and delivery SLA. The associate will be measured on his compliance to these Metrics, SLA requirements, QA guidelines, team and personal goals.Associate should be a team player and come up with improvement ideas to his direct report and improve the editing/QA process.The associate will need to often contact stakeholders globally to provide status reports, communicate relevant information and escalate when needed.The role requires a graduate degree with exposure to MS office and comfort with numbers.In addition the associate should have attention to detail, good communication skills, and a professional demeanor.Basic Qualifications :Completed under graduation (UG) in any streamAnalytical knowledge to solve basic mathematical and logical problemsCandidate should be familiar with Digital Marketing concepts.Ability to communicate effectively.Flexible with working schedule and willingness to provide on-call support.Preferred Qualifications :Ability to meet deadlines in a fast paced work environment driven by complex software systems and processesSelf starter, good team playerStrong attention to detail in editing content and deep dive and identify root causes of issuesGood at problem solving, data analysis and troubleshooting issues related to content editingGood interpersonal skills to manage ongoing relationships with program team and inter operations teamsWorking knowledge of XML standards would be an added advantage"
52,Digital Marketing Associate,Akswin (Opc) Private Limited,1-8 years,200000 - 400000 INR,"Roles and Responsibilities include: 1. Maintaining Social Media Networks 2. Running Ad Campaigns, Email Marketing 3. Maintaining website 4. Knowledge of HTML and Programming.5. Generating leads through digital marketing 6. Ability to reach the targets and deadlines 7. SEO, onsite and offsite.8. Develop digital media strategies with business goals aligned with the company's vision. 9. Create digital content including websites, blogs, articles, animated explainer videos, etc. 10. Establish our online presence and create brand awareness. 11. Run day to day social media and search engine optimization audits to ensure best practices are being used."
53,Sr. Digital Marketing Executive,Disha Recruitment Services,2-5 years,360000 - 480000 INR,"Digital Marketing ExecutiveWFOFFICE Employment Location : Vidyaranyapura, North BangaloreSalary : 30-40 K | Experience : Digital Marketing 2-3 YearsWFOffice EmploymentRequirement(People needing FreeLancing/Part-time/WFHome jobs Plz DONOT APPLY/Contact)Job Description- Certificate Course in Digital Marketing- 2-3 Prior Experience in SEO Marketing, Social Media Marketing, Email Marketing, Google Adwords, keyword strategy, Online Campaign Strategy other than social media as well- Good Experience with budgeting and time periods for social media campaigns- Good Experience with Google Adwords for generating revenue for the website and for boosting pages on Google- Coordinate with Content Writers for Word-press Content Management | Differentiate in News Article & Blog article- Expert in Google Analytics | Experience in getting company brand to top place on Google & Web- Familiar with the target keywords associated with various kinds of content- Well-versed with Social Media campaigns on Linkedin, Twitter, Facebook, Instagram, Youtube and more platforms- Ability to develop and execute new creative ideas for our websitesQualifications- Degree | 2-3 Years experience in Digital Marketing/SEOAbout Company- Company into Web Based Finance Magazine- About 25 Employee strengthTO APPLY Call us at 74838 93596 / 8553772172 & Send CV to EmailHarshita - HR | 74838 93596 / 8553772172Aditi - HR | 93803 82729DISHA Recruitment ServicesRT Nagar, Bangalore  560032http://www.disharecruitment.in/Note : No fee charged from candidates"
54,Digital Marketing Internship -Work From Home - Female Only,Jobs Territory,0-1 years,Not Specified,"Roles and ResponsibilitiesPlan, monitor ongoing campaigns across digital marketing channels Launch optimised online adverts through Google AdWords, Facebook, etc., to align with the given plan of action Involve in SEO & SEM efforts Collaborate across teams to seamlessly execute project delivery Evaluate online marketing trends and keep up-to-date with features, strategies, etc.Desired Candidate Profile Are available for full-time internship Can start the internship immediately in the next 15 days Are available for a duration of 4 months Are interested to build their career in the Digital domainif you are interested reach out minal @ 8147683167"
55,SEO Associate,REMMIE JACINTO AZAVEDO (Proprietor of Codanto),2-12 years,Not Specified,Job Title: SEO AssociateLocation: GoaDuration: Fulltime- Minimum 3 years SEO experience - responsible for end to end SEO activities - Digital Marketing experience is a plus
56,Digital Associate,Amazon,Not Specified,Not Specified,"Job Description :Job summary . Work on defined set of instructions to collect ground truth data for the product development. . Perform execution and report results accurately. . Understand procedures and guidelines for new tasks / releases . Perform repetitive exercises based on the dynamic instructions without compromising on quality . Use software tools for data capture and comply with the processes of the organization on a daily basis . Be comfortable with capturing results, communicating and escalating failures and providing individual status reports and adhering to Productivity and Quality base lines. . Raising all failures/doubts related to the execution in the portal and closing the same as per the SLA's. Own the daily targets against internal and external dependenciesBasic Qualifications :A graduate in any field of study. (M.Sc.,B.Sc.,) Quantitative fields such as science and engineering preferred but not mandatoryGood familiarity with the Windows desktop environment and use of Word, Excel, IE, Firefox etc. are requiredAbility to handle multiple category images in a fast-paced environmentAmazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.Preferred Qualifications :Good familiarity with the Windows desktop environment and use of Word, Excel, IE, Firefox etc. are requiredFlexibility and Interest to do repetitive tasks is requiredHigh level of energy and proactive nature. A sense of ownership and drive and a willingness to accept the challenge of daily deadlines is essential"
57,"Specialist, Display and Video, gCare (English)",Google Inc,3-6 years,Not Specified,"Minimum qualifications:Bachelor's degree or equivalent practical experience.3 years of experience in one or more of the following: digital marketing campaigns, online measurement/operations, ad networks/exchanges, programmatic advertising/customer support, account management, and/or project management.Ability to speak and write in English fluently.Preferred qualifications:Experience in the digital advertising industry, including the use of digital advertising products, ad networks, demand-side platforms, first and third-party audience targeting/technology, online measurement, and ad operations. Experience with media agencies, digital media solutions, and/or service delivery management.Knowledge of digital advertising (e.g., Google Ads, Google Marketing Platform, etc.).Ability to work and influence within a business environment.Ability to oversee multiple, simultaneous solutions supported by internal teams.Ability to take initiative and create business development opportunities, with excellent project management skills.About the job gTech's Professional Services team takes a creative, collaborative, and customer-centric approach to provide foundational services and forward-looking business solutions to top advertiser and publisher customers. Through technical implementation, optimization, and key solutions, gTech Professional Services helps customers attain their business goals while building long-term capabilities. In this role, you will work closely with your business stakeholders on an ongoing basis to align on market-specific business objectives, customer goals, and business growth opportunities. You will support our customers and promoters on developing the optimal advertising strategy on products spanning media and creative components. You will help customers deliver campaign performance through Google's advertising products and technologies.Google creates products and services that make the world a better place, and gTech's role is to help bring them to life. Our teams of trusted advisors support customers globally. Our solutions are rooted in our technical skill, product expertise, and a thorough understanding of our customers complex needs. Whether the answer is a bespoke solution to solve a unique problem, or a new tool that can scale across Google, everything we do aims to ensure our customers benefit from the full potential of Google products.To learn more about gTech, check out our . Responsibilities Work with customers and our partner business teams to provide insights-driven advertising solutions based on customer objectives, business strategy, and growth opportunities across products (e.g., Video, Display and Video 360 (DV360), Google Display Ads (GDA), etc.).Develop a comprehension of our strategic products and deliver exceptional solutions for our customers.Consult with partners to develop strategies to meet customer requirements and capture growth opportunities for the broader market. Collaborate with teams and our vendor operations to coordinate the planning, implementation, optimization, reporting, and measurement of campaigns, establishing/scaling practices.Partner with cross-functional teams to execute on the plans in an effective manner."
58,Executive/Senior Executive- Graphic Designer,Nykaa,2-6 years,Not Specified,"Qualification :Candidate must possess at least a Professional Certificate, Advanced Diploma, Higher Graduate , Bachelor's Degree, Post Graduate Diploma or Professional Degree or equivalent.Preferred candidates :from Digital Agencies, Media Agencies (social media), Advertising Agency, Creative Agencies. Digital media , online media, social networking Industry.Job Responsibilities :1. Create designs, concepts, and sample layouts based on knowledge of layout principles and aesthetic design concepts.2. Determine and arrangement of illustrative material and copy, and select style and of type.3. Extensive use of Corel draw & Photoshop to create and generate new images. 4. Design eye-catching web and mobile banners for display ad campaigns.5. Design imagery for emails and landing pages.6. Delivering high volume of creative designs within stipulated deadlines. 7. Confer with the managers to discuss and determine layout design.8. Develop graphics and layouts for product illustrations, company logos, and Internet websites.9. Prepare illustrations or rough sketches of material, discussing them with clients and / or supervisors and making necessary changes.10. Study illustrations and photographs to plan presentation of materials, products, or services.11. Responsibility for hands on designing within social media sites such as Facebook, Instagram etc.12. Use high-quality brand etiquette to ensure the right message is delivered through the right channels without offending or annoying anyone13. Work closely with the offline marketing and online marketing team as well as the IT / web team to ensure coherent delivery of activities aligned to strategic objectives"
59,Senior Business Development Executive,Company Name Confidential,2-5 years,480000 - 840000 INR,"Job DescriptionMust be comfortable using and working with technology (we are a technology-based company).Uncover new business opportunities within client base.Develop & help maintain new business relationships by following up with regular proactive contact.Provide smooth transition of accounts to the sales support staff through effective internal communications and proper documentation.Conducting online marketing research on the new business leads.Use of HubSpot CRM to provide details as activities which may lead to documented opportunity that is transitioned to sale.Enter information into computers.Schedule appointments for sales representatives to meet with potential clients.Explain products or services in detail.Required Skills & Experience2 plus years of sales and telemarketing experience with a background in market research a plus.Past achievement in new and expanded client business generation.Demonstrated ability to actively manage multiple tasks.Must be a goal-oriented, persuasive, self-motivated, and independent worker.Must be able to work well under pressure and be efficient in meeting deadlines.Must be willing to travel.Req candidates with great communication skills﻿Shift Time 5.30 pm to 2.30 am (pickup and drop service provided)Required SkillsSales, Willing To Travel, Business Relationships, Internal Communications, Online Marketing, Market Research, Proper Documentation, Schedule Appointments, Business Generation, Manage Multiple Tasks"
60,Dy Manager/ Manager- Digital Marketing,Brigade Enterprises Limited,5-10 years,1050000 - 1550000 INR,"What will you do• Setting up the digital ecosystem for Residential Business.Core Responsibilities:• Identify contemporary trends in Digital Marketing, evaluate modern technologies and ensure that the brand is at the forefront.• Responsible for managing Digital Marketing for the Residential Business – as a channel for driving revenues through customer acquisition, with a focus on technology.• Thorough understanding of SEO working and strategy. Conceptualize & implement campaigns on the digital channels - All Web, SEO/SEM, marketing database, email, social media based.• Measure and report performance of all Digital Marketing campaigns – Quality of leads, closures on leads and revenue generated through digital channels.• Understanding and running campaigns through any CDP /DMP and ease of working on CMS (content management system). Devising the campaigns through automation and working through first party data• Content development, website handling, Landing page and Microsite development• Utilize strong analytical ability to evaluate end-to-end customer experience across multiple channels and customer touch points.• Collaborate with agencies and other vendor partners.• Evaluate emerging technologies. Provide thought leadership and perspective for adoption where appropriate.• Diligently work with sales and presales for monitoring of leads and collect feedback on the quality of interactions.• Experience in Real Estate or Digital Agency, which runs campaigns for the different industries will be preferredWho are we looking for• A Go-Getter: You are a highly driven individual who goes that extra mile to drive value for the organization.• Analytical and a Problem Solver: Thinker and problem solver and the ability to exercise sound judgement and make decisions based on accurate and timely data analysis• Adaptable: You demonstrate the ability to work in a fast paced and hyper-growth environment where the requirements are constantly changing.• A Technology Geek: You are fanatical about technology and are always on the look-out of newer better ways of building solutions – that is how you would build this team too!• A Team Builder: You are a go to person and can collaborate with different teams. A firsthand collaborative style of working is necessary!• Ownership: Entrepreneurial mindset with a keen sense of urgency and results-orientation.• Inspiring Leader: Who Influences Stakeholders positively and develops teams.• Demonstrable experience leading and managing SEO/SEM, marketing database, email, social media and/or display advertising campaigns.• Certification in Google ad words and Facebook ads is mandatory along with Google analytics.Qualification:• MBA in Marketing from a reputed institute with 8-10 years of work experience in driving sales through Digital Marketing with B2B, B2C companies.• Strong analytical skills and data-driven thinking.• Up to date with the latest trends and best practices in online marketing and measurementJoin us, write the future of an entire sector, and contribute to building the new India."
